	source	target	direction	stimulation	inhibition	sources	references
131	Q04206	Q15653	1	1	0	CancerCellMap;HPRD;InnateDB;IntAct;Lit-BM-17;Macrophage;NetPath;SPIKE;Wang	CancerCellMap:11571291;CancerCellMap:12672800;CancerCellMap:14743216;CancerCellMap:8816457;CancerCellMap:9135156;HPRD:12672800;HPRD:8816457;InnateDB:14685242;InnateDB:16226509;InnateDB:8887627;InnateDB:9135156;IntAct:10498867;IntAct:14685242;IntAct:21988832;Lit-BM-17:10498867;Lit-BM-17:12672800;Lit-BM-17:14685242;Lit-BM-17:14743216;Lit-BM-17:21988832;Lit-BM-17:22081069;Lit-BM-17:26186194;Lit-BM-17:8816457;Lit-BM-17:8887627;Macrophage:10497169;Macrophage:11571291;Macrophage:15145317;Macrophage:15371334;Macrophage:16513645;Macrophage:9597130;NetPath:11571291;NetPath:12672800;NetPath:14636585;SPIKE:10498867;SPIKE:14743216;SPIKE:16189514;SPIKE:8816457;SPIKE:9135156
132	P04637	P42224	1	0	0	InnateDB;SPIKE	InnateDB:14602726;InnateDB:15217838;InnateDB:17346710;InnateDB:17992189;SPIKE:14602726
133	P10826	P19793	1	1	0	HPRD;InnateDB_SignaLink3;SIGNOR;SignaLink3;Wang	HPRD:7565739;SIGNOR:1310351;SignaLink3:12576329;SignaLink3:14691372;SignaLink3:20102612;SignaLink3:23180781;SignaLink3:23331499;SignaLink3:7565739
134	P19793	P10826	1	0	0	HPRD;SIGNOR;SignaLink3;Wang	HPRD:7565739;SIGNOR:1310351;SignaLink3:14691372;SignaLink3:23331499
135	P29597	P40763	1	1	0	PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;Reactome_SignaLink3;SIGNOR;SignaLink3;Wang	SIGNOR:10542297;SIGNOR:30029643;SignaLink3:10542297;SignaLink3:12023369;SignaLink3:12626585;SignaLink3:14565860;SignaLink3:14764663;SignaLink3:15261459;SignaLink3:18389480;SignaLink3:21098725;SignaLink3:23124025;SignaLink3:23331499;SignaLink3:23673666;SignaLink3:25516297;SignaLink3:29145629;SignaLink3:8662928
136	P84022	P03372	1	1	0	HPRD;NetPath;SignaLink3;Wang	HPRD:11555647;NetPath:11555647;SignaLink3:11555647;SignaLink3:23331499
137	Q16539	P15336	1	1	0	ACSN;BEL-Large-Corpus_ProtMapper;BioGRID;CA1;CancerCellMap;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;InnateDB;KEA;KEGG;KEGG-MEDICUS;MIMP;NCI-PID_ProtMapper;NetworKIN_KEA;PhosphoNetworks;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;Reactome_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SignaLink3;Sparser_ProtMapper;Wang;dbPTM;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP	ACSN:11274345;ACSN:15140942;ACSN:15187187;ACSN:16393692;ACSN:19436832;ACSN:20506250;ACSN:21614932;BioGRID:12118074;BioGRID:26987986;BioGRID:9753474;CA1:12024021;CA1:8663524;CancerCellMap:10085140;CancerCellMap:11259586;HPRD-phos:10085140;HPRD-phos:11259586;HPRD-phos:12110590;HPRD-phos:18669648;HPRD-phos:18767875;HPRD-phos:19413330;HPRD-phos:19651622;HPRD-phos:20068231;HPRD-phos:7535770;HPRD:10085140;HPRD:11259586;HPRD:12110590;HPRD:7535770;InnateDB:10581204;InnateDB:15569672;InnateDB:9305639;InnateDB:9707433;KEA:10085140;KEA:10777545;KEA:11259586;KEA:11896587;KEA:11971971;KEA:12110590;KEA:12788955;KEA:17081983;KEA:17570479;KEA:602896;KEA:7535770;KEA:7737129;PhosphoSite:10777545;PhosphoSite:10821277;PhosphoSite:10909971;PhosphoSite:11060298;PhosphoSite:11078583;PhosphoSite:11781825;PhosphoSite:15304344;PhosphoSite:17548358;PhosphoSite:21098032;PhosphoSite:22037767;PhosphoSite:26359454;PhosphoSite:7535770;PhosphoSite:7737129;PhosphoSite:7824938;ProtMapper:10085140;ProtMapper:10777545;ProtMapper:10903740;ProtMapper:11566021;ProtMapper:12110590;ProtMapper:15212693;ProtMapper:15304344;ProtMapper:17079470;ProtMapper:17258390;ProtMapper:19647037;ProtMapper:20068231;ProtMapper:27726305;ProtMapper:7535770;ProtMapper:7737130;ProtMapper:7839144;SIGNOR:10085140;SIGNOR:12110590;SIGNOR:20068231;SignaLink3:10085140;SignaLink3:11259586;SignaLink3:12110590;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:7535770;dbPTM:12110590;dbPTM:17081983;dbPTM:18669648;dbPTM:19413330;dbPTM:19690332;dbPTM:9430721;iPTMnet:10085140;iPTMnet:11259586;iPTMnet:12110590;iPTMnet:18669648;iPTMnet:18767875;iPTMnet:19413330;iPTMnet:19651622;iPTMnet:20068231;iPTMnet:7535770;phosphoELM:11896587;phosphoELM:11971971
138	Q15418	P01100	1	1	0	ACSN;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;PhosphoSite_noref;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SignaLink3;iPTMnet;phosphoELM_MIMP	ACSN:15187187;ACSN:15239952;ACSN:16286006;ACSN:16393692;ACSN:21233202;HPRD-phos:1545828;HPRD-phos:18452278;HPRD-phos:20068231;HPRD-phos:8248197;HPRD:1545828;HPRD:8248197;KEA:1545828;KEA:8248197;KEA:9920881;ProtMapper:8248197;SIGNOR:8248197;SignaLink3:1545828;SignaLink3:18988627;SignaLink3:23331499;SignaLink3:7601337;SignaLink3:8248197;iPTMnet:1545828;iPTMnet:18452278;iPTMnet:20068231;iPTMnet:8248197
139	P15336	P45983	1	0	0	BioGRID;ELM;HPRD;InnateDB;Lit-BM-17;Wang	BioGRID:9405416;ELM:26538579;HPRD:7737129;HPRD:7737130;InnateDB:8654373;Lit-BM-17:11279118;Lit-BM-17:11566021;Lit-BM-17:11865055;Lit-BM-17:12804775;Lit-BM-17:12874243;Lit-BM-17:12958075;Lit-BM-17:15550563;Lit-BM-17:16533805;Lit-BM-17:17875713;Lit-BM-17:21444723;Lit-BM-17:7535770;Lit-BM-17:8654373;Lit-BM-17:9162092;Lit-BM-17:9207092;Lit-BM-17:9399639;Lit-BM-17:9405416
140	P45983	P15336	1	1	0	ACSN;BEL-Large-Corpus_ProtMapper;BioGRID;CA1;ELM;HPRD;HPRD_MIMP;InnateDB;KEA;Kinexus_KEA;Lit-BM-17;MIMP;NCI-PID_ProtMapper;PhosphoNetworks;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;RLIMS-P_ProtMapper;Reactome_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SignaLink3;Wang;iPTMnet;phosphoELM;phosphoELM_KEA;phosphoELM_MIMP	ACSN:11274345;ACSN:16393692;ACSN:19436832;ACSN:20028971;ACSN:20506250;BioGRID:9405416;CA1:7824938;ELM:26538579;HPRD:7737129;HPRD:7737130;InnateDB:8654373;KEA:10777545;KEA:11896587;KEA:11971971;KEA:12110590;KEA:12788955;KEA:15105425;KEA:17081983;KEA:602896;KEA:7535770;KEA:7737129;Lit-BM-17:11279118;Lit-BM-17:11566021;Lit-BM-17:11865055;Lit-BM-17:12804775;Lit-BM-17:12874243;Lit-BM-17:12958075;Lit-BM-17:15550563;Lit-BM-17:16533805;Lit-BM-17:17875713;Lit-BM-17:21444723;Lit-BM-17:7535770;Lit-BM-17:8654373;Lit-BM-17:9162092;Lit-BM-17:9207092;Lit-BM-17:9399639;Lit-BM-17:9405416;ProtMapper:10777545;ProtMapper:15068801;ProtMapper:15212693;ProtMapper:15304344;ProtMapper:17626013;ProtMapper:19255142;ProtMapper:7737130;ProtMapper:7824938;ProtMapper:9029150;ProtMapper:9317150;ProtMapper:9670022;SIGNOR:15916964;SIGNOR:7737130;SIGNOR:7824938;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:7535770;SignaLink3:7737129;SignaLink3:7737130;SignaLink3:7824938;iPTMnet:7737130;iPTMnet:7824938;phosphoELM:11896587;phosphoELM:11971971
141	Q06413	P05412	1	1	0	SignaLink3;Wang	SignaLink3:23331499;SignaLink3:9384584
142	Q13485	P16220	1	1	0	SignaLink3	SignaLink3:23331499;SignaLink3:9689110
143	Q13485	P01100	1	1	0	CancerCellMap;NetPath;SignaLink3;Wang	CancerCellMap:9732876;NetPath:9732876;SignaLink3:10942775;SignaLink3:23331499
144	O60674	P51692	1	1	0	HPRD;KEGG-MEDICUS;Lit-BM-17;NCI-PID_ProtMapper;NetPath;PhosphoPoint;ProtMapper;REACH_ProtMapper;SIGNOR;SignaLink3;Sparser_ProtMapper;Wang;iPTMnet	HPRD:12538627;Lit-BM-17:24354892;Lit-BM-17:9047382;Lit-BM-17:9575217;NetPath:16306356;ProtMapper:26959975;SIGNOR:9575217;SignaLink3:11682625;SignaLink3:12538627;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:9575217;iPTMnet:12456798
145	P01106	P84022	1	1	0	HPRD;Lit-BM-17;NetPath;SIGNOR;SignaLink3;Wang	HPRD:11804592;Lit-BM-17:11804592;NetPath:11804592;SIGNOR:11804592;SignaLink3:11804592;SignaLink3:23331499
146	O75582	P16220	1	1	0	ACSN;BioGRID;CA1;HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;KEGG;KEGG-MEDICUS;MIMP;Macrophage;NCI-PID_ProtMapper;PhosphoPoint;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;RLIMS-P_ProtMapper;Reactome_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SignaLink3;Wang;iPTMnet;phosphoELM_MIMP	ACSN:15187187;ACSN:17158541;BioGRID:9687510;BioGRID:9873047;CA1:9687510;HPRD-phos:11018520;HPRD-phos:11909979;HPRD-phos:9687510;HPRD:11018520;HPRD:11909979;HPRD:16223362;HPRD:9687510;KEA:11018520;KEA:11160957;KEA:11175347;KEA:11698596;KEA:11909979;KEA:11969286;KEA:12235136;KEA:12356771;KEA:15733869;KEA:7958915;KEA:8688081;KEA:8887554;KEA:9528766;KEA:9687510;KEA:9829964;Macrophage:18813292;ProtMapper:11909979;ProtMapper:12763014;ProtMapper:28593137;ProtMapper:9687510;ProtMapper:9792677;SIGNOR:10558990;SIGNOR:9687510;SignaLink3:11018520;SignaLink3:11909979;SignaLink3:16223362;SignaLink3:18988627;SignaLink3:23331499;SignaLink3:9687510;iPTMnet:11018520;iPTMnet:11909979;iPTMnet:16339038;iPTMnet:16517600;iPTMnet:18690222;iPTMnet:9687510
147	O75582	P18846	1	1	0	HPRD;HPRD-phos;HPRD_KEA;HPRD_MIMP;KEA;MIMP;Macrophage;NCI-PID_ProtMapper;PhosphoPoint;PhosphoSite;PhosphoSite_KEA;PhosphoSite_MIMP;PhosphoSite_ProtMapper;ProtMapper;Reactome_ProtMapper;SIGNOR;SIGNOR_ProtMapper;SignaLink3;Sparser_ProtMapper;Wang;iPTMnet;phosphoELM_KEA;phosphoELM_MIMP	HPRD-phos:20068231;HPRD-phos:8663317;HPRD:11018520;HPRD:11909979;KEA:11018520;KEA:11335727;KEA:11909979;KEA:12414794;KEA:8384217;KEA:8663317;KEA:9016641;Macrophage:18813292;PhosphoSite:12414794;PhosphoSite:18794154;PhosphoSite:28032861;ProtMapper:11909979;ProtMapper:12414794;ProtMapper:21109534;ProtMapper:9687510;SIGNOR:12414794;SignaLink3:11018520;SignaLink3:11909979;SignaLink3:18988627;SignaLink3:23331499;iPTMnet:11909979;iPTMnet:12414794;iPTMnet:18690222;iPTMnet:20068231;iPTMnet:8663317
148	P52333	P40763	1	1	0	HPRD;InnateDB;KEGG;KEGG-MEDICUS;PhosphoPoint;SIGNOR;SignaLink3;TCRcuration_SignaLink3;Wang	HPRD:10037026;InnateDB:12207328;SIGNOR:30029643;SignaLink3:10037026;SignaLink3:11406370;SignaLink3:12495636;SignaLink3:12934099;SignaLink3:18988627;SignaLink3:23109003;SignaLink3:23331499
149	P16220	P98177	1	1	0	SIGNOR;SignaLink3	SIGNOR:15126506;SignaLink3:15126506;SignaLink3:23331499
150	P18031	P40763	1	1	0	Adhesome;DEPOD;DOMINO;IntAct;ProtMapper;SIGNOR;SIGNOR_ProtMapper;SignaLink3	Adhesome:11970898;Adhesome:15821101;DEPOD:11970898;DEPOD:15821101;DOMINO:11970898;DOMINO:15821101;IntAct:11970898;IntAct:15821101;ProtMapper:15821101;SIGNOR:15821101;SignaLink3:15821101;SignaLink3:23331499
151	P16220	P84022	1	1	0	SignaLink3	SignaLink3:16862174;SignaLink3:23331499
152	P27361	P01106	1	1	0	BEL-Large-Corpus_ProtMapper;HPRD;InnateDB;PhosphoPoint;ProtMapper;SignaLink3;Wang	HPRD:9155018;InnateDB:15210690;SignaLink3:15210690;SignaLink3:18463697;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:9155018
153	P46531	Q16665	1	1	0	SIGNOR;SignaLink3	SIGNOR:16256737;SignaLink3:18722525;SignaLink3:23331499
154	P03372	P05019	1	0	0	SignaLink3;Wang	SignaLink3:10749889;SignaLink3:23331499
155	P00533	P03372	1	1	0	HPRD;PhosphoPoint;ProtMapper;REACH_ProtMapper;SIGNOR;SignaLink3	HPRD:11887937;ProtMapper:20809984;SIGNOR:11887937;SignaLink3:11887937;SignaLink3:23331499
156	P51843	P03372	1	1	0	HPRD;SignaLink3;Wang	HPRD:11053406;SignaLink3:11053406;SignaLink3:23331499
157	P10276	P19793	1	1	0	BioGRID;DIP;HPRD;IntAct;Lit-BM-17;NetPath;SIGNOR;SignaLink3;Wang	BioGRID:12052862;BioGRID:15171703;DIP:16769902;DIP:21478865;DIP:7760852;HPRD:10698945;HPRD:10882070;HPRD:1310351;HPRD:15604093;HPRD:17641689;IntAct:10698945;IntAct:16769902;IntAct:19345331;IntAct:21478865;IntAct:21988832;IntAct:25241761;Lit-BM-17:10698945;Lit-BM-17:12052862;Lit-BM-17:1314167;Lit-BM-17:14521715;Lit-BM-17:15171703;Lit-BM-17:15528208;Lit-BM-17:15604093;Lit-BM-17:16224062;Lit-BM-17:19345331;Lit-BM-17:21478865;Lit-BM-17:21988832;Lit-BM-17:25241761;Lit-BM-17:25303530;Lit-BM-17:7705655;Lit-BM-17:9121466;Lit-BM-17:9415406;Lit-BM-17:9582446;NetPath:12393611;SIGNOR:1310351;SignaLink3:10698945;SignaLink3:10828175;SignaLink3:10869350;SignaLink3:10882070;SignaLink3:12052862;SignaLink3:1310351;SignaLink3:15604093;SignaLink3:17641689;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499
158	P19793	P10276	1	0	0	BioGRID;DIP;HPRD;IntAct;Lit-BM-17;NetPath;SIGNOR;SignaLink3;Wang	BioGRID:12052862;BioGRID:15171703;DIP:16769902;DIP:21478865;DIP:7760852;HPRD:10698945;HPRD:10882070;HPRD:1310351;HPRD:15604093;HPRD:17641689;IntAct:10698945;IntAct:16769902;IntAct:19345331;IntAct:21478865;IntAct:21988832;IntAct:25241761;Lit-BM-17:10698945;Lit-BM-17:12052862;Lit-BM-17:1314167;Lit-BM-17:14521715;Lit-BM-17:15171703;Lit-BM-17:15528208;Lit-BM-17:15604093;Lit-BM-17:16224062;Lit-BM-17:19345331;Lit-BM-17:21478865;Lit-BM-17:21988832;Lit-BM-17:25241761;Lit-BM-17:25303530;Lit-BM-17:7705655;Lit-BM-17:9121466;Lit-BM-17:9415406;Lit-BM-17:9582446;NetPath:12393611;SIGNOR:1310351;SignaLink3:10869350;SignaLink3:23331499
159	P10276	P28702	1	0	0	HPRD;HuRI;IntAct;Lit-BM-17;SIGNOR;SignaLink3;Wang	HPRD:15604093;HPRD:16189514;IntAct:16189514;IntAct:21988832;IntAct:26871637;IntAct:31515488;Lit-BM-17:15604093;Lit-BM-17:21988832;Lit-BM-17:25303530;SIGNOR:1310351;SignaLink3:10828175;SignaLink3:23331499
160	P28702	P10276	1	1	0	HPRD;HuRI;IntAct;Lit-BM-17;SIGNOR;SignaLink3;Wang	HPRD:15604093;HPRD:16189514;IntAct:16189514;IntAct:21988832;IntAct:26871637;IntAct:31515488;Lit-BM-17:15604093;Lit-BM-17:21988832;Lit-BM-17:25303530;SIGNOR:1310351;SignaLink3:10721822;SignaLink3:10828175;SignaLink3:15604093;SignaLink3:16189514;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499
161	P13631	P19793	1	0	0	HPRD;SIGNOR;SignaLink3;Wang	HPRD:15604093;HPRD:9083083;SIGNOR:1310351;SignaLink3:10721822;SignaLink3:23331499
162	P19793	P13631	1	1	0	HPRD;SIGNOR;SignaLink3;Wang	HPRD:15604093;HPRD:9083083;SIGNOR:1310351;SignaLink3:10721822;SignaLink3:15370702;SignaLink3:23331499
163	P19793	Q07869	1	1	0	BioGRID;HPRD;KEGG;SIGNOR;SignaLink3;Wang	BioGRID:10195690;BioGRID:12562861;HPRD:10195690;SIGNOR:11237216;SignaLink3:10660604;SignaLink3:10708554;SignaLink3:23331499
164	Q07869	P19793	1	0	0	BioGRID;HPRD;KEGG;SignaLink3;Wang	BioGRID:10195690;BioGRID:12562861;HPRD:10195690;SignaLink3:10660604;SignaLink3:23331499
165	P19793	P37231	1	1	0	BioGRID;DIP;HPRD;IntAct;KEGG;Lit-BM-17;SIGNOR;SignaLink3;Wang	BioGRID:10854698;BioGRID:10882139;BioGRID:12591919;BioGRID:12763030;BioGRID:16156795;BioGRID:17579352;BioGRID:17980149;BioGRID:19043829;BioGRID:21833030;BioGRID:23275339;BioGRID:26260846;BioGRID:7838715;BioGRID:9065481;BioGRID:9568716;DIP:19043829;DIP:19047629;DIP:21478865;HPRD:10854698;HPRD:10882139;HPRD:12966085;HPRD:16504037;HPRD:7838715;IntAct:19047629;IntAct:21478865;Lit-BM-17:10854698;Lit-BM-17:10882139;Lit-BM-17:11877444;Lit-BM-17:12591919;Lit-BM-17:12763030;Lit-BM-17:14587029;Lit-BM-17:15888456;Lit-BM-17:17312272;Lit-BM-17:17579352;Lit-BM-17:17980149;Lit-BM-17:18217139;Lit-BM-17:19043829;Lit-BM-17:19047629;Lit-BM-17:19147680;Lit-BM-17:21478865;Lit-BM-17:21833030;Lit-BM-17:22205725;Lit-BM-17:22363753;Lit-BM-17:23275339;Lit-BM-17:23711995;Lit-BM-17:25609649;Lit-BM-17:26260846;Lit-BM-17:7838715;Lit-BM-17:9065481;Lit-BM-17:9121466;Lit-BM-17:9568716;SIGNOR:11237216;SignaLink3:10860864;SignaLink3:10935544;SignaLink3:23331499
166	P37231	P19793	1	0	0	BioGRID;DIP;HPRD;IntAct;KEGG;Lit-BM-17;SignaLink3;Wang	BioGRID:10854698;BioGRID:10882139;BioGRID:12591919;BioGRID:12763030;BioGRID:16156795;BioGRID:17579352;BioGRID:17980149;BioGRID:19043829;BioGRID:21833030;BioGRID:23275339;BioGRID:26260846;BioGRID:7838715;BioGRID:9065481;BioGRID:9568716;DIP:19043829;DIP:19047629;DIP:21478865;HPRD:10854698;HPRD:10882139;HPRD:12966085;HPRD:16504037;HPRD:7838715;IntAct:19047629;IntAct:21478865;Lit-BM-17:10854698;Lit-BM-17:10882139;Lit-BM-17:11877444;Lit-BM-17:12591919;Lit-BM-17:12763030;Lit-BM-17:14587029;Lit-BM-17:15888456;Lit-BM-17:17312272;Lit-BM-17:17579352;Lit-BM-17:17980149;Lit-BM-17:18217139;Lit-BM-17:19043829;Lit-BM-17:19047629;Lit-BM-17:19147680;Lit-BM-17:21478865;Lit-BM-17:21833030;Lit-BM-17:22205725;Lit-BM-17:22363753;Lit-BM-17:23275339;Lit-BM-17:23711995;Lit-BM-17:25609649;Lit-BM-17:26260846;Lit-BM-17:7838715;Lit-BM-17:9065481;Lit-BM-17:9121466;Lit-BM-17:9568716;SignaLink3:10860864;SignaLink3:23331499
167	P19793	Q13133	1	1	0	BioGRID;HPRD;IntAct;KEGG;Lit-BM-17;SignaLink3;Wang	BioGRID:8621574;HPRD:12117567;HPRD:15604093;HPRD:9013544;IntAct:15722453;Lit-BM-17:15604093;Lit-BM-17:20682316;Lit-BM-17:8621574;SignaLink3:10890879;SignaLink3:12117567;SignaLink3:15604093;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:8621574;SignaLink3:9013544
168	Q13133	P19793	1	0	0	BioGRID;HPRD;IntAct;KEGG;Lit-BM-17;SignaLink3;Wang	BioGRID:8621574;HPRD:12117567;HPRD:15604093;HPRD:9013544;IntAct:15722453;Lit-BM-17:15604093;Lit-BM-17:20682316;Lit-BM-17:8621574;SignaLink3:10890879;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:8621574
169	P28702	P37231	1	1	0	HPRD;InnateDB;Lit-BM-17;SIGNOR;SignaLink3;Wang	HPRD:15604093;InnateDB:20211142;Lit-BM-17:15604093;Lit-BM-17:22205725;Lit-BM-17:25609649;SIGNOR:10882139;SIGNOR:11237216;SignaLink3:10882139;SignaLink3:15130092;SignaLink3:15604093;SignaLink3:18988627;SignaLink3:23331499
170	P37231	P28702	1	0	0	HPRD;InnateDB;Lit-BM-17;SignaLink3;Wang	HPRD:15604093;InnateDB:20211142;Lit-BM-17:15604093;Lit-BM-17:22205725;Lit-BM-17:25609649;SignaLink3:15130092;SignaLink3:23331499
171	P19793	P24468	1	0	0	SignaLink3	SignaLink3:23331499;SignaLink3:8119938
172	P24468	P19793	1	1	0	SIGNOR;SignaLink3	SIGNOR:10900149;SignaLink3:10900149;SignaLink3:23331499;SignaLink3:8119938
173	P03372	Q15466	1	0	0	BioGRID;HPRD;Lit-BM-17;SignaLink3	BioGRID:11861507;HPRD:11861507;HPRD:9773978;Lit-BM-17:11861507;Lit-BM-17:9773978;SignaLink3:10648597;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:9773978
174	Q15466	P03372	1	1	0	BioGRID;HPRD;Lit-BM-17;SIGNOR;SignaLink3;Wang	BioGRID:11861507;HPRD:11861507;HPRD:9773978;Lit-BM-17:11861507;Lit-BM-17:9773978;SIGNOR:11861507;SignaLink3:10648597;SignaLink3:11861507;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:9773978
175	P03372	P10275	1	0	0	CancerCellMap;HPRD;NetPath;SignaLink3	CancerCellMap:11000528;HPRD:12389206;NetPath:11000528;NetPath:11032808;SignaLink3:11000528;SignaLink3:23331499
176	P10275	P03372	1	1	0	CancerCellMap;HPRD;NetPath;SignaLink3	CancerCellMap:11000528;HPRD:12389206;NetPath:11000528;NetPath:11032808;SignaLink3:11000528;SignaLink3:12389206;SignaLink3:18988627;SignaLink3:23331499
177	P51843	P10275	1	1	0	BioGRID;HPRD;SignaLink3;Wang	BioGRID:11875111;HPRD:11875111;SignaLink3:11875111;SignaLink3:12771131;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499
178	P10276	P48443	1	0	0	HPRD;HuRI;IntAct;Lit-BM-17;SIGNOR;SignaLink3;Wang	HPRD:15604093;HPRD:16189514;IntAct:16189514;IntAct:21516116;IntAct:21988832;IntAct:25416956;IntAct:25910212;IntAct:31515488;Lit-BM-17:15604093;Lit-BM-17:21988832;Lit-BM-17:25303530;SIGNOR:1310351;SignaLink3:10529278;SignaLink3:23331499
179	P48443	P10276	1	1	0	HPRD;HuRI;IntAct;Lit-BM-17;SIGNOR;SignaLink3;Wang	HPRD:15604093;HPRD:16189514;IntAct:16189514;IntAct:21516116;IntAct:21988832;IntAct:25416956;IntAct:25910212;IntAct:31515488;Lit-BM-17:15604093;Lit-BM-17:21988832;Lit-BM-17:25303530;SIGNOR:1310351;SignaLink3:10529278;SignaLink3:15604093;SignaLink3:16189514;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499
180	P10276	Q92731	1	1	0	SignaLink3	SignaLink3:23331499;SignaLink3:9841885
181	Q92731	P10276	1	1	0	SignaLink3	SignaLink3:23331499;SignaLink3:9841885
182	P55055	Q07869	1	1	0	SignaLink3	SignaLink3:15722453;SignaLink3:23331499
183	Q07869	P55055	1	1	0	SignaLink3	SignaLink3:15722453;SignaLink3:23331499
184	P37231	P55055	1	1	0	SignaLink3	SignaLink3:15722453;SignaLink3:23331499
185	P55055	P37231	1	1	0	SignaLink3	SignaLink3:15722453;SignaLink3:23331499
186	Q07869	Q13133	1	0	0	HPRD;IntAct;SignaLink3;Wang	HPRD:8621574;IntAct:24713062;SignaLink3:14960721;SignaLink3:23331499
187	Q13133	Q07869	1	1	0	HPRD;IntAct;SignaLink3;Wang	HPRD:8621574;IntAct:24713062;SignaLink3:14960721;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:8621574
188	P37231	Q13133	1	1	0	SignaLink3;Wang	SignaLink3:15722453;SignaLink3:23331499
189	Q13133	P37231	1	0	0	SignaLink3	SignaLink3:15722453;SignaLink3:23331499
190	P24468	P37231	1	1	0	SignaLink3	SignaLink3:10098492;SignaLink3:23331499
191	P37231	P24468	1	1	0	SignaLink3	SignaLink3:10098492;SignaLink3:23331499
192	P03372	P37231	1	1	0	SignaLink3	SignaLink3:16144913;SignaLink3:23331499
193	P19793	P55055	1	0	0	DIP;HPRD;Lit-BM-17;SIGNOR;SignaLink3;Wang	DIP:24561505;HPRD:15604093;HPRD:7760852;Lit-BM-17:15604093;Lit-BM-17:7760852;SIGNOR:14993927;SignaLink3:23331499;SignaLink3:9199332
194	P55055	P19793	1	1	0	DIP;HPRD;Lit-BM-17;SIGNOR;SignaLink3;Wang	DIP:24561505;HPRD:15604093;HPRD:7760852;Lit-BM-17:15604093;Lit-BM-17:7760852;SIGNOR:14993927;SignaLink3:15604093;SignaLink3:18988627;SignaLink3:21071413;SignaLink3:23331499;SignaLink3:7760852;SignaLink3:9199332
195	P37231	P48443	1	1	0	HPRD;SIGNOR;SignaLink3;Wang	HPRD:12615696;SIGNOR:11237216;SignaLink3:12615696;SignaLink3:15130092;SignaLink3:18988627;SignaLink3:23331499
196	P48443	P37231	1	0	0	HPRD;SIGNOR;SignaLink3;Wang	HPRD:12615696;SIGNOR:11237216;SignaLink3:15130092;SignaLink3:23331499
197	P03372	P19793	1	1	0	HPRD;SignaLink3	HPRD:9717844;SignaLink3:23331499;SignaLink3:9841885
198	P19793	P03372	1	1	0	HPRD;SignaLink3	HPRD:9717844;SignaLink3:23331499;SignaLink3:9841885
199	P03372	Q92731	1	1	0	HPRD;Lit-BM-17;SIGNOR;SignaLink3;Wang	HPRD:9473491;Lit-BM-17:10706629;Lit-BM-17:12630920;Lit-BM-17:19746436;Lit-BM-17:21182203;Lit-BM-17:9473491;SIGNOR:10022879;SignaLink3:10022879;SignaLink3:23331499
200	Q92731	P03372	1	0	0	HPRD;Lit-BM-17;SignaLink3;Wang	HPRD:9473491;Lit-BM-17:10706629;Lit-BM-17:12630920;Lit-BM-17:19746436;Lit-BM-17:21182203;Lit-BM-17:9473491;SignaLink3:10022879;SignaLink3:23331499
201	P10275	P19793	1	1	0	SignaLink3	SignaLink3:15650026;SignaLink3:23331499
202	P19793	P10275	1	1	0	SignaLink3	SignaLink3:15650026;SignaLink3:23331499
203	P10275	Q13285	1	1	0	CancerCellMap;HPRD;NetPath;SIGNOR;SignaLink3;Wang	CancerCellMap:11518799;HPRD:11518799;NetPath:11518799;SIGNOR:11518799;SignaLink3:11518799;SignaLink3:23331499
