model,cell,TF,r
Ensembles,MCF7,Q92731,0.265563716995451
Ensembles,MCF7,Q99626,-0.0756798221653986
Ensembles,MCF7,Q99814,-0.0681375162846249
Ensembles,MCF7,Q9H3D4,-0.165077594318104
Ensembles,MCF7,Q9NQB0,0.119269331359075
Ensembles,MCF7,Q9UJU2,0.149356692156906
Ensembles,MCF7,Q9Y261,0.0789174671968708
Ensembles,PC3,O00327,0.361972682372165
Ensembles,PC3,O00716,0.232860824896271
Ensembles,PC3,O14593,0.0425932087280031
Ensembles,PC3,O43524,0.466319489481952
Ensembles,PC3,O75030,0.401456627725467
Ensembles,PC3,P01100,0.337503358647465
Ensembles,PC3,P01106,0.449154402083724
Ensembles,PC3,P03372,0.133234192837509
Ensembles,PC3,P04150,0.390444921321377
Ensembles,PC3,P04637,0.212635617315137
Ensembles,PC3,P05412,0.119538947678337
Ensembles,PC3,P05549,0.352150850917791
Ensembles,PC3,P06401,-0.0198175561212462
Ensembles,PC3,P08047,0.17937610638017
Ensembles,PC3,P08651,-0.215990013338206
Ensembles,PC3,P10070,0.363493541672637
Ensembles,PC3,P10242,0.441005008949149
Ensembles,PC3,P10275,0.411480117877003
Ensembles,PC3,P10276,0.400796202673962
Ensembles,PC3,P10914,0.386900473102557
Ensembles,PC3,P11308,0.0668877332284262
Ensembles,PC3,P11473,0.263993954909817
Ensembles,PC3,P11831,0.137742935287734
Ensembles,PC3,P14859,-0.182218743570055
Ensembles,PC3,P14921,-0.0437081136534204
Ensembles,PC3,P15036,0.126737043195128
Ensembles,PC3,P15336,0.573482333590963
Ensembles,PC3,P15407,-0.0335992951023303
Ensembles,PC3,P15923,0.122971568285023
Ensembles,PC3,P15976,0.584044819575994
Ensembles,PC3,P16220,0.628600303026668
Ensembles,PC3,P17535,0.134661809095754
Ensembles,PC3,P17542,0.4360575119818
Ensembles,PC3,P17676,0.517251766347999
Ensembles,PC3,P17947,0.616859953196844
Ensembles,PC3,P18146,0.508681610753197
Ensembles,PC3,P18846,0.143008216220518
Ensembles,PC3,P18848,0.556280368815866
Ensembles,PC3,P18850,0.401899607688096
Ensembles,PC3,P19419,0.409625961502676
Ensembles,PC3,P19544,0.455265977489281
Ensembles,PC3,P19793,0.148813708742004
Ensembles,PC3,P19838,0.433159007271328
Ensembles,PC3,P22415,0.214289143830516
Ensembles,PC3,P23511,0.606065315997247
Ensembles,PC3,P23769,0.284297750326234
Ensembles,PC3,P23771,0.0819298165728993
Ensembles,PC3,P25490,0.456494518125331
Ensembles,PC3,P26367,0.350594508103896
Ensembles,PC3,P36956,0.270195066890112
Ensembles,PC3,P37231,0.177234097886575
Ensembles,PC3,P37275,0.110897479651392
Ensembles,PC3,P40763,0.447959420097982
Ensembles,PC3,P41235,0.202574740926246
Ensembles,PC3,P42224,0.13990410245959
Ensembles,PC3,P42226,0.234958562912672
Ensembles,PC3,P42229,0.0658176577912204
Ensembles,PC3,P48382,0.0242366221977474
Ensembles,PC3,P48431,0.0544990868131659
Ensembles,PC3,P48436,0.47682925927637
Ensembles,PC3,P49715,0.442338615808006
Ensembles,PC3,P49716,0.35960768950107
Ensembles,PC3,P51692,0.0567791804156252
Ensembles,PC3,P52630,0.215451541327266
Ensembles,PC3,P55317,0.128616949929744
Ensembles,PC3,P56693,0.2770698272235
Ensembles,PC3,P58012,0.277541186572774
Ensembles,PC3,P84022,0.736812494189644
Ensembles,PC3,P98177,0.337726396934993
Ensembles,PC3,Q00613,0.097097520798771
Ensembles,PC3,Q00653,0.534058918690316
Ensembles,PC3,Q00978,0.386797319290774
Ensembles,PC3,Q01094,0.532821940741927
Ensembles,PC3,Q01196,0.162905781791903
Ensembles,PC3,Q01201,0.478222951085614
Ensembles,PC3,Q01543,0.394112555667969
Ensembles,PC3,Q02447,0.0336693931980927
Ensembles,PC3,Q04206,0.566405660687928
Ensembles,PC3,Q04864,0.600856767313069
Ensembles,PC3,Q06710,0.295424358990049
Ensembles,PC3,Q07869,0.237349934961282
Ensembles,PC3,Q08050,0.268604581626609
Ensembles,PC3,Q12772,0.0437783091326427
Ensembles,PC3,Q12778,0.544041811438559
Ensembles,PC3,Q13127,0.331818269643846
Ensembles,PC3,Q13469,0.0830458689992471
Ensembles,PC3,Q13485,0.646778033226939
Ensembles,PC3,Q13761,0.35271672997061
Ensembles,PC3,Q14186,0.311367789172841
Ensembles,PC3,Q14209,0.277884858274079
Ensembles,PC3,Q14765,0.209854365536668
Ensembles,PC3,Q15672,0.207519065891223
Ensembles,PC3,Q16236,0.376640559431729
Ensembles,PC3,Q16665,0.419907713474741
Ensembles,PC3,Q92731,0.1695710921545
Ensembles,PC3,Q99626,-0.0548583324157976
Ensembles,PC3,Q99814,0.119047965096208
Ensembles,PC3,Q9H3D4,0.258245878500627
Ensembles,PC3,Q9NQB0,0.134189742874827
Ensembles,PC3,Q9UJU2,0.556678972593087
Ensembles,PC3,Q9Y261,0.180416914468116
Ensembles,VCAP,O00327,0.0678992554756864
Ensembles,VCAP,O00716,0.475906985049542
Ensembles,VCAP,O14593,0.409575617711214
Ensembles,VCAP,O43524,0.557968855825257
Ensembles,VCAP,O75030,0.177330074627903
Ensembles,VCAP,P01100,0.33562521090489
Ensembles,VCAP,P01106,0.371785706545132
Ensembles,VCAP,P03372,0.267709357677532
Ensembles,VCAP,P04150,0.4874849053397
Ensembles,VCAP,P04637,0.326601925338235
Ensembles,VCAP,P05412,0.308433073092355
Ensembles,VCAP,P05549,0.221301438508737
Ensembles,VCAP,P06401,0.339991868771426
Ensembles,VCAP,P08047,0.538040436570662
Ensembles,VCAP,P08651,0.255283317666123
Ensembles,VCAP,P10070,0.153390591733441
Ensembles,VCAP,P10242,0.162911882739217
Ensembles,VCAP,P10275,0.264806079556797
Ensembles,VCAP,P10276,0.359167410263185
Ensembles,VCAP,P10914,0.208618003669739
Ensembles,VCAP,P11308,0.0216977536248751
Ensembles,VCAP,P11473,-0.265160248628198
Ensembles,VCAP,P11831,0.66778065288754
Ensembles,VCAP,P14859,0.416360725159472
Ensembles,VCAP,P14921,0.23454962568433
Ensembles,VCAP,P15036,0.0732908405690639
Ensembles,VCAP,P15336,0.183767157395993
Ensembles,VCAP,P15407,0.298586183145307
Ensembles,VCAP,P15923,0.527165729785455
Ensembles,VCAP,P15976,0.301847404370235
Ensembles,VCAP,P16220,0.421328668945901
Ensembles,VCAP,P17535,0.419696264929129
Ensembles,VCAP,P17542,0.253233526826528
Ensembles,VCAP,P17676,0.339161968929084
Ensembles,VCAP,P17947,0.281088621440898
Ensembles,VCAP,P18146,0.544790208893362
Ensembles,VCAP,P18846,0.483836681978054
Ensembles,VCAP,P18848,0.42208607639631
Ensembles,VCAP,P18850,0.442629497335428
Ensembles,VCAP,P19419,0.308338590228281
Ensembles,VCAP,P19544,0.0891996967708937
Ensembles,VCAP,P19793,0.229274167783139
Ensembles,VCAP,P19838,0.417494116312323
Ensembles,VCAP,P22415,-0.0981946506516694
Ensembles,VCAP,P23511,0.0887324453737767
Ensembles,VCAP,P23769,0.240361478319551
Ensembles,VCAP,P23771,0.494927828177957
Ensembles,VCAP,P25490,0.0784104582438948
Ensembles,VCAP,P26367,0.359149821975765
Ensembles,VCAP,P36956,0.394807992993201
Ensembles,VCAP,P37231,0.418326433966069
Ensembles,VCAP,P37275,0.341538869366186
Ensembles,VCAP,P40763,0.126886526924961
Ensembles,VCAP,P41235,0.0743004676057328
Ensembles,VCAP,P42224,0.268858118532415
Ensembles,VCAP,P42226,-0.0231210794049319
Ensembles,VCAP,P42229,0.120492409516481
Ensembles,VCAP,P48382,0.393922405776253
Ensembles,VCAP,P48431,-0.0742842470157915
Ensembles,VCAP,P48436,0.197523457909638
Ensembles,VCAP,P49715,0.276776494619163
Ensembles,VCAP,P49716,0.447926601389158
Ensembles,VCAP,P51692,0.0857338245179418
Ensembles,VCAP,P52630,0.16892359676428
Ensembles,VCAP,P55317,0.519998636920738
Ensembles,VCAP,P56693,0.100114636151275
Ensembles,VCAP,P58012,0.456902387569639
Ensembles,VCAP,P84022,0.290482885949624
Ensembles,VCAP,P98177,0.317417518056032
Ensembles,VCAP,Q00613,0.287364485115026
Ensembles,VCAP,Q00653,0.464679717072415
Ensembles,VCAP,Q00978,-0.00529302229463204
Ensembles,VCAP,Q01094,0.449558489772978
Ensembles,VCAP,Q01196,0.405139093031447
Ensembles,VCAP,Q01201,0.254447796882147
Ensembles,VCAP,Q01543,0.233437067367356
Ensembles,VCAP,Q02447,-0.127059430138532
Ensembles,VCAP,Q04206,0.0164667745028108
Ensembles,VCAP,Q04864,0.112585366521497
Ensembles,VCAP,Q06710,0.153570236573253
Ensembles,VCAP,Q07869,0.0501512827687743
Ensembles,VCAP,Q08050,0.716205841749692
Ensembles,VCAP,Q12772,-0.0678924027977934
Ensembles,VCAP,Q12778,0.419592843456649
Ensembles,VCAP,Q13127,0.426325341367303
Ensembles,VCAP,Q13469,0.296420979798072
Ensembles,VCAP,Q13485,0.450554934278862
Ensembles,VCAP,Q13761,0.334453060856388
Ensembles,VCAP,Q14186,0.570194483667505
Ensembles,VCAP,Q14209,0.580021907124484
Ensembles,VCAP,Q14765,0.228442408640302
Ensembles,VCAP,Q15672,0.128607901299025
Ensembles,VCAP,Q16236,0.455620621715792
Ensembles,VCAP,Q16665,0.530321150588924
Ensembles,VCAP,Q92731,0.421142334489944
Ensembles,VCAP,Q99626,0.180957582342803
Ensembles,VCAP,Q99814,0.286470570889662
Ensembles,VCAP,Q9H3D4,0.163376183670446
Ensembles,VCAP,Q9NQB0,0.151565580313797
Ensembles,VCAP,Q9UJU2,0.0599747217897361
Ensembles,VCAP,Q9Y261,0.054673395917205
