model,cell,TF,r
Ensembles,MCF7,O14593,-0.0115248402948189
Ensembles,MCF7,O43524,0.402177724452309
Ensembles,MCF7,O75030,0.201690384807498
Ensembles,MCF7,P01100,0.144263546675095
Ensembles,MCF7,P01106,-0.0661628270514665
Ensembles,MCF7,P03372,0.282420122158216
Ensembles,MCF7,P04150,-0.100948122035337
Ensembles,MCF7,P04637,0.243456377643413
Ensembles,MCF7,P05412,-0.0938812508324662
Ensembles,MCF7,P05549,0.115759993128807
Ensembles,MCF7,P06401,-0.111006870325697
Ensembles,MCF7,P08047,0.136093034167908
Ensembles,MCF7,P08651,0.0141274447732925
Ensembles,MCF7,P10070,0.0247200739440009
Ensembles,MCF7,P10242,0.169648250710539
Ensembles,MCF7,P10275,-0.0634030330650066
Ensembles,MCF7,P10276,-0.0644166860107937
Ensembles,MCF7,P10914,0.242923930182801
Ensembles,MCF7,P11308,-0.109013180363555
Ensembles,MCF7,P11473,0.356070109005587
Ensembles,MCF7,P11831,0.0543227731758439
Ensembles,MCF7,P14859,-0.216403936527168
Ensembles,MCF7,P14921,0.146601568329689
Ensembles,MCF7,P15036,0.0363258595255635
Ensembles,MCF7,P15336,0.341204037423987
Ensembles,MCF7,P15407,0.230512861827631
Ensembles,MCF7,P15923,-0.006953188597947
Ensembles,MCF7,P15976,0.310734658756123
Ensembles,MCF7,P16220,0.436005407457582
Ensembles,MCF7,P17535,-0.12280798757924
Ensembles,MCF7,P17542,0.159353981537627
Ensembles,MCF7,P17676,0.145700909781699
Ensembles,MCF7,P17947,-0.0312050895281335
Ensembles,MCF7,P18146,0.16893192712469
Ensembles,MCF7,P18846,-0.0992136747363217
Ensembles,MCF7,P18848,0.501190986266426
Ensembles,MCF7,P18850,0.333658659328796
Ensembles,MCF7,P19419,0.63020088367751
Ensembles,MCF7,P19544,-0.00291027014972709
Ensembles,MCF7,P19793,0.0344696064170807
Ensembles,MCF7,P19838,0.365670365036222
Ensembles,MCF7,P22415,0.051082455451102
Ensembles,MCF7,P23511,-0.2734107532093
Ensembles,MCF7,P23769,0.023714551731044
Ensembles,MCF7,P23771,-0.0356024803670802
Ensembles,MCF7,P25490,0.171381002007049
Ensembles,MCF7,P26367,0.0311992533176464
Ensembles,MCF7,P36956,0.249809360306436
Ensembles,MCF7,P37231,-0.0569381763450484
Ensembles,MCF7,P37275,-0.316348612976341
Ensembles,MCF7,P40763,0.19164930420836
Ensembles,MCF7,P41235,0.126714322784476
Ensembles,MCF7,P42224,0.317592885002237
Ensembles,MCF7,P42226,0.117695180717523
Ensembles,MCF7,P42229,0.161154495117298
Ensembles,MCF7,P48382,-0.0613929272491225
Ensembles,MCF7,P48431,-0.101404919579529
Ensembles,MCF7,P48436,-0.0758188263037516
Ensembles,MCF7,P49715,0.0212970841783006
Ensembles,MCF7,P49716,0.455617590710472
Ensembles,MCF7,P51692,0.157798193490385
Ensembles,MCF7,P52630,0.481411848137857
Ensembles,MCF7,P55317,0.104720298090958
Ensembles,MCF7,P56693,0.358998316468225
Ensembles,MCF7,P58012,0.274355904948434
Ensembles,MCF7,P84022,0.160292887040959
Ensembles,MCF7,P98177,0.313685083671245
Ensembles,MCF7,Q00613,-0.103745689747947
Ensembles,MCF7,Q00653,0.14308974622947
Ensembles,MCF7,Q00978,0.48313256014955
Ensembles,MCF7,Q01094,0.147721440221381
Ensembles,MCF7,Q01196,-0.0115429584583754
Ensembles,MCF7,Q01201,0.0941759893889284
Ensembles,MCF7,Q01543,0.246854119291693
Ensembles,MCF7,Q02447,0.0573613348178779
Ensembles,MCF7,Q04206,0.189788732199697
Ensembles,MCF7,Q04864,0.228987792907992
Ensembles,MCF7,Q06710,0.250192541230641
Ensembles,MCF7,Q07869,0.264425548915538
Ensembles,MCF7,Q08050,0.399076712577883
Ensembles,MCF7,Q12772,0.048964139037794
Ensembles,MCF7,Q12778,0.266912470758414
Ensembles,MCF7,Q13127,0.178294878914997
Ensembles,MCF7,Q13469,0.359760048342862
Ensembles,MCF7,Q13485,0.189239896828582
Ensembles,MCF7,Q13761,-0.199680238995393
Ensembles,MCF7,Q14186,-0.0541422024142807
Ensembles,MCF7,Q14209,0.597922508367001
Ensembles,MCF7,Q14765,0.127727373168442
Ensembles,MCF7,Q15672,0.0834419080860278
Ensembles,MCF7,Q16236,0.228243209841965
Ensembles,MCF7,Q16665,-0.534327444496103
Ensembles,MCF7,Q92731,0.250408675531442
Ensembles,MCF7,Q99626,-0.0573155718854565
Ensembles,MCF7,Q99814,0.019090575327152
Ensembles,MCF7,Q9H3D4,-0.0953822962408978
Ensembles,MCF7,Q9NQB0,0.0294337626599127
Ensembles,MCF7,Q9UJU2,0.219454560435354
Ensembles,MCF7,Q9Y261,-0.227955462237165
Ensembles,PC3,O00327,0.0572776475281264
Ensembles,PC3,O00716,0.355341372407216
Ensembles,PC3,O14593,0.0977139257656889
Ensembles,PC3,O43524,0.486241275914328
Ensembles,PC3,O75030,0.509293719914158
Ensembles,PC3,P01100,0.412890688049116
Ensembles,PC3,P01106,0.488248636879781
Ensembles,PC3,P03372,-0.0141425818893325
Ensembles,PC3,P04150,0.428555105430466
Ensembles,PC3,P04637,0.458344268799481
Ensembles,PC3,P05412,0.0903866152968166
Ensembles,PC3,P05549,0.260749637727789
Ensembles,PC3,P06401,-0.111605048639812
Ensembles,PC3,P08047,0.147317677349368
Ensembles,PC3,P08651,-0.0863203899745701
Ensembles,PC3,P10070,0.192984802442439
Ensembles,PC3,P10242,0.368373075581208
Ensembles,PC3,P10275,0.214540615835389
Ensembles,PC3,P10276,0.402917426532191
Ensembles,PC3,P10914,0.48231156958416
Ensembles,PC3,P11308,0.264440972386327
Ensembles,PC3,P11473,0.396106436465731
Ensembles,PC3,P11831,0.291705580364168
Ensembles,PC3,P14859,-0.116287805614265
Ensembles,PC3,P14921,-0.0792824946586817
Ensembles,PC3,P15036,0.299344856175283
Ensembles,PC3,P15336,0.357864351005466
Ensembles,PC3,P15407,-0.0256741403504969
Ensembles,PC3,P15923,0.242721389215538
Ensembles,PC3,P15976,0.509594613227689
Ensembles,PC3,P16220,0.632847763444419
Ensembles,PC3,P17535,0.131041726681304
Ensembles,PC3,P17542,0.478897407104688
Ensembles,PC3,P17676,0.390496362412654
Ensembles,PC3,P17947,0.600971217752222
Ensembles,PC3,P18146,0.433139026361618
Ensembles,PC3,P18846,0.170123929308468
Ensembles,PC3,P18848,0.588381481185857
Ensembles,PC3,P18850,0.201042833146478
Ensembles,PC3,P19419,0.363784759892935
Ensembles,PC3,P19544,0.496539124276549
Ensembles,PC3,P19793,-0.0184956311236282
Ensembles,PC3,P19838,0.217358050621962
Ensembles,PC3,P22415,0.261998415691962
Ensembles,PC3,P23511,0.59593833474626
Ensembles,PC3,P23769,0.405285897759492
Ensembles,PC3,P23771,0.113842512299234
Ensembles,PC3,P25490,0.469670873310968
Ensembles,PC3,P26367,0.435677746591477
Ensembles,PC3,P36956,0.349340115718934
Ensembles,PC3,P37231,0.180304302399246
Ensembles,PC3,P37275,0.21597449744656
Ensembles,PC3,P40763,0.565786411498977
Ensembles,PC3,P41235,0.0746826950416945
Ensembles,PC3,P42224,0.186784712652205
Ensembles,PC3,P42226,0.341164461934618
Ensembles,PC3,P42229,0.0610719916602925
Ensembles,PC3,P48382,0.0696710354936771
Ensembles,PC3,P48431,0.021017641655785
Ensembles,PC3,P48436,0.333791780832541
Ensembles,PC3,P49715,0.537823733400782
Ensembles,PC3,P49716,0.379561553323371
Ensembles,PC3,P51692,-0.0369436628825865
Ensembles,PC3,P52630,0.427947213237971
Ensembles,PC3,P55317,0.106063459760748
Ensembles,PC3,P56693,0.226667082816276
Ensembles,PC3,P58012,0.134834752661023
Ensembles,PC3,P84022,0.673575019799619
Ensembles,PC3,P98177,0.490240045866653
Ensembles,PC3,Q00613,0.149588751481572
Ensembles,PC3,Q00653,0.461574549696591
Ensembles,PC3,Q00978,0.54000646131177
Ensembles,PC3,Q01094,0.651636514102979
Ensembles,PC3,Q01196,0.265728621875254
Ensembles,PC3,Q01201,0.396860564779134
Ensembles,PC3,Q01543,0.407487965195605
Ensembles,PC3,Q02447,0.0661460449775841
Ensembles,PC3,Q04206,0.145269336069368
Ensembles,PC3,Q04864,0.392705964024916
Ensembles,PC3,Q06710,0.286778638454573
Ensembles,PC3,Q07869,0.128379747724222
Ensembles,PC3,Q08050,0.314511480483316
Ensembles,PC3,Q12772,0.07205806796325
Ensembles,PC3,Q12778,0.59747530529966
Ensembles,PC3,Q13127,0.424371992613704
Ensembles,PC3,Q13469,0.106707309646569
Ensembles,PC3,Q13485,0.666063420592105
Ensembles,PC3,Q13761,0.41413427818055
Ensembles,PC3,Q14186,0.716755203740823
Ensembles,PC3,Q14209,0.387117868202813
Ensembles,PC3,Q14765,0.247333168575187
Ensembles,PC3,Q15672,0.33009263650917
Ensembles,PC3,Q16236,0.538476676340437
Ensembles,PC3,Q16665,-0.329717383054171
Ensembles,PC3,Q92731,0.0655505099425801
Ensembles,PC3,Q99626,-0.0364727996373364
Ensembles,PC3,Q99814,0.404329688294326
Ensembles,PC3,Q9H3D4,0.394816110369389
Ensembles,PC3,Q9NQB0,0.287397463923484
Ensembles,PC3,Q9UJU2,0.67278954442127
Ensembles,PC3,Q9Y261,0.360207115509943
