model,cell,TF,r
Ensembles,A549,P48431,0.550431935425384
Ensembles,A549,P48436,0.415627811405808
Ensembles,A549,P49715,0.486787340685469
Ensembles,A549,P49716,0.45227275424217
Ensembles,A549,P51692,0.425863409947777
Ensembles,A549,P52630,0.383300631190623
Ensembles,A549,P55317,0.418966132794114
Ensembles,A549,P56693,0.440106026559751
Ensembles,A549,P58012,0.177353699890658
Ensembles,A549,P84022,-0.126190208274707
Ensembles,A549,P98177,0.0367497878663577
Ensembles,A549,Q00613,0.0903562755091013
Ensembles,A549,Q00653,0.590927209098848
Ensembles,A549,Q00978,0.434239497130963
Ensembles,A549,Q01094,0.598132973161419
Ensembles,A549,Q01196,0.262989832464925
Ensembles,A549,Q01201,0.262947434793898
Ensembles,A549,Q01543,0.171254511119345
Ensembles,A549,Q02447,0.0428615083965271
Ensembles,A549,Q04206,0.287164676805131
Ensembles,A549,Q04864,0.115491548523866
Ensembles,A549,Q06710,0.124378207271829
Ensembles,A549,Q07869,0.425612218013499
Ensembles,A549,Q08050,0.633519410959611
Ensembles,A549,Q12772,0.18287273822057
Ensembles,A549,Q12778,0.229563681801858
Ensembles,A549,Q13127,0.401775216904507
Ensembles,A549,Q13469,0.177397794241551
Ensembles,A549,Q13485,0.645198461277442
Ensembles,A549,Q13761,0.111480174599549
Ensembles,A549,Q14186,0.567229050850096
Ensembles,A549,Q14209,0.388774898234849
Ensembles,A549,Q14765,0.232010760910885
Ensembles,A549,Q15672,0.36732276861076
Ensembles,A549,Q16236,0.0978322487208905
Ensembles,A549,Q16665,-0.313591641845877
Ensembles,A549,Q92731,0.479902846655456
Ensembles,A549,Q99626,0.113773399016071
Ensembles,A549,Q99814,0.277686828439139
Ensembles,A549,Q9H3D4,0.016769322989704
Ensembles,A549,Q9NQB0,0.712594065238041
Ensembles,A549,Q9UJU2,0.70110394499541
Ensembles,A549,Q9Y261,0.399066024802991
Ensembles,HA1E,O00327,0.461346945095349
Ensembles,HA1E,O00716,0.643478470767615
Ensembles,HA1E,O14593,0.683283634896066
Ensembles,HA1E,O43524,0.288093679003463
Ensembles,HA1E,O75030,0.424857195065336
Ensembles,HA1E,P01100,0.686447827811858
Ensembles,HA1E,P01106,0.542689416031898
Ensembles,HA1E,P03372,0.347884394148893
Ensembles,HA1E,P04150,0.381252645826961
Ensembles,HA1E,P04637,0.108285017241271
Ensembles,HA1E,P05412,0.385832182353989
Ensembles,HA1E,P05549,0.346410897492522
Ensembles,HA1E,P06401,0.0827947540170346
Ensembles,HA1E,P08047,0.676196552724456
Ensembles,HA1E,P08651,-0.0913558718884337
Ensembles,HA1E,P10070,0.475828588794908
Ensembles,HA1E,P10242,0.388689782308206
Ensembles,HA1E,P10275,0.358559664517178
Ensembles,HA1E,P10276,0.0591439140150538
Ensembles,HA1E,P10914,0.548990089903357
Ensembles,HA1E,P11308,0.302443702736245
Ensembles,HA1E,P11473,0.342342735892814
Ensembles,HA1E,P11831,0.0987293513351383
Ensembles,HA1E,P14859,0.461871154642082
Ensembles,HA1E,P14921,0.562054445556523
Ensembles,HA1E,P15036,0.291937901379135
Ensembles,HA1E,P15336,0.357572661426544
Ensembles,HA1E,P15407,0.793165517599906
Ensembles,HA1E,P15923,-0.0208135005670174
Ensembles,HA1E,P15976,0.494223062564643
Ensembles,HA1E,P16220,0.0808904478597843
Ensembles,HA1E,P17535,0.76495782888381
Ensembles,HA1E,P17542,0.0683351207032606
Ensembles,HA1E,P17676,0.224228083163304
Ensembles,HA1E,P17947,0.484091955853361
Ensembles,HA1E,P18146,0.473880501834818
Ensembles,HA1E,P18846,0.127752917377517
Ensembles,HA1E,P18848,0.383658658932857
Ensembles,HA1E,P18850,0.0259297687346993
Ensembles,HA1E,P19419,0.648029471519465
Ensembles,HA1E,P19544,0.225099006934912
Ensembles,HA1E,P19793,0.273318932168864
Ensembles,HA1E,P19838,0.104574908566388
Ensembles,HA1E,P22415,0.184350674758092
Ensembles,HA1E,P23511,-0.057425555518007
Ensembles,HA1E,P23769,0.435950217607095
Ensembles,HA1E,P23771,0.227324307331372
Ensembles,HA1E,P25490,0.128694478276502
Ensembles,HA1E,P26367,0.235098554298599
Ensembles,HA1E,P36956,0.638911799658022
Ensembles,HA1E,P37231,0.490084709492697
Ensembles,HA1E,P37275,0.144932917921206
Ensembles,HA1E,P40763,0.38560801076041
Ensembles,HA1E,P41235,0.182103731173765
Ensembles,HA1E,P42224,0.679716202266046
Ensembles,HA1E,P42226,0.43119196276169
Ensembles,HA1E,P42229,0.270741688354052
Ensembles,HA1E,P48382,0.72774765212524
Ensembles,HA1E,P48431,0.690051596249611
Ensembles,HA1E,P48436,0.314498227877122
Ensembles,HA1E,P49715,0.29767503226009
Ensembles,HA1E,P49716,-0.1771136087887
Ensembles,HA1E,P51692,0.213774047653202
Ensembles,HA1E,P52630,0.491959124836521
Ensembles,HA1E,P55317,0.0364643205687155
Ensembles,HA1E,P56693,0.101726869360444
Ensembles,HA1E,P58012,0.0802550995833812
Ensembles,HA1E,P84022,0.205376334595631
Ensembles,HA1E,P98177,0.417878586369929
Ensembles,HA1E,Q00613,0.604411262498523
Ensembles,HA1E,Q00653,0.305637514336662
Ensembles,HA1E,Q00978,0.664383581223084
Ensembles,HA1E,Q01094,0.619893346054612
Ensembles,HA1E,Q01196,0.278224118104259
Ensembles,HA1E,Q01201,0.36729724028194
Ensembles,HA1E,Q01543,0.684477501006781
Ensembles,HA1E,Q02447,0.248488591383791
Ensembles,HA1E,Q04206,0.300781855806092
Ensembles,HA1E,Q04864,0.407489084271411
Ensembles,HA1E,Q06710,0.259506044494011
Ensembles,HA1E,Q07869,0.250776961065573
Ensembles,HA1E,Q08050,0.667819670790187
Ensembles,HA1E,Q12772,0.169194950505492
Ensembles,HA1E,Q12778,0.750100761887248
Ensembles,HA1E,Q13127,0.576632315712577
Ensembles,HA1E,Q13469,0.405227768745696
Ensembles,HA1E,Q13485,0.335176443621341
Ensembles,HA1E,Q13761,0.0881804242120937
Ensembles,HA1E,Q14186,0.398999848623363
Ensembles,HA1E,Q14209,0.501332750478491
Ensembles,HA1E,Q14765,0.246323299341447
Ensembles,HA1E,Q15672,0.600985156656992
Ensembles,HA1E,Q16236,0.626482348667609
Ensembles,HA1E,Q16665,-0.240611458735493
Ensembles,HA1E,Q92731,0.252040325161438
Ensembles,HA1E,Q99626,0.195364172366052
Ensembles,HA1E,Q99814,0.526517530076881
Ensembles,HA1E,Q9H3D4,0.100886007958804
Ensembles,HA1E,Q9NQB0,0.631740215963022
Ensembles,HA1E,Q9UJU2,0.524576850429451
Ensembles,HA1E,Q9Y261,0.312589328071063
Ensembles,HCC515,O00327,0.182279084999695
Ensembles,HCC515,O00716,0.327493714199784
Ensembles,HCC515,O14593,0.283124083006155
Ensembles,HCC515,O43524,0.253771286132462
Ensembles,HCC515,O75030,0.0695530205984358
Ensembles,HCC515,P01100,0.305644978434865
Ensembles,HCC515,P01106,0.26441792928521
Ensembles,HCC515,P03372,0.375384007282752
Ensembles,HCC515,P04150,0.507188950064254
Ensembles,HCC515,P04637,0.325836326586545
Ensembles,HCC515,P05412,0.149289107038405
Ensembles,HCC515,P05549,0.241410793725846
Ensembles,HCC515,P06401,-0.0740460060660373
Ensembles,HCC515,P08047,0.3301985866701
Ensembles,HCC515,P08651,-0.102029794117535
Ensembles,HCC515,P10070,0.213682551902324
Ensembles,HCC515,P10242,0.375591514163932
Ensembles,HCC515,P10275,0.118948514170718
Ensembles,HCC515,P10276,0.229586802111551
Ensembles,HCC515,P10914,0.483957781025382
Ensembles,HCC515,P11308,0.229289063875904
Ensembles,HCC515,P11473,0.304434518908384
Ensembles,HCC515,P11831,0.357650561420762
Ensembles,HCC515,P14859,0.50280922555325
Ensembles,HCC515,P14921,0.210617819045777
Ensembles,HCC515,P15036,0.452469821967234
Ensembles,HCC515,P15336,0.378420182277396
Ensembles,HCC515,P15407,0.123940890751108
Ensembles,HCC515,P15923,0.376148100442034
Ensembles,HCC515,P15976,0.448078299505955
Ensembles,HCC515,P16220,0.437063653503452
Ensembles,HCC515,P17535,0.024995498350599
Ensembles,HCC515,P17542,0.289794599920392
Ensembles,HCC515,P17676,0.474941507075608
Ensembles,HCC515,P17947,0.341144209465681
Ensembles,HCC515,P18146,0.396928264470856
Ensembles,HCC515,P18846,0.238821572590868
Ensembles,HCC515,P18848,-0.016924475762788
Ensembles,HCC515,P18850,0.26735646015507
Ensembles,HCC515,P19419,0.328501794918636
Ensembles,HCC515,P19544,0.179905194483199
Ensembles,HCC515,P19793,0.327262433716701
Ensembles,HCC515,P19838,0.395076466613496
Ensembles,HCC515,P22415,0.0487039885884566
Ensembles,HCC515,P23511,0.343105196411089
Ensembles,HCC515,P23769,-0.0775165641261958
Ensembles,HCC515,P23771,0.532835267402891
Ensembles,HCC515,P25490,0.527715865781527
Ensembles,HCC515,P26367,0.17501534878256
Ensembles,HCC515,P36956,0.431601827466601
Ensembles,HCC515,P37231,0.077110384042283
Ensembles,HCC515,P37275,0.323583482527477
Ensembles,HCC515,P40763,0.166409527890804
Ensembles,HCC515,P41235,0.182412710867513
Ensembles,HCC515,P42224,0.434567147301502
Ensembles,HCC515,P42226,0.244543822668461
Ensembles,HCC515,P42229,0.360382080452037
Ensembles,HCC515,P48382,0.24113040483111
Ensembles,HCC515,P48431,0.045806463502699
Ensembles,HCC515,P48436,0.406112416935078
Ensembles,HCC515,P49715,0.36264764168153
Ensembles,HCC515,P49716,0.229085057199213
Ensembles,HCC515,P51692,0.275484645905851
Ensembles,HCC515,P52630,0.479481642232959
Ensembles,HCC515,P55317,0.395336073603104
Ensembles,HCC515,P56693,0.335856603389344
Ensembles,HCC515,P58012,0.421733122565153
Ensembles,HCC515,P84022,0.386926018965358
Ensembles,HCC515,P98177,0.269289520773894
Ensembles,HCC515,Q00613,0.133842717092818
Ensembles,HCC515,Q00653,0.0905801493909973
Ensembles,HCC515,Q00978,0.543454089705922
Ensembles,HCC515,Q01094,0.433140634420719
Ensembles,HCC515,Q01196,0.53482313906631
Ensembles,HCC515,Q01201,0.356035534568207
Ensembles,HCC515,Q01543,0.400576903336869
Ensembles,HCC515,Q02447,-0.149991270033554
Ensembles,HCC515,Q04206,0.359320167623616
Ensembles,HCC515,Q04864,0.532993082300158
Ensembles,HCC515,Q06710,0.235076157168568
Ensembles,HCC515,Q07869,0.644497268527458
Ensembles,HCC515,Q08050,0.402186022631686
Ensembles,HCC515,Q12772,-0.2671599002713
Ensembles,HCC515,Q12778,0.410705213691326
Ensembles,HCC515,Q13127,0.409934618295435
Ensembles,HCC515,Q13469,0.494951758917912
Ensembles,HCC515,Q13485,0.461744981699436
Ensembles,HCC515,Q13761,0.577054459940937
Ensembles,HCC515,Q14186,0.192584233985037
Ensembles,HCC515,Q14209,0.536848558719283
Ensembles,HCC515,Q14765,0.279183521434914
Ensembles,HCC515,Q15672,0.243062429999646
Ensembles,HCC515,Q16236,0.59170387893236
Ensembles,HCC515,Q16665,-0.212242099061425
Ensembles,HCC515,Q92731,0.269204338316275
Ensembles,HCC515,Q99626,0.0229199566099514
Ensembles,HCC515,Q99814,0.470961771595088
Ensembles,HCC515,Q9H3D4,0.497481488063964
Ensembles,HCC515,Q9NQB0,0.641090100704877
Ensembles,HCC515,Q9UJU2,0.363671645678077
Ensembles,HCC515,Q9Y261,0.340180939852112
Ensembles,HEPG2,O00327,0.430805247821326
Ensembles,HEPG2,O00716,0.385091266831558
Ensembles,HEPG2,O14593,0.385770840463306
Ensembles,HEPG2,O43524,0.328040857555885
Ensembles,HEPG2,O75030,0.20726639868252
Ensembles,HEPG2,P01100,0.240524709877235
Ensembles,HEPG2,P01106,0.59180700885979
Ensembles,HEPG2,P03372,0.513631712258167
Ensembles,HEPG2,P04150,0.210049304390406
Ensembles,HEPG2,P04637,0.348154093464584
Ensembles,HEPG2,P05412,0.210421532473035
Ensembles,HEPG2,P05549,0.580041606213729
Ensembles,HEPG2,P06401,-0.369723745732156
Ensembles,HEPG2,P08047,0.369068137018658
Ensembles,HEPG2,P08651,-0.166975143611375
Ensembles,HEPG2,P10070,0.00690667076401786
Ensembles,HEPG2,P10242,0.258360827963239
Ensembles,HEPG2,P10275,0.138224897125472
Ensembles,HEPG2,P10276,0.0964765645686471
Ensembles,HEPG2,P10914,0.582860829097645
Ensembles,HEPG2,P11308,0.215107672572542
Ensembles,HEPG2,P11473,0.0156403698642753
Ensembles,HEPG2,P11831,0.361574742930851
Ensembles,HEPG2,P14859,0.244206458037289
Ensembles,HEPG2,P14921,0.206000731290093
Ensembles,HEPG2,P15036,0.208815779873342
Ensembles,HEPG2,P15336,0.0111332187563588
Ensembles,HEPG2,P15407,-0.0879690386415469
Ensembles,HEPG2,P15923,0.0897383111211587
Ensembles,HEPG2,P15976,0.677610312175412
Ensembles,HEPG2,P16220,0.538105942235203
Ensembles,HEPG2,P17535,0.345265851699858
Ensembles,HEPG2,P17542,0.266659973165377
Ensembles,HEPG2,P17676,0.406072329887062
Ensembles,HEPG2,P17947,0.489199488718897
Ensembles,HEPG2,P18146,0.0340529963859021
Ensembles,HEPG2,P18846,0.696497047303689
Ensembles,HEPG2,P18848,0.402283433825706
Ensembles,HEPG2,P18850,0.326949124161357
Ensembles,HEPG2,P19419,0.474593551414326
Ensembles,HEPG2,P19544,0.312549654537657
Ensembles,HEPG2,P19793,0.217800959133592
Ensembles,HEPG2,P19838,0.26968127948199
Ensembles,HEPG2,P22415,0.10011093669052
Ensembles,HEPG2,P23511,0.244981038826644
Ensembles,HEPG2,P23769,0.360059198602333
Ensembles,HEPG2,P23771,0.0591340489012339
Ensembles,HEPG2,P25490,0.16387295612333
Ensembles,HEPG2,P26367,0.463551908917199
Ensembles,HEPG2,P36956,0.000804436377444967
Ensembles,HEPG2,P37231,-0.125830871202414
Ensembles,HEPG2,P37275,0.126132763573601
Ensembles,HEPG2,P40763,0.402290551014409
Ensembles,HEPG2,P41235,0.0707595865068022
Ensembles,HEPG2,P42224,0.438890546834249
Ensembles,HEPG2,P42226,0.431395561449205
Ensembles,HEPG2,P42229,0.0996243616241272
Ensembles,HEPG2,P48382,0.394125185750711
Ensembles,HEPG2,P48431,-0.109161681256542
Ensembles,HEPG2,P48436,0.0602053936680805
Ensembles,HEPG2,P49715,0.0301687555391484
Ensembles,HEPG2,P49716,0.0164877750629996
Ensembles,HEPG2,P51692,0.272724961133483
Ensembles,HEPG2,P52630,0.531024207114323
Ensembles,HEPG2,P55317,0.214099789034138
Ensembles,HEPG2,P56693,0.0621014728519399
Ensembles,HEPG2,P58012,0.401843140749958
Ensembles,HEPG2,P84022,0.209569306920824
Ensembles,HEPG2,P98177,0.184084299413942
Ensembles,HEPG2,Q00613,0.449581087626766
Ensembles,HEPG2,Q00653,0.214100701945633
Ensembles,HEPG2,Q00978,0.43795643939453
Ensembles,HEPG2,Q01094,0.273956706600307
Ensembles,HEPG2,Q01196,0.0616914427616892
Ensembles,HEPG2,Q01201,0.384116656985719
Ensembles,HEPG2,Q01543,0.0212457226648241
Ensembles,HEPG2,Q02447,0.0129941373078468
Ensembles,HEPG2,Q04206,0.07765244780206
Ensembles,HEPG2,Q04864,0.342470452913394
Ensembles,HEPG2,Q06710,0.267448966790435
Ensembles,HEPG2,Q07869,0.106572860219353
Ensembles,HEPG2,Q08050,0.591261250776099
Ensembles,HEPG2,Q12772,-0.207257701660339
Ensembles,HEPG2,Q12778,0.00628386996625151
Ensembles,HEPG2,Q13127,0.249873186313642
Ensembles,HEPG2,Q13469,0.620758465156062
Ensembles,HEPG2,Q13485,0.468213169869187
Ensembles,HEPG2,Q13761,0.353669445249298
Ensembles,HEPG2,Q14186,0.0466897863384703
Ensembles,HEPG2,Q14209,0.260609930815698
Ensembles,HEPG2,Q14765,0.271467572364655
Ensembles,HEPG2,Q15672,0.0442535648219483
Ensembles,HEPG2,Q16236,0.183866439518506
Ensembles,HEPG2,Q16665,-0.120815292301611
Ensembles,HEPG2,Q92731,0.0919410100763164
Ensembles,HEPG2,Q99626,0.194910908263942
Ensembles,HEPG2,Q99814,-0.0739475324901527
Ensembles,HEPG2,Q9H3D4,-0.110518865586182
Ensembles,HEPG2,Q9NQB0,0.248302848460414
Ensembles,HEPG2,Q9UJU2,0.248731056213456
Ensembles,HEPG2,Q9Y261,0.0711858962367533
Ensembles,HT29,O00327,0.182515138669597
Ensembles,HT29,O00716,0.626608048044153
Ensembles,HT29,O14593,0.30915861020288
Ensembles,HT29,O43524,0.620626920461971
Ensembles,HT29,O75030,0.386201519595604
Ensembles,HT29,P01100,0.303194117486598
Ensembles,HT29,P01106,0.590773728520363
Ensembles,HT29,P03372,0.119458899211786
Ensembles,HT29,P04150,0.390257475358166
Ensembles,HT29,P04637,0.518992082393314
Ensembles,HT29,P05412,0.166154456556684
Ensembles,HT29,P05549,0.363116408849758
Ensembles,HT29,P06401,0.139437933138162
Ensembles,HT29,P08047,0.498082424189479
Ensembles,HT29,P08651,0.0458288894607692
Ensembles,HT29,P10070,0.307630196093389
Ensembles,HT29,P10242,0.398924751259751
Ensembles,HT29,P10275,0.248180876031226
Ensembles,HT29,P10276,0.436742925166882
Ensembles,HT29,P10914,0.516111257861264
Ensembles,HT29,P11308,0.00157376347298186
Ensembles,HT29,P11473,0.0862867784713995
Ensembles,HT29,P11831,0.317959399543836
Ensembles,HT29,P14859,0.229647859880703
Ensembles,HT29,P14921,0.390167243774288
Ensembles,HT29,P15036,0.295167409864159
Ensembles,HT29,P15336,0.456763739083046
Ensembles,HT29,P15407,0.242587904761076
Ensembles,HT29,P15923,0.0431073225398204
Ensembles,HT29,P15976,0.380198568196651
Ensembles,HT29,P16220,0.500676592672583
Ensembles,HT29,P17535,0.410899659501042
Ensembles,HT29,P17542,0.432242653489509
Ensembles,HT29,P17676,0.333003867047343
Ensembles,HT29,P17947,0.236947644778155
Ensembles,HT29,P18146,0.426225540595253
Ensembles,HT29,P18846,0.177154017209789
Ensembles,HT29,P18848,0.609741233280597
Ensembles,HT29,P18850,0.238598044258712
Ensembles,HT29,P19419,0.26997002131162
Ensembles,HT29,P19544,0.1132039489894
Ensembles,HT29,P19793,-0.181555022351559
Ensembles,HT29,P19838,0.169499536523872
Ensembles,HT29,P22415,0.243274112819461
Ensembles,HT29,P23511,-0.0655124200396362
Ensembles,HT29,P23769,0.542852769817763
Ensembles,HT29,P23771,0.256759482449154
Ensembles,HT29,P25490,0.245628648426908
Ensembles,HT29,P26367,0.118610286638873
Ensembles,HT29,P36956,0.526368824484113
Ensembles,HT29,P37231,0.413824783627688
Ensembles,HT29,P37275,0.120045321211272
Ensembles,HT29,P40763,0.0989991874658778
Ensembles,HT29,P41235,0.547012675942946
Ensembles,HT29,P42224,0.585028953080637
Ensembles,HT29,P42226,0.366829206377366
Ensembles,HT29,P42229,0.118638247755737
Ensembles,HT29,P48382,0.282489417758668
Ensembles,HT29,P48431,-0.00359120128609156
Ensembles,HT29,P48436,-0.0904732191497146
Ensembles,HT29,P49715,0.145967915507115
Ensembles,HT29,P49716,0.202667197954598
Ensembles,HT29,P51692,0.0579528782455348
Ensembles,HT29,P52630,0.395744878590143
Ensembles,HT29,P55317,0.448437230920267
Ensembles,HT29,P56693,-0.0935087903302444
Ensembles,HT29,P58012,0.274092535256489
Ensembles,HT29,P84022,0.0713842804528377
Ensembles,HT29,P98177,0.637853508342531
Ensembles,HT29,Q00613,0.121070355202464
Ensembles,HT29,Q00653,0.533295511033299
Ensembles,HT29,Q00978,0.439728036810763
Ensembles,HT29,Q01094,0.418475074535735
Ensembles,HT29,Q01196,0.224240352107873
Ensembles,HT29,Q01201,0.14329355924099
Ensembles,HT29,Q01543,0.00982284650159629
Ensembles,HT29,Q02447,0.251780251379925
Ensembles,HT29,Q04206,0.0425146741366634
Ensembles,HT29,Q04864,0.322522294823268
Ensembles,HT29,Q06710,0.0232588987193394
Ensembles,HT29,Q07869,0.340811177520477
Ensembles,HT29,Q08050,0.590579565167476
Ensembles,HT29,Q12772,0.243656194538106
Ensembles,HT29,Q12778,0.555901316730983
Ensembles,HT29,Q13127,0.0508756807490969
Ensembles,HT29,Q13469,0.374036673356147
Ensembles,HT29,Q13485,0.374189206295829
Ensembles,HT29,Q13761,0.198136896653521
Ensembles,HT29,Q14186,0.568785606296806
Ensembles,HT29,Q14209,0.715420031139685
Ensembles,HT29,Q14765,0.722477258636969
Ensembles,HT29,Q15672,0.129025582923983
Ensembles,HT29,Q16236,0.447632182597604
Ensembles,HT29,Q16665,-0.630205250257844
Ensembles,HT29,Q92731,0.185602471899952
Ensembles,HT29,Q99626,0.1806895584437
Ensembles,HT29,Q99814,0.65889335415307
Ensembles,HT29,Q9H3D4,0.181496861257842
Ensembles,HT29,Q9NQB0,0.656933595761948
Ensembles,HT29,Q9UJU2,0.661317333713184
Ensembles,HT29,Q9Y261,0.162942211910329
Ensembles,MCF7,O00327,0.155651495434729
Ensembles,MCF7,O00716,0.572022873979827
