"","smile","sig_id"
"164","COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O[C@@H]6CCCCO6)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO","CPC014_A549_6H:BRD-K83794624-001-01-7:10"
"165","COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O[C@@H]6CCCCO6)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO","CPC014_HA1E_6H:BRD-K83794624-001-01-7:10"
"166","COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O[C@@H]6CCCCO6)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO","CPC014_HCC515_6H:BRD-K83794624-001-01-7:10"
"167","COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O[C@@H]6CCCCO6)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO","CPC014_HEPG2_6H:BRD-K83794624-001-01-7:10"
"168","COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O[C@@H]6CCCCO6)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO","CPC014_HT29_6H:BRD-K83794624-001-01-7:10"
"169","COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O[C@@H]6CCCCO6)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO","CPC014_MCF7_6H:BRD-K83794624-001-01-7:10"
"170","COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O[C@@H]6CCCCO6)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO","CPC014_PC3_6H:BRD-K83794624-001-01-7:10"
"171","COc1cccc2C(=O)c3c(O)c4C[C@](O)(C[C@H](O[C@H]5C[C@H](N)[C@H](O[C@@H]6CCCCO6)[C@H](C)O5)c4c(O)c3C(=O)c12)C(=O)CO","CPC014_VCAP_6H:BRD-K83794624-001-01-7:10"
"172","Cc1ccc(=O)n(c1)-c1ccccc1","CPC001_HA1E_6H:BRD-K96862998-001-03-1:10"
"173","Cc1ccc(=O)n(c1)-c1ccccc1","CPC001_HCC515_6H:BRD-K96862998-001-03-1:10"
"174","Cc1ccc(=O)n(c1)-c1ccccc1","CPC001_PC3_6H:BRD-K96862998-001-03-1:10"
"175","Cc1ccc(=O)n(c1)-c1ccccc1","CPC001_VCAP_6H:BRD-K96862998-001-03-1:10"
"176","Cc1ccc(=O)n(c1)-c1ccccc1","CPC016_A375_6H:BRD-K96862998-001-03-1:10"
"177","Cc1ccc(=O)n(c1)-c1ccccc1","CPC016_A549_6H:BRD-K96862998-001-03-1:10"
"178","Cc1ccc(=O)n(c1)-c1ccccc1","CPC016_HEPG2_6H:BRD-K96862998-001-03-1:10"
"179","Cc1ccc(=O)n(c1)-c1ccccc1","CPC016_HT29_6H:BRD-K96862998-001-03-1:10"
"180","Cc1ccc(=O)n(c1)-c1ccccc1","CPC016_MCF7_6H:BRD-K96862998-001-03-1:10"
"181","COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl","CPC014_A375_6H:BRD-K99964838-001-03-6:10"
"182","COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl","CPC014_A549_6H:BRD-K99964838-001-03-6:10"
"183","COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl","CPC014_HA1E_6H:BRD-K99964838-001-03-6:10"
"184","COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl","CPC014_HCC515_6H:BRD-K99964838-001-03-6:10"
"185","COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl","CPC014_HEPG2_6H:BRD-K99964838-001-03-6:10"
"186","COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl","CPC014_HT29_6H:BRD-K99964838-001-03-6:10"
"187","COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl","CPC014_MCF7_6H:BRD-K99964838-001-03-6:10"
"188","COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl","CPC014_PC3_6H:BRD-K99964838-001-03-6:10"
"189","COc1cc(Nc2c(cnc3cc(OCCCN4CCN(C)CC4)c(OC)cc23)C#N)c(Cl)cc1Cl","CPC014_VCAP_6H:BRD-K99964838-001-03-6:10"
"190","Clc1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1","CPC013_A375_6H:BRD-K13390322-001-01-4:10"
"191","Clc1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1","CPC013_A549_6H:BRD-K13390322-001-01-4:10"
"192","Clc1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1","CPC013_HA1E_6H:BRD-K13390322-001-01-4:10"
"193","Clc1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1","CPC013_HCC515_6H:BRD-K13390322-001-01-4:10"
"194","Clc1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1","CPC013_HEPG2_6H:BRD-K13390322-001-01-4:10"
"195","Clc1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1","CPC013_HT29_6H:BRD-K13390322-001-01-4:10"
"196","Clc1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1","CPC013_MCF7_6H:BRD-K13390322-001-01-4:10"
"197","Clc1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1","CPC013_PC3_6H:BRD-K13390322-001-01-4:10"
"198","Clc1cccc(Cl)c1C(=O)Nc1c[nH]nc1C(=O)NC1CCNCC1","CPC013_VCAP_6H:BRD-K13390322-001-01-4:10"
"199","O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc12","CPC014_A375_6H:BRD-K13087974-001-01-7:10"
"200","O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc12","CPC014_A549_6H:BRD-K13087974-001-01-7:10"
"201","O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc12","CPC014_HA1E_6H:BRD-K13087974-001-01-7:10"
"202","O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc12","CPC014_HCC515_6H:BRD-K13087974-001-01-7:10"
"203","O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc12","CPC014_HEPG2_6H:BRD-K13087974-001-01-7:10"
"204","O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc12","CPC014_HT29_6H:BRD-K13087974-001-01-7:10"
"205","O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc12","CPC014_MCF7_6H:BRD-K13087974-001-01-7:10"
"206","O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc12","CPC014_PC3_6H:BRD-K13087974-001-01-7:10"
"207","O=C1NC(=O)c2cc(Nc3ccccc3)c(Nc3ccccc3)cc12","CPC014_VCAP_6H:BRD-K13087974-001-01-7:10"
"208","CCN(CC)CC(=O)Nc1c(C)cccc1C","CPC003_HA1E_6H:BRD-K52662033-003-14-7:10"
"209","CCN(CC)CC(=O)Nc1c(C)cccc1C","CPC003_HCC515_6H:BRD-K52662033-003-14-7:10"
"210","CCN(CC)CC(=O)Nc1c(C)cccc1C","CPC011_A549_6H:BRD-K52662033-001-15-8:10"
"211","CCN(CC)CC(=O)Nc1c(C)cccc1C","CPC011_MCF7_6H:BRD-K52662033-001-15-8:10"
"212","CCN(CC)CC(=O)Nc1c(C)cccc1C","CPC011_PC3_6H:BRD-K52662033-001-15-8:10"
"213","CCN(CC)CC(=O)Nc1c(C)cccc1C","CPC011_VCAP_6H:BRD-K52662033-001-15-8:10"
"214","CCN(CC)CC(=O)Nc1c(C)cccc1C","CPC015_A375_6H:BRD-K52662033-003-14-7:10"
"215","CCN(CC)CC(=O)Nc1c(C)cccc1C","CPC015_HEPG2_6H:BRD-K52662033-003-14-7:10"
"216","CCN(CC)CC(=O)Nc1c(C)cccc1C","CPC015_HT29_6H:BRD-K52662033-003-14-7:10"
"217","CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12","CPC003_HCC515_6H:BRD-K54314721-001-04-5:10"
"218","CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12","CPC003_VCAP_6H:BRD-K54314721-001-04-5:10"
"219","CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12","CPC010_A549_6H:BRD-K54314721-001-06-0:10"
"220","CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12","CPC010_HA1E_6H:BRD-K54314721-001-06-0:10"
"221","CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12","CPC010_HEPG2_6H:BRD-K54314721-001-06-0:10"
"222","CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12","CPC010_HT29_6H:BRD-K54314721-001-06-0:10"
"223","CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12","CPC010_PC3_6H:BRD-K54314721-001-06-0:10"
"224","CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12","CPC015_A375_6H:BRD-K54314721-001-04-5:10"
"225","CN(C)CCc1c[nH]c2ccc(C[C@H]3COC(=O)N3)cc12","CPC015_MCF7_6H:BRD-K54314721-001-04-5:10"
"226","CN(Cc1ccccc1)C(=O)C(Cc2ccc3ccccc3c2)NC(=O)C4CCCN4C(=O)Nc5ccccc5[N+](=O)[O-]","CPC001_HA1E_6H:BRD-A82590476-001-01-1:10"
"227","CN(Cc1ccccc1)C(=O)C(Cc2ccc3ccccc3c2)NC(=O)C4CCCN4C(=O)Nc5ccccc5[N+](=O)[O-]","CPC001_HCC515_6H:BRD-A82590476-001-01-1:10"
"228","CN(Cc1ccccc1)C(=O)C(Cc2ccc3ccccc3c2)NC(=O)C4CCCN4C(=O)Nc5ccccc5[N+](=O)[O-]","CPC001_PC3_6H:BRD-A82590476-001-01-1:10"
"229","CN(Cc1ccccc1)C(=O)C(Cc2ccc3ccccc3c2)NC(=O)C4CCCN4C(=O)Nc5ccccc5[N+](=O)[O-]","CPC001_VCAP_6H:BRD-A82590476-001-01-1:10"
"230","CN(Cc1ccccc1)C(=O)C(Cc2ccc3ccccc3c2)NC(=O)C4CCCN4C(=O)Nc5ccccc5[N+](=O)[O-]","CPC016_A375_6H:BRD-A82590476-001-01-1:10"
"231","CN(Cc1ccccc1)C(=O)C(Cc2ccc3ccccc3c2)NC(=O)C4CCCN4C(=O)Nc5ccccc5[N+](=O)[O-]","CPC016_A549_6H:BRD-A82590476-001-01-1:10"
"232","CN(Cc1ccccc1)C(=O)C(Cc2ccc3ccccc3c2)NC(=O)C4CCCN4C(=O)Nc5ccccc5[N+](=O)[O-]","CPC016_HEPG2_6H:BRD-A82590476-001-01-1:10"
"233","CN(Cc1ccccc1)C(=O)C(Cc2ccc3ccccc3c2)NC(=O)C4CCCN4C(=O)Nc5ccccc5[N+](=O)[O-]","CPC016_HT29_6H:BRD-A82590476-001-01-1:10"
"234","CN(Cc1ccccc1)C(=O)C(Cc2ccc3ccccc3c2)NC(=O)C4CCCN4C(=O)Nc5ccccc5[N+](=O)[O-]","CPC016_MCF7_6H:BRD-A82590476-001-01-1:10"
"235","COc1ccc(Cl)cc1NC(=O)Nc1cc(C)nc2ccccc12","CPC003_HA1E_6H:BRD-K67537649-001-01-1:10"
"236","COc1ccc(Cl)cc1NC(=O)Nc1cc(C)nc2ccccc12","CPC003_HCC515_6H:BRD-K67537649-001-01-1:10"
"237","COc1ccc(Cl)cc1NC(=O)Nc1cc(C)nc2ccccc12","CPC003_PC3_6H:BRD-K67537649-001-01-1:10"
"238","COc1ccc(Cl)cc1NC(=O)Nc1cc(C)nc2ccccc12","CPC003_VCAP_6H:BRD-K67537649-001-01-1:10"
"239","COc1ccc(Cl)cc1NC(=O)Nc1cc(C)nc2ccccc12","CPC016_A375_6H:BRD-K67537649-001-01-1:10"
"240","COc1ccc(Cl)cc1NC(=O)Nc1cc(C)nc2ccccc12","CPC016_A549_6H:BRD-K67537649-001-01-1:10"
"241","COc1ccc(Cl)cc1NC(=O)Nc1cc(C)nc2ccccc12","CPC016_HEPG2_6H:BRD-K67537649-001-01-1:10"
"242","COc1ccc(Cl)cc1NC(=O)Nc1cc(C)nc2ccccc12","CPC016_HT29_6H:BRD-K67537649-001-01-1:10"
"243","COc1ccc(Cl)cc1NC(=O)Nc1cc(C)nc2ccccc12","CPC016_MCF7_6H:BRD-K67537649-001-01-1:10"
"244","Oc1ccc(cc1)-c1nc(c([nH]1)-c1ccncc1)-c1ccc(F)cc1","CPC002_HA1E_6H:BRD-K54330070-001-07-1:10"
"245","Oc1ccc(cc1)-c1nc(c([nH]1)-c1ccncc1)-c1ccc(F)cc1","CPC002_HCC515_6H:BRD-K54330070-001-07-1:10"
"246","Oc1ccc(cc1)-c1nc(c([nH]1)-c1ccncc1)-c1ccc(F)cc1","CPC002_PC3_6H:BRD-K54330070-001-07-1:10"
"247","Oc1ccc(cc1)-c1nc(c([nH]1)-c1ccncc1)-c1ccc(F)cc1","CPC002_VCAP_6H:BRD-K54330070-001-07-1:10"
"248","Oc1ccc(cc1)-c1nc(c([nH]1)-c1ccncc1)-c1ccc(F)cc1","CPC016_A375_6H:BRD-K54330070-001-07-1:10"
"249","Oc1ccc(cc1)-c1nc(c([nH]1)-c1ccncc1)-c1ccc(F)cc1","CPC016_A549_6H:BRD-K54330070-001-07-1:10"
"250","Oc1ccc(cc1)-c1nc(c([nH]1)-c1ccncc1)-c1ccc(F)cc1","CPC016_HEPG2_6H:BRD-K54330070-001-07-1:10"
"251","Oc1ccc(cc1)-c1nc(c([nH]1)-c1ccncc1)-c1ccc(F)cc1","CPC016_HT29_6H:BRD-K54330070-001-07-1:10"
"252","Oc1ccc(cc1)-c1nc(c([nH]1)-c1ccncc1)-c1ccc(F)cc1","CPC016_MCF7_6H:BRD-K54330070-001-07-1:10"
"253","FC(F)c1nc2ccccc2n1-c1nc(nc(n1)N1CCOCC1)N1CCOCC1","CPC013_A375_6H:BRD-K63068307-001-01-4:10"
"254","FC(F)c1nc2ccccc2n1-c1nc(nc(n1)N1CCOCC1)N1CCOCC1","CPC013_A549_6H:BRD-K63068307-001-01-4:10"
"255","FC(F)c1nc2ccccc2n1-c1nc(nc(n1)N1CCOCC1)N1CCOCC1","CPC013_HA1E_6H:BRD-K63068307-001-01-4:10"
"256","FC(F)c1nc2ccccc2n1-c1nc(nc(n1)N1CCOCC1)N1CCOCC1","CPC013_HCC515_6H:BRD-K63068307-001-01-4:10"
"257","FC(F)c1nc2ccccc2n1-c1nc(nc(n1)N1CCOCC1)N1CCOCC1","CPC013_HEPG2_6H:BRD-K63068307-001-01-4:10"
"258","FC(F)c1nc2ccccc2n1-c1nc(nc(n1)N1CCOCC1)N1CCOCC1","CPC013_HT29_6H:BRD-K63068307-001-01-4:10"
"259","FC(F)c1nc2ccccc2n1-c1nc(nc(n1)N1CCOCC1)N1CCOCC1","CPC013_PC3_6H:BRD-K63068307-001-01-4:10"
"260","FC(F)c1nc2ccccc2n1-c1nc(nc(n1)N1CCOCC1)N1CCOCC1","CPC013_VCAP_6H:BRD-K63068307-001-01-4:10"
"261","FC(F)c1nc2ccccc2n1-c1nc(nc(n1)N1CCOCC1)N1CCOCC1","LJP001_MCF7_6H:BRD-K63068307-001-04-8:10"
"262","CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c1ccc(Cl)cc1","CPC002_HA1E_6H:BRD-K50388907-001-15-5:10"
"263","CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c1ccc(Cl)cc1","CPC002_HCC515_6H:BRD-K50388907-001-15-5:10"
"264","CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c1ccc(Cl)cc1","CPC002_PC3_6H:BRD-K50388907-001-15-5:10"
"265","CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c1ccc(Cl)cc1","CPC002_VCAP_6H:BRD-K50388907-001-15-5:10"
"266","CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c1ccc(Cl)cc1","CPC018_A375_6H:BRD-K50388907-001-15-5:10"
"267","CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c1ccc(Cl)cc1","CPC018_A549_6H:BRD-K50388907-001-15-5:10"
"268","CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c1ccc(Cl)cc1","CPC018_HEPG2_6H:BRD-K50388907-001-15-5:10"
"269","CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c1ccc(Cl)cc1","CPC018_HT29_6H:BRD-K50388907-001-15-5:10"
"270","CC(C)OC(=O)C(C)(C)Oc1ccc(cc1)C(=O)c1ccc(Cl)cc1","CPD001_MCF7_6H:BRD-K50388907-001-22-1:10"
"271","NCCc1ccc(O)c(O)c1","CPC018_A375_6H:BRD-K43887077-001-02-8:10"
"272","NCCc1ccc(O)c(O)c1","CPC018_HEPG2_6H:BRD-K43887077-001-02-8:10"
"273","NCCc1ccc(O)c(O)c1","CPC020_A549_6H:BRD-K43887077-003-20-6:10"
"274","NCCc1ccc(O)c(O)c1","CPC020_HA1E_6H:BRD-K43887077-003-20-6:10"
"275","NCCc1ccc(O)c(O)c1","CPC020_HCC515_6H:BRD-K43887077-003-20-6:10"
"276","NCCc1ccc(O)c(O)c1","CPC020_HT29_6H:BRD-K43887077-003-20-6:10"
"277","NCCc1ccc(O)c(O)c1","CPC020_VCAP_6H:BRD-K43887077-003-20-6:10"
"278","NCCc1ccc(O)c(O)c1","CPD003_MCF7_6H:BRD-K43887077-003-18-0:10"
"279","NCCc1ccc(O)c(O)c1","CPD003_PC3_6H:BRD-K43887077-003-18-0:10"
"280","C(Nc1nc(nnc1-c1ccccc1)-c1ccccn1)c1ccc(cc1)-c1ccccc1","CPC008_A375_6H:BRD-K44432556-001-03-0:10"
"281","C(Nc1nc(nnc1-c1ccccc1)-c1ccccn1)c1ccc(cc1)-c1ccccc1","CPC008_A549_6H:BRD-K44432556-001-03-0:10"
"282","C(Nc1nc(nnc1-c1ccccc1)-c1ccccn1)c1ccc(cc1)-c1ccccc1","CPC008_HCC515_6H:BRD-K44432556-001-03-0:10"
"283","C(Nc1nc(nnc1-c1ccccc1)-c1ccccn1)c1ccc(cc1)-c1ccccc1","CPC008_HEPG2_6H:BRD-K44432556-001-03-0:10"
"284","C(Nc1nc(nnc1-c1ccccc1)-c1ccccn1)c1ccc(cc1)-c1ccccc1","CPC008_HT29_6H:BRD-K44432556-001-03-0:10"
"285","C(Nc1nc(nnc1-c1ccccc1)-c1ccccn1)c1ccc(cc1)-c1ccccc1","CPC008_MCF7_6H:BRD-K44432556-001-03-0:10"
"286","C(Nc1nc(nnc1-c1ccccc1)-c1ccccn1)c1ccc(cc1)-c1ccccc1","CPC008_PC3_6H:BRD-K44432556-001-03-0:10"
"287","C(Nc1nc(nnc1-c1ccccc1)-c1ccccn1)c1ccc(cc1)-c1ccccc1","CPC008_VCAP_6H:BRD-K44432556-001-03-0:10"
"288","C(Nc1nc(nnc1-c1ccccc1)-c1ccccn1)c1ccc(cc1)-c1ccccc1","CPC012_HA1E_6H:BRD-K44432556-001-01-4:10"
"289","C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1","CPC014_A375_6H:BRD-K07265709-003-01-5:10"
"290","C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1","CPC014_A549_6H:BRD-K07265709-003-01-5:10"
"291","C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1","CPC014_HA1E_6H:BRD-K07265709-003-01-5:10"
"292","C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1","CPC014_HCC515_6H:BRD-K07265709-003-01-5:10"
"293","C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1","CPC014_HEPG2_6H:BRD-K07265709-003-01-5:10"
"294","C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1","CPC014_HT29_6H:BRD-K07265709-003-01-5:10"
"295","C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1","CPC014_MCF7_6H:BRD-K07265709-003-01-5:10"
"296","C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1","CPC014_PC3_6H:BRD-K07265709-003-01-5:10"
"297","C[C@@H](CN1CC(=O)NC(=O)C1)N1CC(=O)NC(=O)C1","CPC014_VCAP_6H:BRD-K07265709-003-01-5:10"
"298","CCN1CCN(CC1)C(=O)Cc1ccc(Nc2ncc(F)c(Nc3ccc(cc3)C(=O)Nc3ccccc3Cl)n2)cc1","CPC014_A375_6H:BRD-K53561341-001-02-6:10"
"299","CCN1CCN(CC1)C(=O)Cc1ccc(Nc2ncc(F)c(Nc3ccc(cc3)C(=O)Nc3ccccc3Cl)n2)cc1","CPC014_A549_6H:BRD-K53561341-001-02-6:10"
"300","CCN1CCN(CC1)C(=O)Cc1ccc(Nc2ncc(F)c(Nc3ccc(cc3)C(=O)Nc3ccccc3Cl)n2)cc1","CPC014_HA1E_6H:BRD-K53561341-001-02-6:10"
"301","CCN1CCN(CC1)C(=O)Cc1ccc(Nc2ncc(F)c(Nc3ccc(cc3)C(=O)Nc3ccccc3Cl)n2)cc1","CPC014_HCC515_6H:BRD-K53561341-001-02-6:10"
"302","CCN1CCN(CC1)C(=O)Cc1ccc(Nc2ncc(F)c(Nc3ccc(cc3)C(=O)Nc3ccccc3Cl)n2)cc1","CPC014_HEPG2_6H:BRD-K53561341-001-02-6:10"
"303","CCN1CCN(CC1)C(=O)Cc1ccc(Nc2ncc(F)c(Nc3ccc(cc3)C(=O)Nc3ccccc3Cl)n2)cc1","CPC014_HT29_6H:BRD-K53561341-001-02-6:10"
"304","CCN1CCN(CC1)C(=O)Cc1ccc(Nc2ncc(F)c(Nc3ccc(cc3)C(=O)Nc3ccccc3Cl)n2)cc1","CPC014_MCF7_6H:BRD-K53561341-001-02-6:10"
"305","CCN1CCN(CC1)C(=O)Cc1ccc(Nc2ncc(F)c(Nc3ccc(cc3)C(=O)Nc3ccccc3Cl)n2)cc1","CPC014_PC3_6H:BRD-K53561341-001-02-6:10"
"306","CCN1CCN(CC1)C(=O)Cc1ccc(Nc2ncc(F)c(Nc3ccc(cc3)C(=O)Nc3ccccc3Cl)n2)cc1","CPC014_VCAP_6H:BRD-K53561341-001-02-6:10"
"307","Cc1ccccc1N1CCN(CC1)S(=O)(=O)CC12CCC(C[C@@H]1NC(=O)[C@@H](N)CCS(C)(=O)=O)C2(C)C","CPC001_HA1E_6H:BRD-A43930669-003-01-0:10"
"308","Cc1ccccc1N1CCN(CC1)S(=O)(=O)CC12CCC(C[C@@H]1NC(=O)[C@@H](N)CCS(C)(=O)=O)C2(C)C","CPC001_HCC515_6H:BRD-A43930669-003-01-0:10"
"309","Cc1ccccc1N1CCN(CC1)S(=O)(=O)CC12CCC(C[C@@H]1NC(=O)[C@@H](N)CCS(C)(=O)=O)C2(C)C","CPC001_PC3_6H:BRD-A43930669-003-01-0:10"
"310","Cc1ccccc1N1CCN(CC1)S(=O)(=O)CC12CCC(C[C@@H]1NC(=O)[C@@H](N)CCS(C)(=O)=O)C2(C)C","CPC001_VCAP_6H:BRD-A43930669-003-01-0:10"
"311","Cc1ccccc1N1CCN(CC1)S(=O)(=O)CC12CCC(C[C@@H]1NC(=O)[C@@H](N)CCS(C)(=O)=O)C2(C)C","CPC017_A375_6H:BRD-A43930669-003-01-0:10"
"312","Cc1ccccc1N1CCN(CC1)S(=O)(=O)CC12CCC(C[C@@H]1NC(=O)[C@@H](N)CCS(C)(=O)=O)C2(C)C","CPC017_A549_6H:BRD-A43930669-003-01-0:10"
"313","Cc1ccccc1N1CCN(CC1)S(=O)(=O)CC12CCC(C[C@@H]1NC(=O)[C@@H](N)CCS(C)(=O)=O)C2(C)C","CPC017_HEPG2_6H:BRD-A43930669-003-01-0:10"
"314","Cc1ccccc1N1CCN(CC1)S(=O)(=O)CC12CCC(C[C@@H]1NC(=O)[C@@H](N)CCS(C)(=O)=O)C2(C)C","CPC017_HT29_6H:BRD-A43930669-003-01-0:10"
"315","Cc1ccccc1N1CCN(CC1)S(=O)(=O)CC12CCC(C[C@@H]1NC(=O)[C@@H](N)CCS(C)(=O)=O)C2(C)C","CPC017_MCF7_6H:BRD-A43930669-003-01-0:10"
"316","Cc1ccc(Cl)c(Nc2ccccc2C(O)=O)c1Cl","CPC002_HCC515_6H:BRD-K50398167-236-12-8:10"
"317","Cc1ccc(Cl)c(Nc2ccccc2C(O)=O)c1Cl","CPC002_VCAP_6H:BRD-K50398167-236-12-8:10"
"318","Cc1ccc(Cl)c(Nc2ccccc2C(O)=O)c1Cl","CPC018_A549_6H:BRD-K50398167-236-12-8:10"
"319","Cc1ccc(Cl)c(Nc2ccccc2C(O)=O)c1Cl","CPC018_HEPG2_6H:BRD-K50398167-236-12-8:10"
"320","Cc1ccc(Cl)c(Nc2ccccc2C(O)=O)c1Cl","CPC018_HT29_6H:BRD-K50398167-236-12-8:10"
"321","Cc1ccc(Cl)c(Nc2ccccc2C(O)=O)c1Cl","CPC020_A375_6H:BRD-K50398167-236-17-7:10"
"322","Cc1ccc(Cl)c(Nc2ccccc2C(O)=O)c1Cl","CPC020_HA1E_6H:BRD-K50398167-236-17-7:10"
"323","Cc1ccc(Cl)c(Nc2ccccc2C(O)=O)c1Cl","CPC020_PC3_6H:BRD-K50398167-236-17-7:10"
"324","Cc1ccc(Cl)c(Nc2ccccc2C(O)=O)c1Cl","CPD001_MCF7_6H:BRD-K50398167-323-07-4:10"
"325","SC(=S)N1CCCC1","CPC001_HA1E_6H:BRD-K80970344-201-02-9:10"
"326","SC(=S)N1CCCC1","CPC001_HCC515_6H:BRD-K80970344-201-02-9:10"
"327","SC(=S)N1CCCC1","CPC001_PC3_6H:BRD-K80970344-201-02-9:10"
"328","SC(=S)N1CCCC1","CPC001_VCAP_6H:BRD-K80970344-201-02-9:10"
"329","SC(=S)N1CCCC1","CPC016_A375_6H:BRD-K80970344-201-02-9:10"
"330","SC(=S)N1CCCC1","CPC016_A549_6H:BRD-K80970344-201-02-9:10"
"331","SC(=S)N1CCCC1","CPC016_HEPG2_6H:BRD-K80970344-201-02-9:10"
"332","SC(=S)N1CCCC1","CPC016_HT29_6H:BRD-K80970344-201-02-9:10"
"333","SC(=S)N1CCCC1","CPC016_MCF7_6H:BRD-K80970344-201-02-9:10"
"334","Cc1ccc(cc1)c2cn3c4CCCCc4sc3n2","CPC002_HA1E_6H:BRD-K31792052-004-01-9:10"
"335","Cc1ccc(cc1)c2cn3c4CCCCc4sc3n2","CPC002_HCC515_6H:BRD-K31792052-004-01-9:10"
"336","Cc1ccc(cc1)c2cn3c4CCCCc4sc3n2","CPC002_PC3_6H:BRD-K31792052-004-01-9:10"
