	PC3	MCF7	A375	HA1E	HCC515	VCAP	HEPG2	HT29	A549
CPC011_PC3_6H:BRD-K45158365-001-07-2:10	1	0	0	0	0	0	0	0	0
CPC015_MCF7_6H:BRD-K45158365-001-05-6:10	0	1	0	0	0	0	0	0	0
CPC015_A375_6H:BRD-K45158365-001-05-6:10	0	0	1	0	0	0	0	0	0
CPC011_HA1E_6H:BRD-K45158365-001-07-2:10	0	0	0	1	0	0	0	0	0
CPC003_HCC515_6H:BRD-K45158365-001-05-6:10	0	0	0	0	1	0	0	0	0
CPC003_VCAP_6H:BRD-K45158365-001-05-6:10	0	0	0	0	0	1	0	0	0
CPC015_HEPG2_6H:BRD-K45158365-001-05-6:10	0	0	0	0	0	0	1	0	0
CPC015_HT29_6H:BRD-K45158365-001-05-6:10	0	0	0	0	0	0	0	1	0
CPC011_A549_6H:BRD-K45158365-001-07-2:10	0	0	0	0	0	0	0	0	1
CPC011_PC3_6H:BRD-K52662033-001-15-8:10	1	0	0	0	0	0	0	0	0
CPC011_MCF7_6H:BRD-K52662033-001-15-8:10	0	1	0	0	0	0	0	0	0
CPC015_A375_6H:BRD-K52662033-003-14-7:10	0	0	1	0	0	0	0	0	0
CPC003_HA1E_6H:BRD-K52662033-003-14-7:10	0	0	0	1	0	0	0	0	0
CPC003_HCC515_6H:BRD-K52662033-003-14-7:10	0	0	0	0	1	0	0	0	0
CPC011_VCAP_6H:BRD-K52662033-001-15-8:10	0	0	0	0	0	1	0	0	0
CPC015_HEPG2_6H:BRD-K52662033-003-14-7:10	0	0	0	0	0	0	1	0	0
CPC015_HT29_6H:BRD-K52662033-003-14-7:10	0	0	0	0	0	0	0	1	0
CPC011_A549_6H:BRD-K52662033-001-15-8:10	0	0	0	0	0	0	0	0	1
CPC011_PC3_6H:BRD-K57033106-003-15-5:10	1	0	0	0	0	0	0	0	0
CPC011_MCF7_6H:BRD-K57033106-003-15-5:10	0	1	0	0	0	0	0	0	0
CPC015_A375_6H:BRD-K57033106-048-03-6:10	0	0	1	0	0	0	0	0	0
CPC003_HA1E_6H:BRD-K57033106-048-03-6:10	0	0	0	1	0	0	0	0	0
CPC003_HCC515_6H:BRD-K57033106-048-03-6:10	0	0	0	0	1	0	0	0	0
CPC003_VCAP_6H:BRD-K57033106-048-03-6:10	0	0	0	0	0	1	0	0	0
CPC015_HEPG2_6H:BRD-K57033106-048-03-6:10	0	0	0	0	0	0	1	0	0
CPC015_HT29_6H:BRD-K57033106-048-03-6:10	0	0	0	0	0	0	0	1	0
CPC011_A549_6H:BRD-K57033106-003-15-5:10	0	0	0	0	0	0	0	0	1
CPC013_PC3_6H:BRD-K09485525-001-01-3:10	1	0	0	0	0	0	0	0	0
CPC013_MCF7_6H:BRD-K09485525-001-01-3:10	0	1	0	0	0	0	0	0	0
CPC013_A375_6H:BRD-K09485525-001-01-3:10	0	0	1	0	0	0	0	0	0
CPC013_HA1E_6H:BRD-K09485525-001-01-3:10	0	0	0	1	0	0	0	0	0
CPC013_HCC515_6H:BRD-K09485525-001-01-3:10	0	0	0	0	1	0	0	0	0
CPC013_VCAP_6H:BRD-K09485525-001-01-3:10	0	0	0	0	0	1	0	0	0
CPC013_HEPG2_6H:BRD-K09485525-001-01-3:10	0	0	0	0	0	0	1	0	0
CPC013_HT29_6H:BRD-K09485525-001-01-3:10	0	0	0	0	0	0	0	1	0
CPC013_A549_6H:BRD-K09485525-001-01-3:10	0	0	0	0	0	0	0	0	1
CPC013_PC3_6H:BRD-K11663430-001-01-5:10	1	0	0	0	0	0	0	0	0
CPC013_MCF7_6H:BRD-K11663430-001-01-5:10	0	1	0	0	0	0	0	0	0
CPC013_A375_6H:BRD-K11663430-001-01-5:10	0	0	1	0	0	0	0	0	0
CPC013_HA1E_6H:BRD-K11663430-001-01-5:10	0	0	0	1	0	0	0	0	0
CPC013_HCC515_6H:BRD-K11663430-001-01-5:10	0	0	0	0	1	0	0	0	0
CPC013_VCAP_6H:BRD-K11663430-001-01-5:10	0	0	0	0	0	1	0	0	0
CPC013_HEPG2_6H:BRD-K11663430-001-01-5:10	0	0	0	0	0	0	1	0	0
CPC013_HT29_6H:BRD-K11663430-001-01-5:10	0	0	0	0	0	0	0	1	0
CPC013_A549_6H:BRD-K11663430-001-01-5:10	0	0	0	0	0	0	0	0	1
CPC013_PC3_6H:BRD-K13390322-001-01-4:10	1	0	0	0	0	0	0	0	0
CPC013_MCF7_6H:BRD-K13390322-001-01-4:10	0	1	0	0	0	0	0	0	0
CPC013_A375_6H:BRD-K13390322-001-01-4:10	0	0	1	0	0	0	0	0	0
CPC013_HA1E_6H:BRD-K13390322-001-01-4:10	0	0	0	1	0	0	0	0	0
CPC013_HCC515_6H:BRD-K13390322-001-01-4:10	0	0	0	0	1	0	0	0	0
CPC013_VCAP_6H:BRD-K13390322-001-01-4:10	0	0	0	0	0	1	0	0	0
CPC013_HEPG2_6H:BRD-K13390322-001-01-4:10	0	0	0	0	0	0	1	0	0
CPC013_HT29_6H:BRD-K13390322-001-01-4:10	0	0	0	0	0	0	0	1	0
CPC013_A549_6H:BRD-K13390322-001-01-4:10	0	0	0	0	0	0	0	0	1
CPC013_PC3_6H:BRD-K15600710-066-01-7:10	1	0	0	0	0	0	0	0	0
CPC013_MCF7_6H:BRD-K15600710-066-01-7:10	0	1	0	0	0	0	0	0	0
CPC013_A375_6H:BRD-K15600710-066-01-7:10	0	0	1	0	0	0	0	0	0
CPC013_HA1E_6H:BRD-K15600710-066-01-7:10	0	0	0	1	0	0	0	0	0
CPC013_HCC515_6H:BRD-K15600710-066-01-7:10	0	0	0	0	1	0	0	0	0
CPC013_VCAP_6H:BRD-K15600710-066-01-7:10	0	0	0	0	0	1	0	0	0
CPC013_HEPG2_6H:BRD-K15600710-066-01-7:10	0	0	0	0	0	0	1	0	0
CPC013_HT29_6H:BRD-K15600710-066-01-7:10	0	0	0	0	0	0	0	1	0
CPC013_A549_6H:BRD-K15600710-066-01-7:10	0	0	0	0	0	0	0	0	1
CPC013_PC3_6H:BRD-K16478699-001-01-9:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K16478699-001-02-7:10	0	1	0	0	0	0	0	0	0
BRAF001_A375_6H:BRD-K16478699-001-05-0:10	0	0	1	0	0	0	0	0	0
CPC013_HA1E_6H:BRD-K16478699-001-01-9:10	0	0	0	1	0	0	0	0	0
CPC013_HCC515_6H:BRD-K16478699-001-01-9:10	0	0	0	0	1	0	0	0	0
CPC013_VCAP_6H:BRD-K16478699-001-01-9:10	0	0	0	0	0	1	0	0	0
CPC013_HEPG2_6H:BRD-K16478699-001-01-9:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K16478699-001-02-7:10	0	0	0	0	0	0	0	1	0
CPC013_A549_6H:BRD-K16478699-001-01-9:10	0	0	0	0	0	0	0	0	1
CPC013_PC3_6H:BRD-K19540840-001-01-1:10	1	0	0	0	0	0	0	0	0
CPC013_MCF7_6H:BRD-K19540840-001-01-1:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K19540840-001-02-9:10	0	0	1	0	0	0	0	0	0
CPC013_HA1E_6H:BRD-K19540840-001-01-1:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K19540840-001-02-9:10	0	0	0	0	1	0	0	0	0
CPC013_VCAP_6H:BRD-K19540840-001-01-1:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K19540840-001-02-9:10	0	0	0	0	0	0	1	0	0
CPC013_HT29_6H:BRD-K19540840-001-01-1:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K19540840-001-02-9:10	0	0	0	0	0	0	0	0	1
CPC013_PC3_6H:BRD-K24681473-004-01-4:10	1	0	0	0	0	0	0	0	0
CPC013_MCF7_6H:BRD-K24681473-004-01-4:10	0	1	0	0	0	0	0	0	0
CPC013_A375_6H:BRD-K24681473-004-01-4:10	0	0	1	0	0	0	0	0	0
CPC013_HA1E_6H:BRD-K24681473-004-01-4:10	0	0	0	1	0	0	0	0	0
CPC013_HCC515_6H:BRD-K24681473-004-01-4:10	0	0	0	0	1	0	0	0	0
CPC013_VCAP_6H:BRD-K24681473-004-01-4:10	0	0	0	0	0	1	0	0	0
CPC013_HEPG2_6H:BRD-K24681473-004-01-4:10	0	0	0	0	0	0	1	0	0
CPC013_HT29_6H:BRD-K24681473-004-01-4:10	0	0	0	0	0	0	0	1	0
CPC013_A549_6H:BRD-K24681473-004-01-4:10	0	0	0	0	0	0	0	0	1
CPC013_PC3_6H:BRD-K28120222-001-05-0:10	1	0	0	0	0	0	0	0	0
CPC013_MCF7_6H:BRD-K28120222-001-05-0:10	0	1	0	0	0	0	0	0	0
CPC013_A375_6H:BRD-K28120222-001-05-0:10	0	0	1	0	0	0	0	0	0
CPC013_HA1E_6H:BRD-K28120222-001-05-0:10	0	0	0	1	0	0	0	0	0
CPC013_HCC515_6H:BRD-K28120222-001-05-0:10	0	0	0	0	1	0	0	0	0
CPC013_VCAP_6H:BRD-K28120222-001-05-0:10	0	0	0	0	0	1	0	0	0
CPC013_HEPG2_6H:BRD-K28120222-001-05-0:10	0	0	0	0	0	0	1	0	0
CPC013_HT29_6H:BRD-K28120222-001-05-0:10	0	0	0	0	0	0	0	1	0
CPC013_A549_6H:BRD-K28120222-001-05-0:10	0	0	0	0	0	0	0	0	1
CPC013_PC3_6H:BRD-K29905972-001-03-0:10	1	0	0	0	0	0	0	0	0
CPC013_MCF7_6H:BRD-K29905972-001-03-0:10	0	1	0	0	0	0	0	0	0
CPC013_A375_6H:BRD-K29905972-001-03-0:10	0	0	1	0	0	0	0	0	0
CPC013_HA1E_6H:BRD-K29905972-001-03-0:10	0	0	0	1	0	0	0	0	0
CPC013_HCC515_6H:BRD-K29905972-001-03-0:10	0	0	0	0	1	0	0	0	0
CPC013_VCAP_6H:BRD-K29905972-001-03-0:10	0	0	0	0	0	1	0	0	0
CPC013_HEPG2_6H:BRD-K29905972-001-03-0:10	0	0	0	0	0	0	1	0	0
CPC013_HT29_6H:BRD-K29905972-001-03-0:10	0	0	0	0	0	0	0	1	0
CPC013_A549_6H:BRD-K29905972-001-03-0:10	0	0	0	0	0	0	0	0	1
CPC013_PC3_6H:BRD-K31553034-001-01-4:10	1	0	0	0	0	0	0	0	0
CPC013_MCF7_6H:BRD-K31553034-001-01-4:10	0	1	0	0	0	0	0	0	0
CPC013_A375_6H:BRD-K31553034-001-01-4:10	0	0	1	0	0	0	0	0	0
CPC013_HA1E_6H:BRD-K31553034-001-01-4:10	0	0	0	1	0	0	0	0	0
CPC013_HCC515_6H:BRD-K31553034-001-01-4:10	0	0	0	0	1	0	0	0	0
CPC013_VCAP_6H:BRD-K31553034-001-01-4:10	0	0	0	0	0	1	0	0	0
CPC013_HEPG2_6H:BRD-K31553034-001-01-4:10	0	0	0	0	0	0	1	0	0
CPC013_HT29_6H:BRD-K31553034-001-01-4:10	0	0	0	0	0	0	0	1	0
CPC013_A549_6H:BRD-K31553034-001-01-4:10	0	0	0	0	0	0	0	0	1
CPC013_PC3_6H:BRD-K56334280-001-01-0:10	1	0	0	0	0	0	0	0	0
CPC013_MCF7_6H:BRD-K56334280-001-01-0:10	0	1	0	0	0	0	0	0	0
CPC013_A375_6H:BRD-K56334280-001-01-0:10	0	0	1	0	0	0	0	0	0
CPC013_HA1E_6H:BRD-K56334280-001-01-0:10	0	0	0	1	0	0	0	0	0
CPC013_HCC515_6H:BRD-K56334280-001-01-0:10	0	0	0	0	1	0	0	0	0
CPC013_VCAP_6H:BRD-K56334280-001-01-0:10	0	0	0	0	0	1	0	0	0
CPC013_HEPG2_6H:BRD-K56334280-001-01-0:10	0	0	0	0	0	0	1	0	0
CPC013_HT29_6H:BRD-K56334280-001-01-0:10	0	0	0	0	0	0	0	1	0
CPC013_A549_6H:BRD-K56334280-001-01-0:10	0	0	0	0	0	0	0	0	1
CPC013_PC3_6H:BRD-K63068307-001-01-4:10	1	0	0	0	0	0	0	0	0
LJP001_MCF7_6H:BRD-K63068307-001-04-8:10	0	1	0	0	0	0	0	0	0
CPC013_A375_6H:BRD-K63068307-001-01-4:10	0	0	1	0	0	0	0	0	0
CPC013_HA1E_6H:BRD-K63068307-001-01-4:10	0	0	0	1	0	0	0	0	0
CPC013_HCC515_6H:BRD-K63068307-001-01-4:10	0	0	0	0	1	0	0	0	0
CPC013_VCAP_6H:BRD-K63068307-001-01-4:10	0	0	0	0	0	1	0	0	0
CPC013_HEPG2_6H:BRD-K63068307-001-01-4:10	0	0	0	0	0	0	1	0	0
CPC013_HT29_6H:BRD-K63068307-001-01-4:10	0	0	0	0	0	0	0	1	0
CPC013_A549_6H:BRD-K63068307-001-01-4:10	0	0	0	0	0	0	0	0	1
CPC013_PC3_6H:BRD-K66175015-001-01-7:10	1	0	0	0	0	0	0	0	0
CPC013_MCF7_6H:BRD-K66175015-001-01-7:10	0	1	0	0	0	0	0	0	0
CPC013_A375_6H:BRD-K66175015-001-01-7:10	0	0	1	0	0	0	0	0	0
CPC013_HA1E_6H:BRD-K66175015-001-01-7:10	0	0	0	1	0	0	0	0	0
CPC013_HCC515_6H:BRD-K66175015-001-01-7:10	0	0	0	0	1	0	0	0	0
CPC013_VCAP_6H:BRD-K66175015-001-01-7:10	0	0	0	0	0	1	0	0	0
CPC013_HEPG2_6H:BRD-K66175015-001-01-7:10	0	0	0	0	0	0	1	0	0
CPC013_HT29_6H:BRD-K66175015-001-01-7:10	0	0	0	0	0	0	0	1	0
CPC013_A549_6H:BRD-K66175015-001-01-7:10	0	0	0	0	0	0	0	0	1
CPC013_PC3_6H:BRD-K76908866-001-01-9:10	1	0	0	0	0	0	0	0	0
LJP001_MCF7_6H:BRD-K76908866-001-03-5:10	0	1	0	0	0	0	0	0	0
CPC013_A375_6H:BRD-K76908866-001-01-9:10	0	0	1	0	0	0	0	0	0
CPC013_HA1E_6H:BRD-K76908866-001-01-9:10	0	0	0	1	0	0	0	0	0
CPC013_HCC515_6H:BRD-K76908866-001-02-7:10	0	0	0	0	1	0	0	0	0
CPC013_VCAP_6H:BRD-K76908866-001-01-9:10	0	0	0	0	0	1	0	0	0
CPC013_HEPG2_6H:BRD-K76908866-001-01-9:10	0	0	0	0	0	0	1	0	0
CPC013_HT29_6H:BRD-K76908866-001-02-7:10	0	0	0	0	0	0	0	1	0
CPC013_A549_6H:BRD-K76908866-001-01-9:10	0	0	0	0	0	0	0	0	1
CPC013_PC3_6H:BRD-K79090631-001-15-7:10	1	0	0	0	0	0	0	0	0
CPC013_MCF7_6H:BRD-K79090631-001-15-7:10	0	1	0	0	0	0	0	0	0
CPC013_A375_6H:BRD-K79090631-001-15-7:10	0	0	1	0	0	0	0	0	0
CPC013_HA1E_6H:BRD-K79090631-001-15-7:10	0	0	0	1	0	0	0	0	0
CPC013_HCC515_6H:BRD-K79090631-001-15-7:10	0	0	0	0	1	0	0	0	0
CPC013_VCAP_6H:BRD-K79090631-001-15-7:10	0	0	0	0	0	1	0	0	0
CPC013_HEPG2_6H:BRD-K79090631-001-15-7:10	0	0	0	0	0	0	1	0	0
CPC013_HT29_6H:BRD-K79090631-001-15-7:10	0	0	0	0	0	0	0	1	0
CPC013_A549_6H:BRD-K79090631-001-15-7:10	0	0	0	0	0	0	0	0	1
CPC013_PC3_6H:BRD-K87909389-001-01-2:10	1	0	0	0	0	0	0	0	0
CPC013_MCF7_6H:BRD-K87909389-001-01-2:10	0	1	0	0	0	0	0	0	0
CPC012_A375_6H:BRD-K87909389-003-01-8:10	0	0	1	0	0	0	0	0	0
CPC013_HA1E_6H:BRD-K87909389-001-02-0:10	0	0	0	1	0	0	0	0	0
CPC013_HCC515_6H:BRD-K87909389-001-02-0:10	0	0	0	0	1	0	0	0	0
CPC013_VCAP_6H:BRD-K87909389-001-02-0:10	0	0	0	0	0	1	0	0	0
CPC013_HEPG2_6H:BRD-K87909389-001-01-2:10	0	0	0	0	0	0	1	0	0
CPC013_HT29_6H:BRD-K87909389-001-01-2:10	0	0	0	0	0	0	0	1	0
CPC012_A549_6H:BRD-K87909389-003-01-8:10	0	0	0	0	0	0	0	0	1
CPC013_PC3_6H:BRD-K89162000-001-02-3:10	1	0	0	0	0	0	0	0	0
CPC013_MCF7_6H:BRD-K89162000-001-02-3:10	0	1	0	0	0	0	0	0	0
CPC013_A375_6H:BRD-K89162000-001-02-3:10	0	0	1	0	0	0	0	0	0
CPC013_HA1E_6H:BRD-K89162000-001-02-3:10	0	0	0	1	0	0	0	0	0
CPC013_HCC515_6H:BRD-K89162000-001-02-3:10	0	0	0	0	1	0	0	0	0
CPC013_VCAP_6H:BRD-K89162000-001-02-3:10	0	0	0	0	0	1	0	0	0
CPC013_HEPG2_6H:BRD-K89162000-001-02-3:10	0	0	0	0	0	0	1	0	0
CPC013_HT29_6H:BRD-K89162000-001-02-3:10	0	0	0	0	0	0	0	1	0
CPC013_A549_6H:BRD-K89162000-001-02-3:10	0	0	0	0	0	0	0	0	1
CPC013_PC3_6H:BRD-K92428232-001-01-5:10	1	0	0	0	0	0	0	0	0
CPC013_MCF7_6H:BRD-K92428232-001-01-5:10	0	1	0	0	0	0	0	0	0
CPC013_A375_6H:BRD-K92428232-001-01-5:10	0	0	1	0	0	0	0	0	0
CPC013_HA1E_6H:BRD-K92428232-001-01-5:10	0	0	0	1	0	0	0	0	0
CPC013_HCC515_6H:BRD-K92428232-001-01-5:10	0	0	0	0	1	0	0	0	0
CPC013_VCAP_6H:BRD-K92428232-001-01-5:10	0	0	0	0	0	1	0	0	0
CPC013_HEPG2_6H:BRD-K92428232-001-01-5:10	0	0	0	0	0	0	1	0	0
CPC013_HT29_6H:BRD-K92428232-001-01-5:10	0	0	0	0	0	0	0	1	0
CPC013_A549_6H:BRD-K92428232-001-01-5:10	0	0	0	0	0	0	0	0	1
CPC013_PC3_6H:BRD-K97764662-001-10-8:10	1	0	0	0	0	0	0	0	0
CPC013_MCF7_6H:BRD-K97764662-001-08-2:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K97764662-001-09-0:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K97764662-001-07-4:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K97764662-001-09-0:10	0	0	0	0	1	0	0	0	0
CPC013_VCAP_6H:BRD-K97764662-001-08-2:10	0	0	0	0	0	1	0	0	0
CPC013_HEPG2_6H:BRD-K97764662-001-08-2:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K97764662-001-09-0:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K97764662-001-09-0:10	0	0	0	0	0	0	0	0	1
CPC013_PC3_6H:BRD-K99616396-316-01-2:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K99616396-001-01-0:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K99616396-001-01-0:10	0	0	1	0	0	0	0	0	0
CPC013_HA1E_6H:BRD-K99616396-316-01-2:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K99616396-001-01-0:10	0	0	0	0	1	0	0	0	0
CPC013_VCAP_6H:BRD-K99616396-316-01-2:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K99616396-001-01-0:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K99616396-001-01-0:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K99616396-001-01-0:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-A45498368-001-02-2:10	1	0	0	0	0	0	0	0	0
LJP001_MCF7_6H:BRD-A45498368-001-03-0:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-A45498368-001-02-2:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-A45498368-001-02-2:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-A45498368-001-02-2:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-A45498368-001-02-2:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-A45498368-001-02-2:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-A45498368-001-02-2:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-A45498368-001-02-2:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K01253243-001-01-4:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K01253243-001-01-4:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K01253243-001-01-4:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K01253243-001-01-4:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K01253243-001-01-4:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K01253243-001-01-4:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K01253243-001-01-4:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K01253243-001-01-4:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K01253243-001-01-4:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K01436366-001-02-4:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K01436366-001-02-4:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K01436366-001-02-4:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K01436366-001-02-4:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K01436366-001-02-4:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K01436366-001-02-4:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K01436366-001-02-4:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K01436366-001-02-4:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K01436366-001-02-4:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K01493881-001-20-3:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K01493881-001-19-5:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K01493881-001-20-3:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K01493881-001-19-5:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K01493881-001-19-5:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K01493881-001-19-5:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K01493881-001-20-3:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K01493881-001-19-5:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K01493881-001-19-5:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K04923131-001-06-3:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K04923131-001-06-3:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K04923131-001-06-3:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K04923131-001-06-3:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K04923131-001-06-3:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K04923131-001-06-3:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K04923131-001-06-3:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K04923131-001-06-3:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K04923131-001-06-3:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K05804044-001-01-1:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K05804044-001-01-1:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K05804044-001-01-1:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K05804044-001-01-1:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K05804044-001-01-1:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K05804044-001-01-1:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K05804044-001-01-1:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K05804044-001-01-1:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K05804044-001-01-1:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K05977823-001-01-2:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K05977823-001-01-2:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K05977823-001-01-2:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K05977823-001-01-2:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K05977823-001-01-2:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K05977823-001-01-2:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K05977823-001-01-2:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K05977823-001-01-2:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K05977823-001-01-2:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K07265709-003-01-5:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K07265709-003-01-5:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K07265709-003-01-5:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K07265709-003-01-5:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K07265709-003-01-5:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K07265709-003-01-5:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K07265709-003-01-5:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K07265709-003-01-5:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K07265709-003-01-5:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K13087974-001-01-7:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K13087974-001-01-7:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K13087974-001-01-7:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K13087974-001-01-7:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K13087974-001-01-7:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K13087974-001-01-7:10	0	0	0	0	0	1	0	0	0
CPC014_HEPG2_6H:BRD-K13087974-001-01-7:10	0	0	0	0	0	0	1	0	0
CPC014_HT29_6H:BRD-K13087974-001-01-7:10	0	0	0	0	0	0	0	1	0
CPC014_A549_6H:BRD-K13087974-001-01-7:10	0	0	0	0	0	0	0	0	1
CPC014_PC3_6H:BRD-K13514097-001-01-2:10	1	0	0	0	0	0	0	0	0
CPC014_MCF7_6H:BRD-K13514097-001-01-2:10	0	1	0	0	0	0	0	0	0
CPC014_A375_6H:BRD-K13514097-001-01-2:10	0	0	1	0	0	0	0	0	0
CPC014_HA1E_6H:BRD-K13514097-001-01-2:10	0	0	0	1	0	0	0	0	0
CPC014_HCC515_6H:BRD-K13514097-001-01-2:10	0	0	0	0	1	0	0	0	0
CPC014_VCAP_6H:BRD-K13514097-001-01-2:10	0	0	0	0	0	1	0	0	0
