,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49
CC#CCC(C)[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2C\C(C[C@H]12)=C/CCCC(O)=O,0.0887382272371109,0.10796592081397559,0.0997694098584955,0.08872485990060258,0.11511441232354437,0.09427160145469478,0.09136615357993437,0.09385963214736842,0.09262666503403787,0.09192450338600518,0.10131282185482894,0.089552007288161,0.11111198147464753,0.10801222265154356,0.09918761594794587,0.10042108981678896,0.09198615395985744,0.09044092177271003,0.09537094580646326,0.09441666882317949,0.1162956691841222,0.09160798519900257,0.10212846454715975,0.09626446514093344,0.0885411966661204,0.07348676753992289,0.093852174833422,0.08693927100974226,0.0909800100279304,0.09442397622366575,0.09944525136163504,0.09171098809775513,0.10047416025393797,0.09017033575075226,0.1013224032150992,0.11226009151690228,0.09080270450758754,0.12796621448266682,0.09543257242257487,0.08883568467000413,0.10053517369882432,0.09602742022176458,0.10329204207021751,0.1069908912507875,0.09452498527541738,0.10948632252889916,0.09774630012344285,0.1254336101339856,0.09893861893064916,0.10590923324244622
OC(CNCCNC(=O)Nc1ccccc1)COc1ccccc1C#N,0.0926502926008451,0.0748515678208436,0.07978280515125198,0.0929255463517935,0.0864840444042508,0.07651776040154258,0.09936141325965084,0.07792973421858325,0.09357877172608516,0.08928208341584158,0.08943266912637086,0.09069710673398877,0.0941017392961011,0.08317168511328744,0.07688393220185383,0.09331657478494267,0.07962325438721911,0.09079547200746707,0.14361696378774927,0.08562055581668607,0.10199316163456293,0.08878341708419724,0.08110858818199138,0.07433690758041532,0.07455097061606869,0.09399371442103245,0.0946811662191693,0.08505033029946243,0.08867844275432248,0.08794057677395174,0.09052134977014181,0.0855201089110365,0.09163004564024858,0.0715962654060647,0.0973538765505026,0.12509305958930667,0.07458927897441976,0.07034543166709087,0.1163130754065995,0.09284955587626541,0.06949592014883438,0.07880213413253823,0.08440466688463286,0.10825236100325723,0.09340372789859204,0.09025029665996437,0.08994803358895519,0.08301029110136598,0.08109117152537448,0.09095450961031581
Oc1cc2C(CNCCc2c(Cl)c1O)c1ccccc1,0.10099341492168841,0.09457967669552114,0.08757182995112352,0.09999661213968823,0.08253512501678617,0.09213078764491185,0.09847892617106353,0.10018354003724542,0.09284124914953364,0.08456050931365854,0.09641644969951854,0.09437452012823086,0.09303222986310411,0.0975408541094899,0.09694317067895135,0.10105002833193184,0.09680916504350569,0.09592965857874768,0.10594851388697728,0.09645538382014436,0.11153030624548146,0.09968689768289396,0.10254765915584244,0.09139150353413536,0.08852318435654934,0.09980454935873012,0.10467981486788419,0.10212437876866748,0.09763066814721703,0.09583893681118569,0.09903186292006011,0.1064230616859621,0.09328257769441094,0.08570103538372643,0.10546653599482207,0.11581965313328997,0.08501255393044747,0.08557547060946437,0.09762094287755002,0.10420645582038729,0.08931908323775528,0.0998712380367955,0.08703680391849065,0.10603141893051034,0.09699104702622595,0.09872190882476543,0.0960674571881621,0.09591617101911187,0.1102634703867748,0.08914567532172026
CC(C)OC(=O)c1cc2c(OCC(O)CNC(C)(C)C)cccc2[nH]1,0.10293729758606655,0.07474437622120961,0.06529718468298053,0.07521397755924206,0.0674320218485039,0.07410824693881063,0.07545836486410802,0.072052958552698,0.07605017965745303,0.08099389425270949,0.08249125507733032,0.08374965832947211,0.08767078798028209,0.07649759169358018,0.07736221000766508,0.10206384737612884,0.07132732556681906,0.07939948756146543,0.0760075700310097,0.07890471466306496,0.10387739478788212,0.07995614398913184,0.08502474253886232,0.07264474451414968,0.0711544478567552,0.08033640371724628,0.08761103995323406,0.08265247882452144,0.0855069192358965,0.07986613590942308,0.07839452164095548,0.07106137452191494,0.07943577895169625,0.06832377520491381,0.10404436388344565,0.09865701098736714,0.0722778937422926,0.06750091528116017,0.12000867837048179,0.10082964603346399,0.07208528159082941,0.07367934038044996,0.07737158437258786,0.10189744182561401,0.08060615293496802,0.07962688930997508,0.07873819548923416,0.0802024926873447,0.10750736010744678,0.06724839146205637
Oc1ccc(CCNCC2CCc3ccccc3C2=O)cc1,0.08858827729942925,0.0839999072148933,0.07507477153214144,0.09113184804449516,0.08438446242743917,0.08196764631796885,0.08498594554870681,0.08738984337690334,0.09528903482795904,0.09073264531443151,0.08653393763706999,0.09006913854865613,0.09639263230666321,0.09021948142616973,0.09584163951259045,0.09935250553757659,0.0821607255296373,0.09323201816163355,0.10127255684971347,0.08843061770880634,0.10584293297851088,0.09169931708578505,0.10193278284623326,0.07562482587507985,0.08857283685340843,0.0904927175839373,0.08929234749326573,0.09512705105879717,0.09743172098741777,0.10247124415498479,0.08516021196694949,0.08809140382554422,0.08383691853662963,0.08119390742157624,0.11311958840121052,0.10403576268232513,0.08255320190456654,0.07741788166318328,0.10787504301621427,0.08602959369883831,0.07874784160799328,0.08806994786587953,0.09167819227240591,0.10698802594975348,0.08965090100602405,0.094792334706104,0.09193567736936098,0.09600706829040602,0.09687267122978321,0.08495550372084966
CC(C)C1[C@H]2[C@@H](CCN2C(=O)/C=C/CN3CCCCC3)N(C1=O)S(=O)(=O)C,0.08110909440763549,0.06783539280342406,0.06055526472615686,0.06852091072075023,0.06939052429659305,0.06208050308628138,0.08249836343198964,0.07196583171415008,0.07290693925676214,0.07015238026617221,0.07015466455891449,0.07190193854948705,0.07978158025650327,0.0637296011324992,0.06794522882290982,0.06750464167150327,0.06247178006623674,0.08242990783640759,0.06777024120802135,0.07306892167285561,0.08478751040938289,0.07715936938382291,0.0716935036046978,0.05902646142286697,0.06591840429069179,0.06674318138698503,0.07555960921825712,0.06880230793592962,0.07233571039069865,0.07218227318991875,0.06969278634344195,0.09882010197610344,0.07384163937084613,0.06803964784286197,0.0856399156132817,0.08519292162133925,0.06273846396853061,0.060636700297905764,0.08903640044128078,0.09354952065654755,0.060346072512910486,0.06734165382547434,0.06659468981890121,0.09327179961919463,0.07492022537617031,0.07819480701312981,0.07381545676847175,0.07383683547748113,0.0817449620328994,0.06784949999506507
CCCCCCCCC=CCCCCCCCC(=O)NC(CO)Cc1ccc(O)cc1,0.10801090692725304,0.090736038570808,0.08561052808417782,0.1026025594160909,0.08594866064845057,0.08927568698238789,0.10088054588292075,0.08792828667081683,0.09131484693257626,0.09543215787882171,0.09913174687437568,0.0897016760468991,0.09290834005291891,0.0919979962821883,0.10698270048886836,0.11246069608197432,0.08650328536087906,0.09536472302568719,0.09885383089714692,0.09108550212374186,0.12559035345833666,0.10554455501367814,0.11280243220365052,0.09019492735307977,0.08839067509205205,0.08988118259446626,0.09908005443110778,0.0971925452766426,0.0819274612474298,0.09616994815159662,0.09257027827285522,0.08697528434746885,0.08819253288451166,0.08123755788467218,0.08797347214922462,0.11048226852940739,0.08308846676838448,0.08135591449358043,0.14375243584976838,0.09478005831492471,0.08088514627270915,0.0946609025970372,0.08584338787441141,0.12284451385416918,0.08992875560016897,0.09295061871533516,0.09571884137463786,0.0987755513025839,0.11300053947512637,0.07844132106786653
CCCCC(=O)O[C@H]1CCC2C3CCc4cc(O)ccc4C3CC[C@]12C,0.09220318739679204,0.08677833337944985,0.08560641698332758,0.09522297176888808,0.08191486099387003,0.08537403138962586,0.09534691845270231,0.08639727727055728,0.09853936406095376,0.08382598956310762,0.0920684891087032,0.09389036373355637,0.08842124193276074,0.0900444250713546,0.10233285186120387,0.08551877996927432,0.0871385439515736,0.07910808235736828,0.08793007407932507,0.08158573259494861,0.11305051064208224,0.08970894132862932,0.10513773408942306,0.07782531580229111,0.08489377704782808,0.09263152943077932,0.09379337045833802,0.08432581258036981,0.08353646888131737,0.09040405995015804,0.08793537406194239,0.11235206150607349,0.08254687824481753,0.11391272359580612,0.08442843301379174,0.1034802928648943,0.08601923136344654,0.08409289557213918,0.10239935318708203,0.0919651995895956,0.09921710889604779,0.08513579114220451,0.07480903862729693,0.09959414039691286,0.08771075210160774,0.09775145567006564,0.13714733685048866,0.09306074943757991,0.09802222869191302,0.07805349426988979
Cc1ccccc1N1CCN(CC1)S(=O)(=O)CC12CCC(C[C@@H]1NC(=O)[C@@H](N)CCS(C)(=O)=O)C2(C)C,0.07598416729443805,0.07051030801852104,0.06433172334715777,0.0765192744546522,0.07820570857378327,0.07184719325207532,0.07597479848167306,0.07535039523572562,0.07693110876828185,0.08363987517033378,0.0843675582187851,0.08296426984429124,0.08616812783444566,0.07252005427602637,0.07892656257184304,0.10395735821007832,0.07967175630934875,0.08028314639372307,0.0839686227862953,0.074658067630367,0.09894162388344531,0.0864031574882904,0.08087732682157837,0.0754920556568108,0.08580007180925502,0.06915464306999812,0.09751298822409185,0.08162988845913953,0.08464607724767818,0.08086357847690298,0.07506656502952293,0.06377632359229947,0.09653956359760738,0.0658543310313952,0.08112511678543752,0.1263104908735993,0.08571226379510011,0.07356660032697998,0.11393185032897045,0.09508996506725538,0.062433294777568024,0.07849309018115432,0.08443734327891134,0.08976043223523622,0.07414348669480521,0.07957267027310003,0.08522508468047417,0.09008939772664816,0.09521093526616428,0.06907552531868491
CC(C)CC(NC(=O)OCC1c2ccccc2-c3ccccc13)C(=O)O,0.1129854686103815,0.09226669549509621,0.08589550265906958,0.09788149673295224,0.0952982464772502,0.09548000804242347,0.09343418430967906,0.09039154290958407,0.09386173566634165,0.10277183529548117,0.10240522968254363,0.09621769241061391,0.09006815666318886,0.09541108963020477,0.1044260463482058,0.12264994740984358,0.09724836261632738,0.09987303646566693,0.10517426691424059,0.08986701297550523,0.11606226510798444,0.09283683949428935,0.10909833430757467,0.09253710144404176,0.08544327389455966,0.10392772107487425,0.10294729143504756,0.10023167389536697,0.10335858124584295,0.10671950097407579,0.09803236197805586,0.09030685637350237,0.09985050821916032,0.08486046444594164,0.09186432011597125,0.16365905687753035,0.09647604910319876,0.0914634733184077,0.15148666810321942,0.10936424889268535,0.1036300480572655,0.09793765459455397,0.10078605843593266,0.13717008553253063,0.09719684249164788,0.09090329175026621,0.10482311713527397,0.1054268433214626,0.11632387132674056,0.08987045173906422
CN(C(Cc1ccc(cc1)c2ccccc2)C(=O)NC(Cc3c[nH]c4ccccc34)C(=O)O)C(=O)c5cc(C)cc(C)c5,0.0880582326332572,0.07026658528068637,0.07462116513223156,0.07490385298967908,0.07475306574797091,0.06845498934744543,0.08550692486460638,0.07227007705354484,0.09366745323236937,0.07659635390624697,0.08196697386424451,0.07035059270988388,0.09010473421773325,0.08091452059889766,0.07306151269208587,0.07561167231039746,0.07400631991838966,0.07456250480320883,0.08076873213696696,0.07004716717463276,0.07867078209695094,0.08730836073107276,0.06897806766304053,0.062020757868112245,0.0782474730125718,0.080727262164043,0.0797409421488401,0.07379828339221105,0.07329210041738246,0.08251889669751254,0.0878526723226347,0.07937308617521494,0.07430249415045521,0.0614554259165932,0.08959869210856863,0.09693906700927699,0.08370959155451123,0.06832932923878848,0.09056594278043123,0.09424044765760196,0.07286463161763182,0.0728929464816677,0.07178865246126231,0.08501736244336006,0.07757310894192875,0.07417315307689497,0.08316006421694501,0.07778757283851019,0.08044100153755604,0.0735250096197759
COc1ccc(C2CC(=NCCS2)c2c(O)cc(C)oc2=O)c(OC)c1,0.09594220336247813,0.07830590665787612,0.08424181926517867,0.08837143618178603,0.08372173483143798,0.08720381404786912,0.0919482858351783,0.0824004286701091,0.08496431660029347,0.09389089728841876,0.09408276881685161,0.09209296402663429,0.0859580018781681,0.08922154842869975,0.09846407663523797,0.11953559546001735,0.09071575498539954,0.09457363636382944,0.11010656725983195,0.08760649680033863,0.11641608308291983,0.08961385274739785,0.10522144781473557,0.08409403849927695,0.0942072085687675,0.0815996054411671,0.09783022687515788,0.11140442272889355,0.10057385795604026,0.0952146653180397,0.08706449484722893,0.08418369302267699,0.10752177078162846,0.08577560411318884,0.08464553129534391,0.11234710598415147,0.09787978206055707,0.07767494336863413,0.11497159545674843,0.09943120579441185,0.07687501203566165,0.08906555407727308,0.09443851811647132,0.11076220266083445,0.08097944829820312,0.09050689535121541,0.10509735883343194,0.10073178081227858,0.10800659297863045,0.0839286724945127
Oc1cc2CCN(CC=C)CC(c3ccccc3)c2cc1O,0.08394774374464734,0.07141588703001533,0.06191512472089371,0.0632613788444247,0.07085362316986613,0.06832381610607222,0.09027066934525255,0.06847299006563433,0.08485346982804214,0.07943715002780499,0.06184477525076649,0.06621396721193785,0.08013878826364876,0.06924439535778462,0.08050624532831134,0.08810374058325664,0.06894693506641122,0.0612483348746381,0.0695589765132179,0.07011670867850257,0.08576602512925734,0.07746058052877597,0.08492386542783792,0.0637441555736534,0.0669246760546554,0.07118033016207213,0.07566362871928753,0.08056782825278687,0.07357183112233907,0.07613059093505889,0.06862754813731844,0.07336035136691292,0.06700049618383652,0.06539969701572287,0.07847530727799784,0.09855340115387529,0.06948828558231504,0.06505415120896557,0.09846621287911027,0.08737210590039736,0.06885798627201987,0.06293935559560115,0.065253479590249,0.09272424046042715,0.0819199856094806,0.06906097051313438,0.07636459891799058,0.07943250437265643,0.10047540404343104,0.06338645688637007
CC(C)C(NS(=O)(=O)c1ccc(cc1)c2ccc(Br)cc2)C(=O)O,0.07867416923978748,0.06573903530603845,0.059899405598635914,0.062166144639647085,0.0584948175520691,0.058549490025553555,0.0625576101058773,0.05628305877910576,0.07245978673017069,0.05635889551955989,0.06320408542450177,0.05920591093033252,0.060618067417066594,0.062105172672437155,0.06691038020789476,0.06774376258341648,0.061198209289274316,0.05422800212277251,0.06105476360432011,0.06269461488743508,0.06853414418428135,0.06163988431394898,0.06101069659797857,0.05641452662381767,0.061891060031699384,0.054920826219975315,0.0646589221764151,0.058162136847627464,0.06018626636594187,0.07153097805637555,0.06406864434150394,0.07310989515863475,0.05819125845327773,0.06576004792312509,0.07608551844769204,0.07442293329754367,0.06363485117976803,0.0595982173406669,0.07688174220657273,0.07790365211397605,0.058433227862366786,0.062442382062616625,0.05763831845604849,0.06980730563224491,0.06150008867479381,0.06561292333976557,0.0741077394811396,0.06250304110173821,0.06596082056350633,0.059879629375515546
CC(C)CC(NC(=O)N1CCCCCC1)C(=O)NC(Cc2cn(C)c3ccccc23)C(=O)NC(Cc4ccccn4)C(=O)O,0.07239894246842961,0.06529357253330798,0.06723919080452381,0.06193378484429822,0.0668041935801659,0.06363921503108072,0.06736596631994324,0.07422645618202171,0.07766909568194286,0.06741737542728272,0.06898932230344793,0.06614035003120575,0.08255985380119361,0.06613545420765717,0.0741533351135356,0.06926887045601458,0.07251707754256446,0.06405929239258133,0.06689167494767709,0.06796275502114041,0.07453227452679034,0.0786573412830738,0.061775693363617254,0.06286726863521047,0.06660521354329214,0.07227243256013398,0.06782389703920459,0.07529513408514137,0.059074039639396295,0.06990758582688021,0.06875001052457111,0.06215171331222157,0.07448463763509769,0.06938468524580738,0.06573441126355162,0.07639561372643536,0.07250781699740892,0.06499332310623868,0.0726880171853989,0.0724013027503937,0.06786676258089312,0.06900767566184696,0.0643470797586071,0.07806795547819875,0.07312525374361246,0.06540834997739962,0.07444655664371906,0.06871066237396656,0.07575135996808043,0.07378108357511917
CN(C(Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N4CCN(CC4)c5ccccc5)S(=O)(=O)c6cccc7cnccc67,0.19561113642355388,0.20162293367090736,0.23218726673795004,0.23693407868194702,0.1991260089908021,0.2961598240429536,0.3189046327567456,0.24257688474795958,0.10520447569397756,0.09369696714317247,0.07947728628669722,0.15044533595008586,0.15686213804449295,0.15833953355686076,0.2883101596775598,0.17083336775993443,0.20768827756173786,0.21024915866979907,0.12955671905944185,0.17731648711209458,0.12466344607078719,0.2529595506792513,0.11324753714300512,0.2912396522122293,0.27044847288988993,0.1395155029690994,0.1785151625428726,0.2906862540938713,0.24138726460057894,0.22906254552902214,0.13429818400506485,0.3072175358531845,0.27154176158523174,0.13900610738320623,0.1140951537255367,0.1011370087807623,0.21857540523992827,0.28518898283567334,0.14242297866736053,0.22825239642192638,0.1906850157587944,0.19987665994858272,0.11399330419533366,0.09339338034978537,0.11582015784469327,0.3188558454350425,0.23986385374948424,0.12546344961301686,0.2284374694998668,0.10345852493825942
CN(Cc1ccccc1)C(=O)C(Cc2ccc3ccccc3c2)NC(=O)C4CCCN4C(=O)Nc5ccccc5[N+](=O)[O-],0.07777053938986901,0.06808524946306625,0.057798748614585976,0.06250563016156016,0.058886055438121004,0.0592449191092746,0.07545075528776149,0.06269907139302809,0.07682854012715556,0.06157990523796458,0.0704340108466611,0.06294960228392535,0.0723400876064527,0.06168067320493377,0.06498718321688056,0.07325728301169897,0.056538582263110884,0.0625745371596157,0.062316476245130405,0.06197802182879872,0.07022093492024101,0.06333342881731278,0.07086387520788211,0.061292889165041706,0.06030103599989107,0.07102245251157213,0.06369683152985336,0.06208144964516517,0.059163347852635155,0.07146400404665235,0.0648962377558321,0.07334255035538627,0.06504768965286405,0.056588534761888666,0.07490362154537994,0.08011690563358458,0.0563897644360835,0.059271766802880314,0.0812843969363732,0.07121143771298002,0.06615891381070826,0.0633589332038766,0.05543232250440616,0.07994695114534398,0.07084309698296916,0.06265982456116062,0.07138743028176751,0.06685891115019675,0.06936697296770682,0.06303579190026462
Cc1cc2nc3c(nc(=O)[nH]c3=O)n(C)c2cc1C=O,0.11052676117041466,0.09896165043106646,0.0986279718414722,0.09087893981741536,0.08277833794100543,0.10530668737063079,0.08319697248372561,0.10840164821603983,0.09689252421340566,0.08996975595145838,0.1300976178542694,0.08703689690088895,0.09627087795244726,0.09673772851007291,0.09640237326571116,0.12667049298560548,0.09064062865231297,0.08976541367170646,0.13419334920948708,0.09638798421276772,0.1289252013463352,0.08515816074789917,0.11747827200825947,0.07770181328283254,0.10777838455392064,0.11414658079205693,0.09788525796668554,0.09144387330103157,0.08381892410612485,0.08551036120855665,0.08679244978830697,0.08583503800751525,0.08502415272353332,0.10266550564554044,0.08337623696714344,0.14631091747385722,0.10458506526947925,0.0818540150061598,0.13807962142572874,0.12322506953799936,0.09614585436042748,0.09849711379742482,0.0853570789370452,0.11907882247172819,0.08328973310750264,0.12075382558021733,0.09704780020430158,0.10734528781636682,0.12157594335267286,0.1068802915424668
CC[C@H](NC(=O)c1c(C)c(nc2ccccc12)-c1ccccc1)c1ccccc1,0.10355672685519568,0.08672157117369982,0.06716426025041146,0.08733546904683802,0.08177175184708471,0.07509708435761178,0.10009583850221332,0.08468060086720418,0.08399623544697224,0.09139234192272111,0.08994213197919526,0.08195888075658384,0.08564862442863086,0.08280874844556073,0.0908149025017642,0.10199589657698131,0.08136082402479984,0.08811734662964962,0.09285286616628931,0.08025435620875197,0.10365726230719573,0.08908470852094387,0.09275687108780022,0.07118775446307947,0.0832164874922826,0.07858907773263649,0.08866805209715511,0.08930574721674851,0.08383013789729299,0.0884648917317058,0.07797227171013596,0.08140341663331022,0.08675298108203887,0.07122299337394147,0.08642834182192623,0.10425316054435274,0.07727066314579689,0.07446201839273736,0.10619653203940135,0.08676430453605066,0.08250633995201262,0.08523867666209457,0.08401995898907613,0.1094440104648692,0.09106354461938064,0.08381716957257412,0.09533814803684708,0.09171670837132936,0.09437656763794001,0.07268630623375431
CCCCCS(=O)(=O)CCCCCCCCCCn1c(c(C)c2cc(O)ccc12)-c1ccc(O)cc1,0.10275969622811224,0.08232508956937526,0.08377715672279319,0.09877852925452736,0.10071632791185113,0.08171997333464216,0.1013750089049084,0.1304848910957254,0.08451964758402317,0.092812451532567,0.0874847379181826,0.12646344545111815,0.07756847985824288,0.09265046902337229,0.11182384231337197,0.12409851544393846,0.08532239491899118,0.08659361281630612,0.10647813610235993,0.0874522222310172,0.11481131084336033,0.08605174597593232,0.10730985483606252,0.0957087040054582,0.08817395728173363,0.0911154096851993,0.10248217612492981,0.10078876144760811,0.10606752908102887,0.09802000020831973,0.08489965248283626,0.0996891812771478,0.0940280790420808,0.09110351107495833,0.09060131789030249,0.11673398859432257,0.09528122262104814,0.08395609509963456,0.12878682936881908,0.10865295648896832,0.09269918658499367,0.09149305133357019,0.11318496497494804,0.11548513575783644,0.09023903405256048,0.0815718348950043,0.09569980791123382,0.09613655415916238,0.11526318020537084,0.07813018658611676
Clc1cccc(N2CCN(CCCCNC(=O)c3ccc-4c(Cc5ccccc-45)c3)CC2)c1Cl,0.08785296761115159,0.0706788095515121,0.062125508321217444,0.08232422042170345,0.07034160751121371,0.07220228429048671,0.08389919635129231,0.08076725406709351,0.07362142185158228,0.08212981700177824,0.07197721279677514,0.07272297683776743,0.06887937044209604,0.06703099142748503,0.08066407998020172,0.08770126863924177,0.07532793269550228,0.0771316162684688,0.07677013546574961,0.07372528776138533,0.08677605324178532,0.0857600237181505,0.07923644403534237,0.06743049888630594,0.07513934629968815,0.06635285860035321,0.08140211117905835,0.08464249658103148,0.07535024003113397,0.07330587641375887,0.07009904248002986,0.06785554293977927,0.07877337695579076,0.06200762875972616,0.07498201066704288,0.10568996231563038,0.07288112915657649,0.06599952370669979,0.10295334398120011,0.07907010803678267,0.06583187601379471,0.07285887892329453,0.0737749488477737,0.09575014321094097,0.0853085189318961,0.07581135354272653,0.09606809041462058,0.08041120300142571,0.09051499798710247,0.06441024653071527
Cc1cc(C)c(c(C)c1)S(=O)(=O)Nc1cccc(c1)C(F)(F)F,0.12403270085823645,0.10804849764842364,0.08582089150971836,0.10764707945366103,0.08576736845600781,0.07166427725279251,0.0870711688259704,0.09246901059688138,0.10304378710393094,0.12828731465528906,0.11030619899987099,0.08791804612700624,0.09588581840748968,0.0809455936469922,0.08165937782309542,0.11129508190047517,0.13077883247433592,0.1368051474660943,0.09168339871668259,0.12455348024048514,0.08686293474974056,0.0977600760780074,0.12940487991431623,0.09940748655830081,0.09375177198467859,0.07763650682815362,0.10141878352374596,0.09351509135078336,0.09548848327157654,0.085169006346177,0.09465273752929988,0.10349790347751257,0.08850852226455858,0.0749995164020174,0.08482121590032143,0.09521297161305907,0.08412800601862672,0.075611896416876,0.1406444158089401,0.08828202856711434,0.08179037259102377,0.09866397451446654,0.07721137129921715,0.12350370126411665,0.09146378768267527,0.07488957988965478,0.09967147582003753,0.10302038015871275,0.11233333420616884,0.09118850873292546
COc1cc(OC)c(/C=C\2/C(=O)Nc3ccccc23)c(OC)c1,0.11928560998783415,0.09173152778518337,0.09402568275573012,0.09519354098860443,0.11052080784503836,0.08632284634191419,0.11503918268976984,0.13714247586268263,0.09573987824741138,0.1264178828978515,0.14588020836001597,0.14587573416380945,0.10221349224673845,0.08085067520897006,0.17493620399817594,0.12059583534940795,0.08667289606552521,0.10986840707954544,0.1222214277103606,0.0893878182872905,0.11784732006019234,0.15292298378163124,0.10876190336172009,0.07772723769470649,0.08648171731394441,0.15081379926894697,0.10850228968352563,0.11925073443864205,0.0914638105593419,0.10199649792149004,0.09802410254072359,0.10014822851525221,0.17477463634660717,0.08766081319493899,0.10912827300550822,0.10378772724595325,0.09159768871599065,0.13579084180658155,0.13999268504054946,0.08616752475651769,0.09959398358912525,0.1516802655249917,0.12557769529069146,0.10108940524253485,0.09778544061216904,0.11837915230585817,0.16180121850424325,0.0955405976047431,0.09033905171913224,0.09203237414852859
CC[C@@H]1CN2C(=N1)c1[nH]c(nc1N(C)C2=O)-c1ccccc1,0.08424347148149433,0.07631887451226564,0.0649382174532099,0.06538394080508034,0.06496499371975172,0.06950196516171182,0.08392106995774751,0.07124038734861998,0.08493554382917122,0.0754846804464276,0.07200794009157237,0.07553835051171444,0.07436610618491522,0.06975736781951337,0.07403632491852336,0.0875695316227405,0.07255003080576641,0.07100720219628476,0.0884055976416552,0.072101129862659,0.08204305771566765,0.0810724217290068,0.08142431615635069,0.06499792398880987,0.06829608320268611,0.06849273713139752,0.08281477936204702,0.07516805455704322,0.07247745323636196,0.07603332633198802,0.07438631856133414,0.07364921550957065,0.07696459942132479,0.06900584687473486,0.0846909210086664,0.09144564328783923,0.07088416262905499,0.06637675780397471,0.0929252193548365,0.07627609801455318,0.0706549348848052,0.0773369168716933,0.0681219695508005,0.09566938298833602,0.07561693064752636,0.06539524569942946,0.0890487868064854,0.0762124001828866,0.08437047662912614,0.06926719387474362
CCc1cc2N(Cc3ccc(cc3)-c3ccccc3-c3nnn[nH]3)C(=O)CCc2c(CC)n1,0.09390851953017622,0.08513952646546297,0.07283449080949425,0.08912309939585845,0.07276473362229488,0.07521818284922571,0.09679392391226534,0.07726426574093828,0.08140830360594534,0.0754606447122468,0.07939634924831276,0.07735002702238707,0.07718010463767741,0.07762125090604045,0.08304970207385526,0.07725372333608552,0.06651561023812606,0.08389330000590031,0.07726882202580687,0.07175287074481171,0.08493582067537182,0.0870779333368932,0.07699155731177074,0.06803594507790066,0.07867928129838887,0.07163092467112664,0.0880456451463027,0.08519385507899538,0.08353358936647358,0.082126495011949,0.07828844819951086,0.07306522562826345,0.08208433256982935,0.07553897566965198,0.07507532326774863,0.08976208195236395,0.07641917785455193,0.07358794560374722,0.09316536205456309,0.09240921958639955,0.0704702396748456,0.07580031364224009,0.08106873318825598,0.11219410264155398,0.09087432359987278,0.07710230475933415,0.07950641639025642,0.0810008847016125,0.08497310355909818,0.07136429550872728
