,0
CC#CCC(C)[C@H](O)\C=C\[C@H]1[C@H](O)C[C@@H]2C\C(C[C@H]12)=C/CCCC(O)=O,0.08869629259773633
OC(CNCCNC(=O)Nc1ccccc1)COc1ccccc1C#N,0.07835020736892813
Oc1cc2C(CNCCc2c(Cl)c1O)c1ccccc1,0.08910540323989377
CC(C)OC(=O)c1cc2c(OCC(O)CNC(C)(C)C)cccc2[nH]1,0.07271613494110522
Oc1ccc(CCNCC2CCc3ccccc3C2=O)cc1,0.08374494740436063
CC(C)C1[C@H]2[C@@H](CCN2C(=O)/C=C/CN3CCCCC3)N(C1=O)S(=O)(=O)C,0.06504906171164522
CCCCCCCCC=CCCCCCCCC(=O)NC(CO)Cc1ccc(O)cc1,0.08983806969883117
CCCCC(=O)O[C@H]1CCC2C3CCc4cc(O)ccc4C3CC[C@]12C,0.08134558565759413
Cc1ccccc1N1CCN(CC1)S(=O)(=O)CC12CCC(C[C@@H]1NC(=O)[C@@H](N)CCS(C)(=O)=O)C2(C)C,0.07600375805507698
CC(C)CC(NC(=O)OCC1c2ccccc2-c3ccccc13)C(=O)O,0.09465004686812685
CN(C(Cc1ccc(cc1)c2ccccc2)C(=O)NC(Cc3c[nH]c4ccccc34)C(=O)O)C(=O)c5cc(C)cc(C)c5,0.07012778121162717
COc1ccc(C2CC(=NCCS2)c2c(O)cc(C)oc2=O)c(OC)c1,0.08696299474631773
Oc1cc2CCN(CC=C)CC(c3ccccc3)c2cc1O,0.06830526715217364
CC(C)C(NS(=O)(=O)c1ccc(cc1)c2ccc(Br)cc2)C(=O)O,0.05484486903813919
CC(C)CC(NC(=O)N1CCCCCC1)C(=O)NC(Cc2cn(C)c3ccccc23)C(=O)NC(Cc4ccccn4)C(=O)O,0.06075075918205451
CN(C(Cc1ccc(OS(=O)(=O)c2cccc3cnccc23)cc1)C(=O)N4CCN(CC4)c5ccccc5)S(=O)(=O)c6cccc7cnccc67,0.13888681937102695
CN(Cc1ccccc1)C(=O)C(Cc2ccc3ccccc3c2)NC(=O)C4CCCN4C(=O)Nc5ccccc5[N+](=O)[O-],0.05744936346668205
Cc1cc2nc3c(nc(=O)[nH]c3=O)n(C)c2cc1C=O,0.08756750225263162
CC[C@H](NC(=O)c1c(C)c(nc2ccccc12)-c1ccccc1)c1ccccc1,0.08117396096585226
CCCCCS(=O)(=O)CCCCCCCCCCn1c(c(C)c2cc(O)ccc12)-c1ccc(O)cc1,0.08544899750330714
Clc1cccc(N2CCN(CCCCNC(=O)c3ccc-4c(Cc5ccccc-45)c3)CC2)c1Cl,0.06984929154619009
Cc1cc(C)c(c(C)c1)S(=O)(=O)Nc1cccc(c1)C(F)(F)F,0.08464804836732508
COc1cc(OC)c(/C=C\2/C(=O)Nc3ccccc23)c(OC)c1,0.09537780605421652
CC[C@@H]1CN2C(=N1)c1[nH]c(nc1N(C)C2=O)-c1ccccc1,0.06900275934534658
CCc1cc2N(Cc3ccc(cc3)-c3ccccc3-c3nnn[nH]3)C(=O)CCc2c(CC)n1,0.07293211770857895
COc1ccc(NC(=O)c2ccc(cc2)-c2ccc(cc2C)-c2noc(C)n2)cc1N1CCN(C)CC1,0.09238180180824017
NC(=N)c1ccc(cc1)N1CCN(CC1)C1CCN(CC(O)=O)CC1,0.06762634012062262
N\C(Sc1ccc(N)cc1)=C(\C#N)c1ccccc1C(F)(F)F,0.09800000905392335
O=C(N1CCC(CC1)N1CCCC1)c1ccc(Nc2nccc(n2)-c2cc3ccccc3s2)cc1,0.130883092915995
CN1CCN(CC1)C(=O)c1nc2ccc(Cl)cc2[nH]1,0.07054573408043965
FC(F)(F)c1cc(CO[C@H]2CCCN[C@H]2c2ccccc2)cc(c1)C(F)(F)F,0.10128575746666599
CCC(=O)N(C1CCN(CCc2ccc(cc2)N=C=S)CC1)c1ccccc1,0.08567796564264088
CC1CCN(CC[C@H]2CCCN2S(=O)(=O)c2cccc(O)c2)CC1,0.07269088305355524
CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1C\C=C/CCCC(O)=O,0.07763998611244768
Brc1ccc(\C=C\CNCCNS(=O)(=O)c2cccc3cnccc23)cc1,0.07273214484328883
OC(=O)c1n(Cc2ccc(Cl)cc2)c2ccc(Cl)cc2c1Sc1ccccc1,0.06972429479080691
CN(C1CCCCC1)C(=O)c1sc2nc3ccc(N)cc3n2c1C,0.07614359007474049
NC(=O)C(=C\c1ccc(O)c(O)c1)\C#N,0.10037605349752785
CCC(=O)O[C@@]1([C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]12C)C(=O)SCF,0.08697419691501691
CCCCCOc1c(OC)ccc2cc(C(=O)NCc3ccc4OCOc4c3)c(=O)[nH]c12,0.07821194887387228
NC(=O)CCCCn1ccc(N=C(N)NCC(F)(F)F)n1,0.08514360519450517
CC(=O)NCCc1c(Cc2ccccc2)[nH]c2ccccc12,0.07000708383984632
COc1ccc(cc1C(=O)NCc1cccnc1)C(=O)NCc1cccnc1,0.07315431520296986
CC(=Cc1ccc(cc1)C(=O)O)c2ccc3c(c2)C(C)(C)CCC3(C)C,0.09705132530663707
C1CCC(CC1)n1cnc2c(Nc3ccc(cc3)N3CCOCC3)nc(Oc3cccc4ccccc34)nc12,0.07300854336958101
Oc1ccc(cc1)-c1c(nn2c(cc(nc12)C(F)(F)F)C(F)(F)F)-c1ccccc1,0.08857198575256234
CC(C)(Cc1c[nH]c2ccc(Cl)cc12)NCCOc1ccccc1OCC1CC1,0.10837160544510117
COc1ccc(cc1)-c1oc2cc(OC)ccc2c1C(=O)c1ccc(cc1)C#N,0.08556921254644752
CS(=O)(=O)CCNCc1nc(cs1)-c1ccc2ncnc(Nc3ccc(OCc4cccc(F)c4)c(Cl)c3)c2c1,0.08181447015126181
SC(=S)N1CCCC1,0.10543557035676031
Nc1nc2n(CCc3ccccc3)ncc2c2nc(nn12)-c1ccco1,0.08196758579795838
Oc1ccc2[nH]c3cc(c4C(=O)NC(=O)c4c3c2c1)-c1ccccc1,0.1202655042220363
Cc1nn(c(C)c1C=NN2CCN(Cc3ccccc3)CC2)c4ccccc4,0.06360969540433638
CN[C@@H](C)[C@@H](O)c1ccccc1,0.07162557135290352
Cc1oc(nc1CCN1CCC2(CC1)OC(=O)Nc1ccc(C)cc21)-c1ccccc1,0.06150756336139792
COc1ccc(Nc2ncnc3ccc(OC)cc23)cc1,0.06914058243316575
CC1CCN(CCCC(=O)c2ccc(F)cc2)CC1,0.08883744742709282
Nc1cccc(c1)-c1cc2c(Oc3cccc(O)c3)ncnc2[nH]1,0.12177535283619986
CC(C)N1CCN(CC1)c1ccc(cc1)C(=O)c1c(sc2cc(O)ccc12)-c1ccc(O)cc1,0.07889683278774035
Cc1ccc(=O)n(c1)-c1ccccc1,0.06293329193735482
CN(C)CCC(c1ccccc1)c1ccccn1,0.058067687890379124
COC(=O)C1=C(C)NC(C)=C(C1C)C(=O)OCCSc1ccccc1,0.06320305835348299
CCOC(=O)c1c(C)[nH]c2ccc3OC4N(CCc5cc(OC)ccc45)Cc3c12,0.06218463165661877
Cn1cc(C=C2C(=O)Nc3cccnc23)c4ccccc14,0.06186978083853203
Clc1ccc(cc1)N1CCN(Cc2c[nH]c3ncccc23)CC1,0.07143032173821252
COc1ccc(cc1OC)-c1cc(=O)c2c(OC)c(OC)c(OC)c(OC)c2o1,0.08679210093171072
CC[C@H](CO)Nc1nc(NCc2ccccc2)c2ncn(C(C)C)c2n1,0.09608101435759157
Clc1ccc2Nc3ccccc3C(=Nc2c1)N1CCNCC1,0.06706497277096853
CCCCC1C(=O)N(N(C1=O)c1ccccc1)c1ccccc1,0.05304676642946338
CN(C)Cc1c(oc2ccccc12)C(=O)NCCOc1ccc(cc1)C(=O)NO,0.11077658763926211
CO[C@@H]1[C@@H](C[C@H]2O[C@]1(C)n1c3ccccc3c3c4CNC(=O)c4c4c5ccccc5n2c4c13)N(C)C(=O)c1ccccc1,0.08188218357089845
Cc1cc(c(O)c(C)c1CC1=NCCN1)C(C)(C)C,0.06131769407035978
CS(=O)(=O)Nc1ccc(Cc2noc(n2)-c2ccc3[nH]cc(CCN)c3c2)cc1,0.06185996303307146
