,DMSO,lestaurtinib,on-target,off-target,ADRB1,EGFR,NTRK1,FLT3,CDK1,CDK2,CDK1+EGFR,CDK1+FLT3
0,0.6812014232227841,0.38764470779872195,0.6388832503835065,0.38764470779872195,0.6388832503835065,0.6388832503835065,0.6388832503835065,0.6388832503835065,0.3826536110259447,0.38411855820709107,0.3826536110259447,0.3826536110259447
1,0.2848786978001041,0.19721922435347672,0.5436874025566768,0.19721922435347672,0.5436874025566768,0.5436874025566768,0.5436874025566768,0.5436874025566768,0.1228672546487216,0.21267713125572182,0.1228672546487216,0.1228672546487216
2,0.47436578060925266,0.37812157252644757,0.47406011733496745,0.37812157252644757,0.47406011733496745,0.47406011733496745,0.47406011733496745,0.47406011733496745,0.4605190318102305,0.38878773929655397,0.4605190318102305,0.4605190318102305
3,0.7478843098071377,0.6250760846769443,0.7656626922170142,0.6250760846769443,0.7656626922170142,0.7656626922170142,0.7656626922170142,0.7656626922170142,0.560969025938787,0.5094105596619932,0.560969025938787,0.560969025938787
4,0.5054699428206626,0.4165837324804884,0.46229415268013624,0.4165837324804884,0.46229415268013624,0.46229415268013624,0.46229415268013624,0.46229415268013624,0.33329888194396945,0.26594513248825985,0.33329888194396945,0.33329888194396945
5,0.5568339650958518,0.2942559606880077,0.5622272920558442,0.2942559606880077,0.5622272920558442,0.5622272920558442,0.5622272920558442,0.5622272920558442,0.06954827896691504,0.305455736868574,0.06954827896691504,0.06954827896691504
6,0.33528557276030063,0.18091482668564024,0.7018005497419346,0.18091482668564024,0.7018005497419346,0.7018005497419346,0.7018005497419346,0.7018005497419346,0.3202877180047697,0.24478812875613318,0.3202877180047697,0.3202877180047697
7,0.27008343102762694,0.18508358498433652,0.5275074149489194,0.18508358498433652,0.5275074149489194,0.5275074149489194,0.5275074149489194,0.5275074149489194,0.14383095969832566,0.29342100858004994,0.14383095969832566,0.14383095969832566
8,0.4281509255435136,0.2543869745939749,0.5433492157355444,0.2543869745939749,0.5433492157355444,0.5433492157355444,0.5433492157355444,0.5433492157355444,0.34194610889996996,0.5050058800046024,0.34194610889996996,0.34194610889996996
9,0.6176544999111918,0.5345719808714003,0.6737273531231829,0.5345719808714003,0.6737273531231829,0.6737273531231829,0.6737273531231829,0.6737273531231829,0.32631956526783557,0.5842377820473273,0.32631956526783557,0.32631956526783557
10,0.5801803873545798,0.40011171217482516,0.5990849558082191,0.40011171217482516,0.5990849558082191,0.5990849558082191,0.5990849558082191,0.5990849558082191,0.5713926339200727,0.47367370132079567,0.5713926339200727,0.5713926339200727
11,0.4272596689084903,0.3709973979634906,0.45968411938895537,0.3709973979634906,0.45968411938895537,0.45968411938895537,0.45968411938895537,0.45968411938895537,0.31137024167767846,0.32119255160706883,0.31137024167767846,0.31137024167767846
12,0.5272091554339452,0.5267453955562554,0.5241531600381653,0.5267453955562554,0.5241531600381653,0.5241531600381653,0.5241531600381653,0.5241531600381653,0.34098899947422523,0.4397884587400059,0.34098899947422523,0.34098899947422523
13,0.6148477412071351,0.22806348810317223,0.5844764172003892,0.22806348810317223,0.5844764172003892,0.5844764172003892,0.5844764172003892,0.5844764172003892,0.166936573622843,0.42303349648713756,0.166936573622843,0.166936573622843
14,0.6703492485498138,0.4832917073653603,0.6775752998828797,0.4832917073653603,0.6775752998828797,0.6775752998828797,0.6775752998828797,0.6775752998828797,0.1289822773300952,0.43652503523101566,0.1289822773300952,0.1289822773300952
15,0.811258752273831,0.7565878077482586,0.7914750485726065,0.7565878077482586,0.7914750485726065,0.7914750485726065,0.7914750485726065,0.7914750485726065,0.6556779107145395,0.6346569500344947,0.6556779107145395,0.6556779107145395
16,0.6238284172760161,0.3062736880019742,0.5472087782329903,0.3062736880019742,0.5472087782329903,0.5472087782329903,0.5472087782329903,0.5472087782329903,0.3895240943555242,0.2537519594760613,0.3895240943555242,0.3895240943555242
17,0.5282096469371447,0.42401304978067406,0.6314313500098792,0.42401304978067406,0.6314313500098792,0.6314313500098792,0.6314313500098792,0.6314313500098792,0.4801816677318851,0.381579207557279,0.4801816677318851,0.4801816677318851
18,0.314246296694814,0.2049714689429145,0.32277655938015415,0.2049714689429145,0.32277655938015415,0.32277655938015415,0.32277655938015415,0.32277655938015415,0.18727913831660678,0.2606450083614075,0.18727913831660678,0.18727913831660678
19,0.22885642287929717,0.1184546224405653,0.42303783840344633,0.1184546224405653,0.42303783840344633,0.42303783840344633,0.42303783840344633,0.42303783840344633,0.3143969615822614,0.1908541604424657,0.3143969615822614,0.3143969615822614
20,0.38284598742135795,0.3764069670608516,0.7487833103868728,0.3764069670608516,0.7487833103868728,0.7487833103868728,0.7487833103868728,0.7487833103868728,0.3742058420011773,0.4316739494490201,0.3742058420011773,0.3742058420011773
21,0.6194064518378098,0.6348179423317296,0.5963536858677907,0.6348179423317296,0.5963536858677907,0.5963536858677907,0.5963536858677907,0.5963536858677907,0.31815957094563907,0.49768819879077075,0.31815957094563907,0.31815957094563907
22,0.6205923072307522,0.3981570470020166,0.46211413043559296,0.3981570470020166,0.46211413043559296,0.46211413043559296,0.46211413043559296,0.46211413043559296,0.12541361203559864,0.3157219841927639,0.12541361203559864,0.12541361203559864
23,0.3073400710689515,0.2394467765965025,0.4107533748283798,0.2394467765965025,0.4107533748283798,0.4107533748283798,0.4107533748283798,0.4107533748283798,0.31120615107966876,0.3597989880705588,0.31120615107966876,0.31120615107966876
24,0.6556375985755316,0.5036741218451669,0.665577647245137,0.5036741218451669,0.665577647245137,0.665577647245137,0.665577647245137,0.665577647245137,0.3317046384946396,0.4816622935641428,0.3317046384946396,0.3317046384946396
25,0.43720494457041187,0.2714868210882636,0.5120308804473377,0.2714868210882636,0.5120308804473377,0.5120308804473377,0.5120308804473377,0.5120308804473377,0.0008039396842760725,0.4139083286943735,0.0008039396842760725,0.0008039396842760725
26,0.7027093539075768,0.22964193379266598,0.38994058654146413,0.22964193379266598,0.38994058654146413,0.38994058654146413,0.38994058654146413,0.38994058654146413,0.33698647903225,0.20079681277715908,0.33698647903225,0.33698647903225
27,0.6990906829140642,0.6259792916119297,0.6530688057938203,0.6259792916119297,0.6530688057938203,0.6530688057938203,0.6530688057938203,0.6530688057938203,0.5259908913377415,0.5144366528395393,0.5259908913377415,0.5259908913377415
28,0.461444798530804,0.18875096197662655,0.5194676474338921,0.18875096197662655,0.5194676474338921,0.5194676474338921,0.5194676474338921,0.5194676474338921,0.08362763882902435,0.3956345904595131,0.08362763882902435,0.08362763882902435
29,0.7386656589325746,0.46036675163261825,0.46092595068428527,0.46036675163261825,0.46092595068428527,0.46092595068428527,0.46092595068428527,0.46092595068428527,0.48899412659763153,0.21609407305007006,0.48899412659763153,0.48899412659763153
30,0.782003121010219,0.5004354329523377,0.7099217146736531,0.5004354329523377,0.7099217146736531,0.7099217146736531,0.7099217146736531,0.7099217146736531,0.5606561914961243,0.577677216217859,0.5606561914961243,0.5606561914961243
31,0.6293264200296942,0.3777344521126465,0.5606860627298311,0.3777344521126465,0.5606860627298311,0.5606860627298311,0.5606860627298311,0.5606860627298311,0.4545772481151975,0.4188480519594016,0.4545772481151975,0.4545772481151975
32,0.7070683688990232,0.26964406372399774,0.574355600573218,0.26964406372399774,0.574355600573218,0.574355600573218,0.574355600573218,0.574355600573218,0.4410941694552419,0.37641400754723603,0.4410941694552419,0.4410941694552419
33,0.6630569261098571,0.42383739574271584,0.7188827229350654,0.42383739574271584,0.7188827229350654,0.7188827229350654,0.7188827229350654,0.7188827229350654,0.6659222806176628,0.546924259427787,0.6659222806176628,0.6659222806176628
34,0.5630431238428556,0.4790444425742427,0.5155028672793546,0.4790444425742427,0.5155028672793546,0.5155028672793546,0.5155028672793546,0.5155028672793546,0.20931483681041244,0.42829497452334464,0.20931483681041244,0.20931483681041244
