,DMSO,lestaurtinib,on-target,off-target,ADRB1,EGFR,NTRK1,FLT3,CDK1,CDK2,CDK1+EGFR,CDK1+FLT3
0,0.807410227023335,0.5589770262233705,0.7885958669552677,0.4997758056654349,0.47648173876357114,0.5697398799341296,0.4762264415224193,0.47926465658472706,0.3576912438462299,0.4519913614522486,0.45189095719213906,0.3568766777222729
1,0.758148399867664,0.40712992808197385,0.5925034399699297,0.4071781252963155,0.606534490140773,0.6016514397746628,0.5878286483684632,0.5920890743514027,0.186986582837479,0.538588029045399,0.1964997822806486,0.18698289954636665
2,0.7806409627415585,0.41966621352858524,0.5369841202134259,0.5160272517774673,0.5693164524109746,0.5402473410975912,0.538679994259199,0.5988769347496665,0.43156122035771805,0.5169535023557319,0.32600521264667126,0.43749700040865047
3,0.8037573070807373,0.4742987677821951,0.7109595738016244,0.4088526237487609,0.6871114101740544,0.5707350987130574,0.7032617072317158,0.6987411857389144,0.39689751372870863,0.5031999374229487,0.35784425024643546,0.39682696813128976
4,0.8024260798288819,0.44953763752765585,0.5921287171723636,0.4708848037222979,0.6817982454363347,0.6651869035131144,0.5926723536346175,0.6827013482575431,0.39647896155795326,0.5947360478062296,0.39237098446659996,0.39645993245842526
5,0.6083008166349316,0.5043430778182743,0.6608354007079283,0.49673559118819327,0.659794494461255,0.673066315589098,0.6490584237864166,0.6600811486284393,0.44067101876307385,0.6054249166027841,0.42675518197864254,0.4373690028810628
6,0.7933471673928972,0.4820826239016122,0.7774331535325364,0.49001482647304306,0.778684693100492,0.7723415807644377,0.7781704984901591,0.7787550917439793,0.43666462812107915,0.507737104248122,0.3449078651612611,0.43683247139047077
7,0.7776803536813515,0.5176115447308822,0.6509949330400303,0.48148043576098754,0.5406418419409679,0.673496964912,0.5345138766648388,0.5703079424828426,0.40666462880335125,0.5719895050628483,0.4220782332858629,0.4123973018124324
8,0.6305380238217756,0.38957273398931663,0.639232077972158,0.3219176094365984,0.5714854814941607,0.6242700289897691,0.575958800809245,0.6236631939137396,0.21040667493209636,0.5719781768321938,0.20164831329333158,0.19771881469577932
9,0.700101715734177,0.3443384835523657,0.6338365167123211,0.3479841593861982,0.633906968793128,0.6133197967684083,0.6347859499408802,0.6330534248194372,0.2695167872090357,0.5336942715089255,0.3030618865919666,0.2694951354952357
10,0.7790370454113803,0.4317475512523168,0.6960782383717905,0.286633251479139,0.5575421819951564,0.6615585868475795,0.5829552276155424,0.6868022446835478,0.40746664542273164,0.5927524891868338,0.44485959049866264,0.4669844896999233
11,0.6606643127845125,0.35964548564093435,0.7855325679186235,0.36079775011825826,0.7808291605931856,0.7389201365786567,0.7859678601583997,0.7804880728943966,0.5597741403554752,0.6066122819400399,0.38974943329501976,0.5597507027432765
12,0.7945316142987683,0.5059975128325109,0.6739219131078711,0.5038398635275018,0.6754999979250549,0.6800617058174476,0.6765718282185341,0.6763318259471212,0.40431006962278965,0.5557220959989972,0.33980584736265296,0.40813106708096525
13,0.795087429861689,0.292649344734376,0.6503487472684795,0.3459922113051314,0.7017886761527794,0.673277410120543,0.6599846965966608,0.7217192290750747,0.14814825071622834,0.5684347188642704,0.12577967695269884,0.1481607838690109
14,0.8052322692304521,0.5889823850645066,0.7887247307731181,0.542040347649637,0.784011967038663,0.7762433983175672,0.7524202247337285,0.7831422849098905,0.327727019091056,0.6856636182628488,0.24736198195514558,0.3277503424084977
15,0.8013674610081373,0.6013940920607407,0.7687875848371877,0.6006737891464533,0.7850266586055032,0.7733878428663848,0.768396606804282,0.7884277790123663,0.40761608182980563,0.4271336814659532,0.44968515991137753,0.40852087825351374
16,0.7383776839879145,0.4923562177095577,0.7316026928997574,0.46689550907977284,0.7356819900684199,0.6974296331967536,0.7371310265854452,0.7356845952778052,0.5716806190580718,0.5363504939357767,0.5331435138949662,0.571783148977843
17,0.6741559753809588,0.48701957883932784,0.6607139297126344,0.4793343934349863,0.5915503786534209,0.5804461163422309,0.6218072915770025,0.6059738558459389,0.4673244595562974,0.44182814301655154,0.47019192303777957,0.4774489357309807
18,0.7619500880575498,0.44278115651125727,0.6885790186281844,0.3434612055999421,0.6933375580219377,0.6776578829132925,0.6796280544692571,0.6884684104560221,0.500126218631547,0.6899588086942013,0.5066550938271618,0.5101604292674126
