,ADRB1,EGFR,NTRK1,FLT3,CDK1,CDK2,level
0,0.47655800616998023,0.47655800616998023,0.47655800616998023,0.47655800616998023,0.47655800616998023,0.47655800616998023,0
1,0.5921001171082384,0.5921001171082384,0.5921001171082384,0.5921001171082384,0.5921001171082384,0.5921001171082384,0
2,0.5950534839879962,0.5950534839879962,0.5950534839879962,0.5950534839879962,0.5950534839879962,0.5950534839879962,0
3,0.6989500870979833,0.6989500870979833,0.6989500870979833,0.6989500870979833,0.6989500870979833,0.6989500870979833,0
4,0.682700537941974,0.682700537941974,0.682700537941974,0.682700537941974,0.682700537941974,0.682700537941974,0
5,0.6619453801262732,0.6619453801262732,0.6619453801262732,0.6619453801262732,0.6619453801262732,0.6619453801262732,0
6,0.7787215226029933,0.7787215226029933,0.7787215226029933,0.7787215226029933,0.7787215226029933,0.7787215226029933,0
7,0.545860663749765,0.545860663749765,0.545860663749765,0.545860663749765,0.545860663749765,0.545860663749765,0
8,0.5719748326205225,0.5719748326205225,0.5719748326205225,0.5719748326205225,0.5719748326205225,0.5719748326205225,0
9,0.6330799148931309,0.6330799148931309,0.6330799148931309,0.6330799148931309,0.6330799148931309,0.6330799148931309,0
10,0.5802896198646156,0.5802896198646156,0.5802896198646156,0.5802896198646156,0.5802896198646156,0.5802896198646156,0
11,0.7804832238816555,0.7804832238816555,0.7804832238816555,0.7804832238816555,0.7804832238816555,0.7804832238816555,0
12,0.6764775097756736,0.6764775097756736,0.6764775097756736,0.6764775097756736,0.6764775097756736,0.6764775097756736,0
13,0.722276325613355,0.722276325613355,0.722276325613355,0.722276325613355,0.722276325613355,0.722276325613355,0
14,0.7831360512338078,0.7831360512338078,0.7831360512338078,0.7831360512338078,0.7831360512338078,0.7831360512338078,0
15,0.7884516715522444,0.7884516715522444,0.7884516715522444,0.7884516715522444,0.7884516715522444,0.7884516715522444,0
16,0.7356417715925895,0.7356417715925895,0.7356417715925895,0.7356417715925895,0.7356417715925895,0.7356417715925895,0
17,0.59680801495809,0.59680801495809,0.59680801495809,0.59680801495809,0.59680801495809,0.59680801495809,0
18,0.6796749538039529,0.6796749538039529,0.6796749538039529,0.6796749538039529,0.6796749538039529,0.6796749538039529,0
19,0.804120662992916,0.804120662992916,0.804120662992916,0.804120662992916,0.804120662992916,0.804120662992916,0
20,0.8202886465132831,0.8202886465132831,0.8202886465132831,0.8202886465132831,0.8202886465132831,0.8202886465132831,0
21,0.5724711985019824,0.5724711985019824,0.5724711985019824,0.5724711985019824,0.5724711985019824,0.5724711985019824,0
22,0.6627862753460928,0.6627862753460928,0.6627862753460928,0.6627862753460928,0.6627862753460928,0.6627862753460928,0
23,0.6657225190681926,0.6657225190681926,0.6657225190681926,0.6657225190681926,0.6657225190681926,0.6657225190681926,0
24,0.6651326158202331,0.6651326158202331,0.6651326158202331,0.6651326158202331,0.6651326158202331,0.6651326158202331,0
25,0.6915717647468623,0.6915717647468623,0.6915717647468623,0.6915717647468623,0.6915717647468623,0.6915717647468623,0
26,0.7042897192145274,0.7042897192145274,0.7042897192145274,0.7042897192145274,0.7042897192145274,0.7042897192145274,0
27,0.6136046089774638,0.6136046089774638,0.6136046089774638,0.6136046089774638,0.6136046089774638,0.6136046089774638,0
28,0.7623704189239946,0.7623704189239946,0.7623704189239946,0.7623704189239946,0.7623704189239946,0.7623704189239946,0
29,0.6204573003883672,0.6204573003883672,0.6204573003883672,0.6204573003883672,0.6204573003883672,0.6204573003883672,0
30,0.5616418666531938,0.5616418666531938,0.5616418666531938,0.5616418666531938,0.5616418666531938,0.5616418666531938,0
31,0.6113173729586715,0.6113173729586715,0.6113173729586715,0.6113173729586715,0.6113173729586715,0.6113173729586715,0
32,0.7190891826363225,0.7190891826363225,0.7190891826363225,0.7190891826363225,0.7190891826363225,0.7190891826363225,0
33,0.7341309665743774,0.7341309665743774,0.7341309665743774,0.7341309665743774,0.7341309665743774,0.7341309665743774,0
34,0.5707459669042975,0.5707459669042975,0.5707459669042975,0.5707459669042975,0.5707459669042975,0.5707459669042975,0
35,0.6360740185003173,0.6360740185003173,0.6360740185003173,0.6360740185003173,0.6360740185003173,0.6360740185003173,0
36,0.6296932256346119,0.6296932256346119,0.6296932256346119,0.6296932256346119,0.6296932256346119,0.6296932256346119,0
37,0.6364119626529386,0.6364119626529386,0.6364119626529386,0.6364119626529386,0.6364119626529386,0.6364119626529386,0
38,0.6701016618744787,0.6701016618744787,0.6701016618744787,0.6701016618744787,0.6701016618744787,0.6701016618744787,0
39,0.5849079168659035,0.5849079168659035,0.5849079168659035,0.5849079168659035,0.5849079168659035,0.5849079168659035,0
40,0.5915860481657462,0.5915860481657462,0.5915860481657462,0.5915860481657462,0.5915860481657462,0.5915860481657462,0
41,0.7698488242511631,0.7698488242511631,0.7698488242511631,0.7698488242511631,0.7698488242511631,0.7698488242511631,0
42,0.7062945423511114,0.7062945423511114,0.7062945423511114,0.7062945423511114,0.7062945423511114,0.7062945423511114,0
43,0.615066997402867,0.615066997402867,0.615066997402867,0.615066997402867,0.615066997402867,0.615066997402867,0
44,0.7513307156704021,0.7513307156704021,0.7513307156704021,0.7513307156704021,0.7513307156704021,0.7513307156704021,0
45,0.7871369257813178,0.7871369257813178,0.7871369257813178,0.7871369257813178,0.7871369257813178,0.7871369257813178,0
46,0.7926800317781985,0.7926800317781985,0.7926800317781985,0.7926800317781985,0.7926800317781985,0.7926800317781985,0
47,0.8081220706443727,0.8081220706443727,0.8081220706443727,0.8081220706443727,0.8081220706443727,0.8081220706443727,0
48,0.5559809867388009,0.5559809867388009,0.5559809867388009,0.5559809867388009,0.5559809867388009,0.5559809867388009,0
49,0.6587453388179971,0.6587453388179971,0.6587453388179971,0.6587453388179971,0.6587453388179971,0.6587453388179971,0
0,0.47651165980896343,0.5185844195966894,0.4763213212429159,0.47560845705463406,0.39838970136094404,0.4724859631161353,1
1,0.6038882914012472,0.5934548885905171,0.5888896890217713,0.5920918242117431,0.3114205380278412,0.5816309572634117,1
2,0.5694101828067499,0.5861018632893895,0.5569297416989336,0.5978881329583463,0.42457806874585596,0.5867809258698039,1
3,0.6871853442125023,0.6387899154642465,0.7038202379151692,0.6988002962961627,0.4919121741224307,0.6808922002038451,1
4,0.682208997869946,0.6807491117408466,0.6003564646756759,0.6827012107154272,0.4401135451964257,0.6502394842019573,1
5,0.6604155732288765,0.6630242238762901,0.6529099070934937,0.6605170371106213,0.5363031589857928,0.6463806898932879,1
6,0.7786978730719837,0.7765446283333353,0.7782005263504423,0.7787471113482425,0.5616353463834527,0.6434276519901527,1
7,0.5421053509719532,0.5516229346341885,0.5347338294469212,0.5636157474344919,0.4704931254675963,0.600248173962622,1
8,0.5716658272584444,0.5761245140132748,0.5749369277391307,0.6118426549664392,0.36966801329397914,0.6083116152577789,1
9,0.6336562850916883,0.6324261687413374,0.6344888694739288,0.6330599136062671,0.4182089686948448,0.6188828885341504,1
10,0.557544717388624,0.5874188856395646,0.5822641135903549,0.6682247155676463,0.42556818610155506,0.6306556695254608,1
11,0.7807393261576187,0.7757464092523477,0.7840666613874917,0.7804870052351325,0.6878644415186268,0.712907616207157,1
12,0.6758726301321054,0.6776461165676876,0.6766503963031877,0.6763853525690766,0.47238022227766363,0.6653812585920459,1
13,0.7089623726255708,0.68238229048302,0.6589773518158177,0.7217127535833306,0.29342409727686813,0.5869597096625055,1
14,0.7836619144000411,0.7825978637040796,0.7577746457475756,0.7831408265008099,0.48325328470941226,0.7335130983451706,1
15,0.7864929676753908,0.771299132958245,0.7688639198690015,0.7884336665973062,0.4410321971624942,0.4822947520433946,1
16,0.7356710185670984,0.7215657483072846,0.7377817812047912,0.7356739287396321,0.6040825521570871,0.6174991494847195,1
17,0.5929824144167539,0.5968976319069211,0.6178505596857496,0.6044289563640217,0.5567943868775346,0.5516300554661662,1
18,0.691336210221117,0.6798304164941426,0.6796490734105647,0.6884300348743799,0.5673877212696568,0.6854863301889609,1
19,0.8049453322208134,0.8027993365223829,0.8039013685710152,0.804571621696403,0.5326965030832974,0.600467086251821,1
20,0.820044658977618,0.790533297709904,0.8201712502823408,0.820290399578426,0.5866810182025012,0.6257474645602287,1
21,0.5718922979042648,0.5797643921655841,0.5697071102172448,0.5724566421395312,0.3020351853320429,0.4904344813399702,1
22,0.6559866963978624,0.6616893773740519,0.5343905696613442,0.6631610777744207,0.3760422009053399,0.6263275133155536,1
23,0.6659177564732471,0.6766419979071812,0.6978282432808904,0.6660155609743315,0.44588880591952895,0.6590334688831322,1
24,0.6654010946059685,0.6636628618556544,0.6831199901117952,0.6651064130506377,0.5347222177411863,0.6418555771979997,1
25,0.7047481024653472,0.6721980793785548,0.4476848109191861,0.70053893804923,0.34296203369800776,0.5801089373113921,1
26,0.6904745895806644,0.6847851064613216,0.6533985133170565,0.7043310131353175,0.6283944459453299,0.6090433793172427,1
27,0.6145343083892313,0.61543519582722,0.6200825850886864,0.6241167544207176,0.6027497727173108,0.6094724610668243,1
28,0.7611720312149435,0.7515071393124014,0.7627078599395626,0.7623530646792065,0.3633460155425153,0.6750235199029119,1
29,0.6183376256191166,0.6207581008671845,0.6203891509652014,0.6204528446655468,0.42923489339348125,0.5081022075719526,1
30,0.561814770207339,0.5650040271218095,0.5616135409443983,0.5616616206248143,0.3925578411944074,0.5508779265281087,1
31,0.6167109929718926,0.6871287241007435,0.5854846028987497,0.6379572759605504,0.4435236698235271,0.6085648701021289,1
32,0.7295967553501,0.7033351648482113,0.6822427393723263,0.7191664290010354,0.5422108932829383,0.6244119374877425,1
33,0.7381369316785855,0.7221642513661657,0.7227482575972142,0.7364263183028955,0.7017687349949221,0.6723871576103375,1
34,0.5696012829802989,0.5870863170528939,0.6323233796822334,0.5900239819628591,0.23693817184671404,0.5670185882478281,1
35,0.6409787053917211,0.6349288572606446,0.6085669624952756,0.6361038829962655,0.34901411695795975,0.6106997288175833,1
36,0.6277648626583341,0.6279051048903298,0.6320080394487696,0.6297320392281516,0.6240219474946915,0.4279603585562527,1
37,0.638367648979259,0.6325824593766342,0.5910396883828921,0.638509029007042,0.509134495929156,0.5190488665295189,1
38,0.6699534570374317,0.6704843921183044,0.6683746692315163,0.6701217092280723,0.5441320556113841,0.6091166645921655,1
39,0.5837506012643946,0.5842229535481477,0.5848431374571713,0.5855988681838303,0.4179672439784515,0.6757738233168017,1
40,0.5821153073135266,0.5917126830764224,0.5920895914610924,0.6155271396678906,0.3455338086406154,0.5658329370678056,1
41,0.7700305314433732,0.76023491260837,0.76498299330965,0.7698528619926616,0.11687382316333633,0.4805380553816377,1
42,0.6980968106996697,0.7041449391825282,0.6357915484703769,0.7215846080257962,0.5079810102564276,0.68016788460854,1
43,0.6221923012231025,0.6154097759703612,0.6125576007359799,0.6150530920806538,0.48962090356120697,0.5621018381386071,1
