,ADRB1,EGFR,NTRK1,FLT3,CDK1,CDK2,level
0,0.7239855788303687,0.31275997640266545,0.9046347001934882,0.8632785115355159,0.5090996355846501,-0.0012357156072155446,0
1,0.615799253709002,-0.0014337981350434814,0.8476107311323574,0.8713626225180228,0.6188653859576705,0.0048334076589166,0
2,0.7556139269513775,-0.011362928191173731,0.7792665393339218,0.8713540150100524,0.6897957384063362,-0.00022896520717790358,0
3,0.7759746453021408,0.36240992077950224,0.8288957103588164,0.8956986630690913,0.39167005647744374,-0.0020974202600171667,0
4,0.47865740673554213,-0.004589850862765566,0.7760396791621735,0.880834464652464,0.7299372810575562,0.11974174002037635,0
5,0.0429626976374434,-0.0016683208218607165,0.8789741303643464,0.8795226798499575,0.4255984727260956,0.3130298378460645,0
6,0.7383423383740966,0.6427467755925236,0.9143361052510867,0.9029449651832216,0.7741724311849212,0.6782519198091059,0
7,0.6966417457288381,-0.012984698026086927,0.8732993108310596,0.8785467687269309,0.29404041414620474,0.3689207377300933,0
8,0.6257917733273097,-0.007568682129699144,0.792608265777271,0.8306330523552596,0.919951448461232,0.5578567941184955,0
9,0.6754115382356772,-0.005238646111055696,0.7593134607139893,0.8709275761061329,0.3426465973240872,0.04651446063611697,0
10,0.771074322333773,-0.005899267136134577,0.8518674457109546,0.8597208078971764,0.5613544427795341,0.3819490133725037,0
11,0.4279194360920498,-0.0020641876063180378,0.8770002356407162,0.8684688408302136,0.7012817566559526,0.3523965246141034,0
12,0.4598902266613754,-0.004467111365777788,0.8563774049038493,0.8949920563882219,0.7698604774969018,-0.0006482765972333399,0
13,0.6729871650865435,0.45698869933778397,0.8125825778782553,0.8619892789662278,0.6835243996624716,0.5402801776955451,0
14,0.6837837210518922,-0.0005163787639982159,0.6780911831937666,0.89335901215991,0.7060248649966216,0.44933332125737463,0
15,0.7969829270504301,0.46171879545388417,0.8511635514080151,0.889741703440134,0.7976036117802012,0.5812810203567277,0
16,0.8007192661025906,0.4239369993547307,0.7763389057214496,0.8753394103727189,0.7723700848196495,0.43828051422154185,0
17,0.6993211844900548,-0.002696492082043748,0.7401090950318221,0.8619924905347451,0.15292762214979122,0.08312338511706674,0
18,0.5533612845976732,-0.010107920732625838,0.8647080092408308,0.838558129365215,0.5678736928923541,0.11908773522918614,0
19,0.7734011219239247,-8.087969726709166e-06,0.8799280544372867,0.8839233909762334,0.7112511809138886,0.6625199837062516,0
20,0.7535959339224537,0.5246243719366461,0.8226862439001462,0.8592000819269958,0.8174090072729936,0.6537802841875883,0
21,0.7514467624684862,-0.012253329753326943,0.8926617925980131,0.8807544317244747,0.5514195393491637,0.48814686301101956,0
22,0.7703434335729075,-0.004130074441675078,0.8246278107582456,0.8755970602675252,0.4749903234394478,0.21184236246703175,0
23,0.63623597655011,-0.003600231833820886,0.7438440620460927,0.8820607155226473,0.8488920524414851,0.27473816722086375,0
24,0.7308480514273443,-0.01275815263156195,0.46546885256872694,0.8888564796771414,0.40680937936798006,0.3197710134564125,0
25,0.599414684188412,-0.002680891493386612,0.8051058507552381,0.8871272167342771,0.877071378347723,0.2686587446564311,0
26,0.5862144966398088,0.03284101091856678,0.6750126034345605,0.8628547726372342,0.7261388039445094,0.20605534109122756,0
27,0.6175037963365806,-0.00794624293126271,0.7588060840611685,0.845806400096415,0.1302639901560212,-0.0005637408428138757,0
28,0.6966257913611325,-0.009311256072454626,0.8418315748872145,0.8534781352061764,0.6647871431498065,0.3002563253478203,0
29,0.6883305238824331,-0.005241894410094991,0.9121394111254687,0.894707952500371,0.7533675989829886,0.3072908582217538,0
30,0.7512061990703414,0.08015637525199781,0.8450841421275712,0.8933850866577101,0.5470436390453293,-0.0005482233478682902,0
31,0.7031666452887927,0.9256862158084579,0.41814730562981794,0.8791832848973791,0.6140629835766787,0.5127085242608356,0
32,0.7509162824854456,0.11291688710651637,0.8389059270684178,0.8849050630509188,0.506234224758582,0.4484816833951854,0
33,0.7115660027631081,-0.0007265054022488316,0.7914183666792172,0.867950132018256,0.18635407040888696,0.5761373451360186,0
34,0.6963561857323368,-0.007940918692342612,0.8179509773431576,0.816730144618435,0.5618994087855255,-0.001060504699192692,0
35,0.7054969028055416,-0.006933734834402834,0.7739843340830777,0.8918268656270085,0.6524456794901161,0.06074408480395449,0
36,0.7768801941167759,-0.0027852770320969567,0.819265089822901,0.8872635042157868,-0.0002325000618837514,0.5722098981575563,0
37,0.7232643428770296,-0.0012146388756896043,0.8602639787644536,0.8621045322210126,0.8036302011299385,0.3581378986810775,0
38,0.731713904243745,-0.0009942690756206158,0.8791407977261767,0.8972641026699547,0.645736305124978,0.2465137339711861,0
39,0.55986208781087,-0.004895506285420212,0.8530552135436942,0.8839237247894003,0.4968207426351066,0.2962246018037133,0
40,0.7696776069475055,-0.010623702679577136,0.6280919374189456,0.8178622506831832,0.5901163558681369,0.06647079170643844,0
41,0.7767489019299091,0.7095126843011006,0.8968374405619564,0.8870117535141884,0.8391481926277173,0.6828421376413015,0
42,0.6300551027908785,-0.008223508859657214,0.878013226902644,0.8573299843595961,0.6440471574717408,0.0913602361724507,0
43,0.4015163155060921,0.9669777006910151,0.8804669026014132,0.9189120217254604,0.26714653803140187,0.12635615192331995,0
44,0.7125310709811035,-0.0016057240016642243,0.8865328250985798,0.8919372027205692,0.5624935985655537,0.4083368957724206,0
45,0.7408126426239197,-0.0037906967196366225,0.886594030627304,0.8724899277886369,0.6668177868130846,0.38775889907780364,0
46,0.7337228913318734,0.2524900788889869,0.750087167262359,0.8774207721608036,0.7338073038082363,0.5188774793725786,0
47,0.7824813298255109,-0.0001624230611117919,0.6486238438945838,0.873540249301672,0.7501739948434745,0.5207116846081523,0
48,0.5459936317609331,-0.00583445819708133,0.8336919851817508,0.8738049329509995,0.4771183481155451,0.03734190895846007,0
49,0.7646932239510228,0.2598972600421324,0.8661021074194389,0.8215151313632723,0.7160823790385038,0.47962440697717545,0
0,-0.02153873773245571,-0.028036995578134338,-0.003943993126389658,-0.011819331000816363,-0.022787781849944358,-0.031222430346538196,1
1,-0.0256519531069801,-0.031393435332577296,-0.013617499630261393,-0.010652662851137312,-0.021271651109957858,-0.029969440021387763,1
2,-0.02269834802692472,-0.0415861685389668,-0.02137672408048858,-0.010630311481212358,-0.02140581222305214,-0.030231639090723048,1
3,-0.019881806604312525,-0.02496970373955046,-0.014279006785295945,-0.006146889402669564,-0.026555955387618246,-0.032422795433755446,1
4,-0.026192023106969355,-0.03474500059485008,-0.02197161680638268,-0.00910829184240022,-0.020996076534003698,-0.02911220606925938,1
