,DMSO,lestaurtinib,on-target,off-target,CDK1,CDK2,CDK1+EGFR,CDK1+FLT3
0,0.22279958677473197,0.20214973369102324,0.19286115995944106,0.20214973369102324,-0.007698336817680293,0.15126242765363615,-0.007698336817680293,-0.007698336817680293
1,0.46559483076097896,0.4657317877212632,0.47892680932075027,0.4657317877212632,-0.015515348019972737,0.4032931299117082,-0.015515348019972737,-0.015515348019972737
2,0.3457191312794216,0.2540772529338969,0.3726596114856693,0.2540772529338969,-0.006269549722298699,0.34460530670491313,-0.006269549722298699,-0.006269549722298699
3,0.21407314836239227,0.1602242399431511,0.23391825116554688,0.1602242399431511,-0.004318872211149631,0.1260478027073077,-0.004318872211149631,-0.004318872211149631
4,0.21686543338750372,0.1114560130157167,0.17615020846926377,0.1114560130157167,-0.006719880023771558,0.13859734606447904,-0.006719880023771558,-0.006719880023771558
5,0.37288789755138463,0.3450864939357158,0.37829557429706595,0.3450864939357158,-0.011763672155484179,0.32995792249207423,-0.011763672155484179,-0.011763672155484179
6,0.33072444216176955,0.29476704980157264,0.33526725433877486,0.29476704980157264,-0.010369860755023358,0.27875472558014985,-0.010369860755023358,-0.010369860755023358
7,0.32562126401888564,0.12387873416471963,0.37304946584881,0.12387873416471963,-0.009682644275828552,0.33726304246208305,-0.009682644275828552,-0.009682644275828552
8,0.2517359040521318,0.23797533644507815,0.24847272904111287,0.23797533644507815,-0.003967432384063466,0.2403235661431925,-0.003967432384063466,-0.003967432384063466
9,0.42770481856453024,0.39692126051658244,0.4763776185186346,0.39692126051658244,-0.003116863294834744,0.4492466269905364,-0.003116863294834744,-0.003116863294834744
10,0.15563108183395724,0.15545939128893357,0.16681835809902978,0.15545939128893357,-0.004503551242574673,0.18859682685695098,-0.004503551242574673,-0.004503551242574673
11,0.23651985111141172,0.21133328794335668,0.23822469622508524,0.21133328794335668,-0.005189806196152329,0.10463397115698188,-0.005189806196152329,-0.005189806196152329
12,0.478127997344414,0.4851572341041663,0.47355106492579435,0.4851572341041663,-0.004587948600838333,0.46607943890025616,-0.004587948600838333,-0.004587948600838333
13,0.4136967403514802,0.06570869331724487,0.4024018975662062,0.06570869331724487,-0.01776896287997321,0.21452739644168195,-0.01776896287997321,-0.01776896287997321
14,0.4262797125775798,0.3728168580729055,0.41156994750308656,0.3728168580729055,-0.012201153935476132,0.3303101235221719,-0.012201153935476132,-0.012201153935476132
15,0.44018940957136127,0.4069925825378641,0.4349834911516378,0.4069925825378641,-0.0046960317432105745,0.38916408884953413,-0.0046960317432105745,-0.0046960317432105745
16,0.45873095172035755,0.4389738074979308,0.4431966312548129,0.4389738074979308,-0.0030725298733900877,0.4177350105249469,-0.0030725298733900877,-0.0030725298733900877
17,0.23778509594100947,0.18977413449468805,0.33120819556053027,0.18977413449468805,-0.007561985994650553,0.212873241843958,-0.007561985994650553,-0.007561985994650553
18,0.24857306958925673,0.20149222361576802,0.24122069286472572,0.20149222361576802,-0.007741883682051921,0.2228759949411914,-0.007741883682051921,-0.007741883682051921
19,0.15786258457213725,0.14343127321317636,0.1991205744383648,0.14343127321317636,-0.00417747312041577,0.16989806353920436,-0.00417747312041577,-0.00417747312041577
20,0.29193642007654136,0.30316275398495174,0.3179521043579602,0.30316275398495174,-0.006039254664932754,0.2564538265533557,-0.006039254664932754,-0.006039254664932754
21,0.39209057818813137,0.3529850850247877,0.3760536849291272,0.3529850850247877,-0.011346051873779836,0.38175683507385216,-0.011346051873779836,-0.011346051873779836
22,0.4613202438501775,0.4581799372879639,0.47109556287755217,0.4581799372879639,-0.011298493422754704,0.2858037300532982,-0.011298493422754704,-0.011298493422754704
23,0.2654633587298814,0.07946972339503978,0.2837555184271002,0.07946972339503978,-0.005976824341884306,0.2969713379825199,-0.005976824341884306,-0.005976824341884306
24,0.26170082226583286,0.2549850205979081,0.26034820337998743,0.2549850205979081,-0.007443567704555162,0.2256411204698828,-0.007443567704555162,-0.007443567704555162
25,0.29393816443493015,0.16904185832817015,0.2629492048991203,0.16904185832817015,-0.007326594753591913,0.2394682943458781,-0.007326594753591913,-0.007326594753591913
26,0.4551274429718305,0.25177080594989004,0.4294974722176928,0.25177080594989004,-0.005796812935979701,0.32546107422102044,-0.005796812935979701,-0.005796812935979701
27,0.2708892551505021,0.2455593138026979,0.24734626175316432,0.2455593138026979,-0.0018691102949550038,0.19579423782317018,-0.0018691102949550038,-0.0018691102949550038
