,DMSO,lestaurtinib,on-target,off-target,CDK1,CDK2,CDK1+EGFR,CDK1+FLT3
28,0.37959168500075036,0.18178026480746887,0.406539265501577,0.18178026480746887,-0.01081527372091235,0.37311579182520715,-0.01081527372091235,-0.01081527372091235
29,0.4115074659818015,0.3981578852179188,0.27374797838190934,0.3981578852179188,-0.005094431700886028,0.19052221609164707,-0.005094431700886028,-0.005094431700886028
30,0.4362469157446897,0.26904210557723435,0.402319973463379,0.26904210557723435,-0.005961460398416668,0.38684507616202524,-0.005961460398416668,-0.005961460398416668
31,0.29729861728971546,0.20321358590976954,0.2992457831128028,0.20321358590976954,-0.002208718726715647,0.2985998739205799,-0.002208718726715647,-0.002208718726715647
32,0.4244064981003237,0.16869906356409956,0.3215136643295208,0.16869906356409956,-0.005943475160528239,0.2568210128222743,-0.005943475160528239,-0.005943475160528239
33,0.2819902353799537,0.21627113452451216,0.33486335980320553,0.21627113452451216,-0.0043526140061662735,0.33140580787048235,-0.0043526140061662735,-0.0043526140061662735
34,0.4927686969787767,0.37773176100954475,0.36527161491446325,0.37773176100954475,-0.009960404834818788,0.375553674767505,-0.009960404834818788,-0.009960404834818788
35,0.3861417330301162,0.37346388411176495,0.4085516626312561,0.37346388411176495,-0.01102444470174876,0.3887901849449578,-0.01102444470174876,-0.01102444470174876
36,0.15571711927623294,0.13662462136853154,0.21038132403903775,0.13662462136853154,-0.0066649023092110364,0.2905625320153121,-0.0066649023092110364,-0.0066649023092110364
37,0.2647623114174539,-0.00036895387466941756,0.25149119520462654,-0.00036895387466941756,-0.008707270950323334,0.2322263562015889,-0.008707270950323334,-0.008707270950323334
38,0.19374338356023962,0.15726619735642774,0.3007617873618692,0.15726619735642774,-0.003274659638612627,0.315119892006827,-0.003274659638612627,-0.003274659638612627
39,0.24532910978698896,0.16619383139951793,0.25278673854660794,0.16619383139951793,-0.012200302371861206,0.18020048174739808,-0.012200302371861206,-0.012200302371861206
40,0.41646449515797757,0.31534770252220445,0.42398925782626107,0.31534770252220445,-0.012492807784612953,0.29807436380757724,-0.012492807784612953,-0.012492807784612953
41,0.5859272513136102,0.48009721671007105,0.5467307460261759,0.48009721671007105,-0.007929522151887716,0.4652715451126907,-0.007929522151887716,-0.007929522151887716
42,0.12597598909965338,0.029305673704855397,0.11369257240739045,0.029305673704855397,-0.011220563081199154,0.22230994339599686,-0.011220563081199154,-0.011220563081199154
43,0.12136391887265753,-0.0006459101081602066,0.12254243777485765,-0.0006459101081602066,-0.008610140436387328,0.14007278559312478,-0.008610140436387328,-0.008610140436387328
44,0.2654623100130668,0.21732816594879098,0.24639529877220476,0.21732816594879098,-0.0027981456029391037,0.21868969513428027,-0.0027981456029391037,-0.0027981456029391037
45,0.1531537411962985,0.051314115184119026,0.11026910736274852,0.051314115184119026,-0.007434649655351112,0.11525432618495872,-0.007434649655351112,-0.007434649655351112
46,0.26254290254105195,0.18070920592958678,0.2800895083356506,0.18070920592958678,-0.004287949319831521,0.2163171116470056,-0.004287949319831521,-0.004287949319831521
47,0.1947192306252134,0.18442774699786624,0.19385731242341628,0.18442774699786624,-0.004751259783962074,0.17260361531511925,-0.004751259783962074,-0.004751259783962074
48,0.3642309682464192,0.05281644993823807,0.3811073848844359,0.05281644993823807,-0.01369230906155588,0.30262534529194735,-0.01369230906155588,-0.01369230906155588
49,0.12718485131738477,0.09944236646416,0.13270315969805513,0.09944236646416,-0.005293003072869343,0.1410145673480108,-0.005293003072869343,-0.005293003072869343
