,P10275,O00327,P18846,P15336,P18848,P18850,Q99626,P49715,P17676,P49716,P16220,Q01094,Q14209,O00716,P18146,P19419,Q99814,P11308,P03372,Q92731,P14921,P15036,Q01543,P01100,P15407,P55317,Q9Y261,P58012,Q08050,Q12778,O43524,P98177,P15976,P23769,P23771,P10070,Q16665,P41235,Q00613,P10914,Q00978,P05412,P17535,Q9UJU2,O75030,P10242,P01106,Q13469,Q16236,P08651,P19838,Q00653,P23511,P04150,P26367,Q06710,P06401,P14859,Q07869,P37231,P10276,Q04864,Q04206,Q01201,Q13127,P48382,O14593,Q01196,Q13761,P19793,P84022,Q13485,P56693,P48431,P48436,P08047,Q02447,P17947,P36956,Q12772,P11831,P42224,P52630,P40763,Q14765,P42229,P51692,P42226,P17542,P15923,Q9NQB0,P05549,Q14186,P04637,Q9H3D4,Q15672,P22415,P11473,P19544,P25490,P37275
A375,0.09413440158031075,0.03294377256268385,0.21595975421411362,0.03413280719382146,0.07142487856278423,0.30764593519755123,0.23107071138363372,-0.05229226283627185,-0.03920600880489635,0.033979059288078,0.08593272841115493,-0.2264361016234654,0.12848818450379712,0.17516099503843752,0.10940599301712822,0.2515275612706789,-0.3111382025728619,-0.008457347000048987,-0.07558509706130934,-0.02791356326740652,0.03600348544863605,-0.061726844761561254,0.43519953470353817,0.11024650772826598,-0.10529026608498063,0.04554291420632983,-0.027596863932239857,-0.1893259405050584,0.48847302725728886,0.05685101257747556,0.5260746677014176,-0.12405937782307765,-0.03828437717582748,0.05727097160118417,-0.09916545952549767,0.17900973450371185,-0.005015612373216273,0.07037122106835716,0.12781431141011812,-0.019725255389601258,0.2212113368064468,0.18727905048114665,0.09456481061914658,-0.04734409233868357,0.15776202667848474,-0.0001791732628545781,-0.16971146544196258,0.06955709749543681,0.20680879658877677,-0.04255529547677779,0.12224991440178486,-0.07984183352312063,-0.15198898422708446,-0.1749209114826171,0.2617757425740913,0.031512950518932686,0.05687712743976714,0.047659544118893074,0.015657870646164366,0.04486908428692495,0.020983441090176823,-0.12748562892673274,0.21881135648878058,0.09328317658646929,0.13803056771678027,0.595973648751015,0.5793817106033392,0.1531546988001404,0.3358943278000867,0.1368674006476948,0.08223592975740739,0.1046997972240678,0.18002215383103373,0.02056798807838453,0.00597864261112546,0.26473023226950326,0.17253721506453354,-0.10600317008550579,0.3044825282668884,0.2677862703559988,0.1914394306406173,-0.24169738927426124,0.3612889506455453,-0.26023121681346434,-0.22758533941194345,-0.2562320570464796,-0.10135338766529736,-0.0330694383594448,0.16447398683738457,0.07568156456024942,-0.03004339810377904,-0.15083640591617434,-0.1755426538585182,-0.030919050258417444,0.024999639648263284,-0.21783335450288693,-0.047049400459047354,0.26381262474778494,0.33484614309044064,0.12685923741872032,0.3687059522668241
A549,0.12360153906618387,-0.09646798393292991,0.30233955035952137,0.1304793546417811,0.2997087976774112,0.2556980215576164,-0.13019756307346572,0.29284030775401293,-0.043798745134586675,0.044178279785970054,0.10358966385156233,0.1187349851678705,0.18242823228315752,0.1786455862064966,0.027619620476308504,0.20699558240687407,0.0924963972137533,0.03726745586162736,0.042791026813158474,0.019821024700169422,-0.18157610408669245,0.011124221287722329,-0.04076593367009674,0.011298152334514299,0.13350865554117086,0.07306371713708511,0.39185446883182595,0.050635401814385986,-0.0626664680307828,0.2685836620809503,0.13362054918485858,0.18334914651124243,0.0764933607639368,0.22172309923170358,0.16126162597258115,0.028138216866187934,0.15090998573513,0.17227214238507635,0.09329515923534687,0.030608685053779894,0.16265129751226431,-0.11334621424371681,0.19623508602760587,0.19332646300692624,0.18702434921455277,-0.13284590539398863,0.021348214322506925,0.10231410053453159,-0.09879903117348923,-0.12465234567952939,-0.03294331180517605,0.07219301740462572,0.06041409509182747,0.22296502484629285,0.21379167627938,0.3550085811936882,0.028896219633047768,0.1313571025171534,0.3200088085581924,0.3297281330354564,0.060719564703548536,-0.039570192986233044,-0.020146159854134364,0.08136895983494026,0.15225979298733427,0.11004348883276344,0.07074362532929063,0.047936765089208765,-0.29210454371237776,0.2205093866587427,0.14390538754406662,0.15847978541122104,0.20626719188355422,0.1971665199125181,0.405037020974341,0.02380404538317745,0.11187774472510827,0.26755320039484987,0.3397448124381562,0.11419601034442196,0.17396720142044794,0.17316733567475923,-0.07543958144838872,-0.05713849366387759,0.10196676380288867,0.18771411067957275,0.24479909430504426,-0.013138640168209923,0.0539021248117044,-0.012252610058711564,0.3371185417706156,-0.15734521339038465,0.14900733298314958,-0.02442739010739223,0.060652907782252304,-0.05309040994745604,-0.16650151835984717,0.10636335131210038,0.13422066938250088,0.045940807217422705,0.14324202573673972
HA1E,0.21840945918834231,0.07592937951240349,-0.12404278899245631,-0.31268803725876626,0.2540564597847021,0.16025377772700017,0.283814330516769,-0.03842433999964063,-0.2836251150239834,-0.017684414603038618,0.22549914867872634,0.04804100480077728,-0.03280026862458411,0.0350495918779674,-0.026182946268831372,-0.2122628796053715,-0.10567529782728945,0.2273922081749795,0.08909774733092232,-0.0756298885798828,0.18961361432482288,-0.2068873855468845,-0.0372359248078497,0.15706303628889262,0.11831638968862267,-0.1436266308305248,-0.19784480103303762,0.09194692516134342,-0.01684470565498134,0.041444694994789734,0.13181166977726896,-0.030201458768882992,0.10726606812394919,0.22616364299647318,-0.06174866614489051,-0.16454571616664052,0.045033953739280964,-0.046986781729347886,0.3013097827069201,-0.1122389201307001,-0.033394060708903585,0.029966399174875473,0.13806034947587992,-0.26528569720308093,0.15109300351464924,-0.058530271687925725,0.05609432590538544,-0.1271099637653635,0.27782180090269476,-0.06360039313069628,-0.016967642887541223,-0.20199963425138176,0.13742184296704596,-0.08212078542369397,-0.04668022611292041,-0.016085579413398565,-0.14148906148651705,0.031144901659204433,0.06802506794531266,0.007401635990859094,-0.14209651147917834,0.1819204207870182,0.04558824753077867,-0.03872359647451406,0.06371258393636312,-0.08918229510689121,0.0074722875769034575,-0.020715508042816876,0.12336097939700234,-0.21646787401821949,-0.11659396030542889,-0.09141676020841885,-0.03667052758305429,0.022572676786603206,-0.1682326160302377,-0.01847521260310318,-0.12251494695838468,0.018490939655616434,0.09191610556225807,0.09780816962698273,-0.04227362016483059,-0.08206830639162245,-0.11582944366663699,0.057139810978368226,-0.13993951035111238,0.21159743922722882,0.215893793283889,-0.04911534409774353,-0.28884152278813124,0.0731641429298297,-0.18673219723207538,-0.10571370697886999,0.03996990017700875,-0.10282757186835179,-0.10917436292666818,-0.02407893462163292,-0.18676937715473885,0.056755979238622016,-0.30160400919447,-0.008762684595903982,-0.17867815379609744
HCC515,-0.16413107324334927,-0.027561608674034357,0.06532447838466231,0.034687323852010406,0.16937815789560795,0.01917127323976222,0.1164630445958653,-0.05249239486885007,0.13112147194764315,0.12947626309551644,0.2008491125896366,0.12365384927406396,0.10888198761631121,0.053509700392644924,-0.05428734158251027,0.25395364127704945,-0.21179298576103361,0.028079760469034754,-0.0237267398345179,0.04689350020997498,-0.1680509927965885,-0.22915952124273922,0.09366223591165,-0.035439679105147975,-0.11231380084797989,-0.2001628704832729,-0.2555254813327538,0.26801981383331486,0.11458565426905741,0.08162873449069213,0.052801177202257965,0.13994280815902432,-0.019652437032910794,0.06069747245444357,0.005650446550429413,0.0316043146569441,-0.10693973122688523,-0.11203930870432963,0.009061236401961093,-0.05229920771254289,0.12930027160461743,-0.012889310855896527,-0.22962437612988912,0.003360428929013292,0.014739708728360128,-0.1652032787996713,-0.10135476247019193,-0.14248268770122424,0.15071871374185045,0.03581767132851973,0.009148072670192207,0.18004845966615357,-0.16720855265321655,-0.05257898310310596,-0.1261821260068996,-0.3109894478614214,0.29818129908452246,-0.22286464707124382,-0.00782243564516998,0.19225502260674307,-0.23722054129070191,0.3322920693131429,0.2064625932217734,0.0774901364184065,-0.2468993523426884,0.08811649928118906,0.09931489423035914,0.23173574373981193,0.23438722904074433,0.22620983054398477,0.18871817182176392,0.07964434848155569,0.002027542918033839,-0.2104812763457725,-0.15980855625152432,-0.37702087147262414,0.09690178583013344,-0.13614175436534892,0.5467796881974475,0.5178111939021237,0.277940852605564,0.2759902904303377,0.1247481762259643,-0.03892477102643886,-0.2354557076751612,0.14725555258804243,0.41415260679599275,-0.25570579806190125,-0.06627332810800529,0.15902766183233846,-0.1825190050163846,0.018232929041527013,0.016158612950459197,-0.22921722161025565,-0.10107463434846312,-0.06501168137264225,0.14392443064496488,-0.2826774308830972,0.22196297415182503,0.22062102378728105,-0.24542463513554594
HT29,-0.25929144300288604,0.05082835546337728,0.05939419513145244,0.06618828855753794,0.22617065820279703,-0.13502058714579526,0.0009978640215878294,0.07413205840114287,-0.19244169541591089,0.12800037331048814,0.11413522152343017,0.030811162166680957,0.045953700103621604,-0.15603244832892554,-0.01973436568937727,0.016047061003798543,0.11388275391699702,-0.0612825897718921,0.15530555916046268,0.15771025848123685,0.35066268972267167,0.05615516865368878,0.13726728743388616,-0.007291591559439433,0.02417847790750032,-0.15371855714879526,0.026635329575769202,0.09186594629640871,0.0981351285235712,0.2371967648649932,0.2444200818408601,0.20616107433601633,0.044514264842936836,0.14666762533886482,0.0013078050376522609,0.06705183860582002,-0.02089025816509142,0.11173944858727099,0.04547407568816875,-0.2580672673521913,0.2754584399626218,0.0029379843439857234,0.34815509625261853,-0.02764729091425483,-0.19808420256348536,-0.05984749565154254,-0.025316592238406575,-0.29079850774256255,-0.02259170563773204,0.1630355500092787,-0.25729367043200196,-0.08096058212666142,0.014587127964535339,0.04542010293260725,0.010979091235299714,-0.07571908711212343,0.16304350035782986,-0.05343815580251596,-0.1883120958253251,0.06263011369124194,-0.03157092081969396,-0.27441253399736865,-0.1122941598506652,0.017840697272406426,-0.09353113687110695,-0.03836481131906185,-0.04230693627595688,0.1339015320504119,-0.17792617453275705,-0.1593153173783629,-0.1300511746414437,-0.020084970921718563,-0.1923840229956144,-0.24881697941802403,0.04896641993876233,0.22584317112728808,0.10727037172609392,-0.1336501787798193,0.040319508697592675,-0.07613989557499373,0.04981141237870914,-0.042585304999330637,0.11420834622668417,-0.3852921393289629,0.07613260775109909,-0.09530554954657289,-0.09048535513157625,0.027789947867786508,-0.29644388534642013,0.17803130646314155,0.08342777381480071,-0.01532788345182629,-0.01764337568548382,0.24512223220422025,0.037512222368633046,-0.19128183505030527,0.25969247156660913,0.39009258671998026,0.02402489974674466,0.01625301187253022,-0.21255044686778854
PC3,0.09944435623959817,-0.16627439096427585,0.06840539189918855,0.23080915457476678,0.3996175397130937,0.08374765720830117,-0.1944765284847934,-0.027809451134023697,-0.17047337690108386,-0.08615267214424863,0.021558981284897825,0.09186673872357438,0.3526370275976428,-0.06655648526304654,-0.22421528036475877,0.37507509761639485,0.00305389737363145,-0.1083054717728225,0.324625763587473,-0.19565473496326385,-0.17787040692442674,-0.31158205876379125,-0.06646037786944874,-0.10575153882642062,-0.07239888173391865,0.11524530227695644,0.0830828131365823,0.06606616433317362,0.027970982035546803,0.03570898058311364,0.4184015546690785,0.21387156324834275,0.3352482476103431,0.12150530462605924,-0.0953881364274044,0.40422149174437355,0.17727216103719418,-0.0485512702884727,-0.03353245212166025,0.022435177178922173,0.04814814052073115,0.38482823871537725,-0.13629357704212064,0.1390761869919804,0.23040349622604891,-0.24961697187629736,0.20395947796838937,-0.19728009902221139,-0.05572186459119821,-0.13820175660585066,-0.19611280936432116,-0.21922706876134218,-0.0016461774585191601,0.13811088200479713,0.04437987851492012,0.12901256805338987,0.008408423311389752,0.08351391336906543,0.12635746855071825,-0.11194985119578726,-0.011730917235342064,-0.07958676939578467,-0.16819229921857914,-0.19002823244672334,-0.025468182683255586,0.13734288710615106,0.20733731218554363,0.1637069779478954,0.16027619903998003,-0.0825523427756448,0.15140960621341767,0.13997370051526506,-0.08186104456671459,0.3132975017150373,0.20602563190282688,-0.13799246550488475,-0.059285571656767067,-0.08105794785464544,0.2706815391905822,0.1817173896554494,0.11738661932649484,0.030405378611499865,0.0937738078232876,0.13726182027296244,0.0076106746478697765,0.1259803904568592,-0.025803800494458996,-0.03218006199963994,0.2503785598074365,0.30468530867413895,0.21881986522170635,0.15857920743271559,0.12518901167914118,0.014239181652803351,0.22231787509548107,0.11841923948477569,0.09922917075500826,0.25167317401991096,0.10124527605160669,-0.015400025224201558,0.03387220856670879
MCF7,0.05176769096024597,0.06261009296190369,-0.1345637747254855,0.01260317274320578,0.3030703212961874,0.0417918748967835,0.09935834915362912,-0.1433457877324566,-0.06517288814363688,-0.24511341255058966,-0.13715671725627435,0.09006280751142333,0.19575189466224188,-0.07165808898343085,0.06312293952255699,-0.11391634039801936,-0.20725242938195168,-0.012265367071073926,-0.05585568625488168,0.11688128998215959,0.025472595971933132,0.01049151994777793,0.15802668584593374,0.2737396690757533,-0.17338876318880794,-0.04656566830897834,0.0990797521057471,0.031123014061276107,0.07012174130262229,-0.04406829350900333,0.15891345515233132,0.2494610534107769,0.10607416514838289,0.0016723613820663757,-0.05916579243804855,0.15898219741257041,0.0717848350783802,0.23565000038362863,0.2518223266759,0.08280388531088444,0.11402907105905952,0.3111196841580962,0.14703532130640024,0.15969238269467198,0.021129727590613743,0.11193576434283015,-0.08200575696234806,-0.017494494862873133,0.35500355963764935,0.25082646967117955,0.13819446276819694,-0.3071600138605629,0.3347479957199688,0.08385042445557009,0.06248419642564437,0.00446778758386366,-0.07226631382847726,0.06788125981565266,-0.11849478931853531,0.07110020728782607,0.025742790741430124,0.21913418679241972,0.01947937624194569,0.29950152343363023,0.12817192120765133,0.3807317194637504,0.36800682341858987,0.04551497223891259,-0.14657622734981246,-0.026424531531473703,-0.053052403666444654,0.33422224163988407,0.21924887600805956,-0.011658894744041675,0.04979499652781996,-0.16917759170777488,-0.12359394493894559,0.07988262113344916,0.38167611824209985,0.2228987629557474,0.13164959069367352,0.3450240891572106,0.09430777423636941,0.17069865824459826,-0.1533242521117417,0.0828339734371463,0.17877972174845244,0.1893812622103623,-0.02984466678557103,0.33597433824133793,0.015385564136606798,-0.037679263048328374,0.30535633264187434,0.18175054031725363,0.21580762978916795,0.06111142313051118,0.15984583822014284,0.13054830538510998,0.1796175596225726,0.013047723874369194,-0.11926724955149309
HEPG2,0.011037312734481185,-0.06124627108404611,0.07118881505545449,0.09199320428223584,0.1281393891044767,0.13571835696659762,-0.050459482091259264,-0.17833865437434485,0.19779299874378758,-0.004591512857044443,0.1430957005572801,0.20567530236559553,0.256679384981726,0.28598835626140995,-0.2213012269839696,-0.09968033274576203,-0.08898153662535124,0.2572106981939362,0.15014293328823589,0.21090955062031674,-0.17635197444814826,-0.07614161599247538,-0.20510411374362328,0.29248037614350675,0.08971462650727027,-0.029806175511944363,-0.03756480560783083,-0.07655121931130275,0.19832173049824164,0.235624125826517,0.06591397011276307,0.18150636999279365,0.005213798568216251,0.009167616005521175,0.06454637824777167,-0.10987687052884725,-0.18049695995768678,0.31522563020548405,0.06949892651018322,-0.06395826109383852,-0.13675633939896994,0.13520141696223442,0.010556877456303196,0.18118502165749661,-0.3080945754424801,0.1256888819975481,0.12157459164623034,-0.0026894109625498937,0.16015901226025672,-0.009034848418487635,0.17035617120596477,-0.009281143983487802,0.12773196869542294,-0.036007479994003985,-0.19556668894931967,-0.043563427982702095,-0.11658288182827423,0.17355360925783078,0.11751292241858824,-0.13069025149634775,-0.3870936622789431,-0.010879282173078377,0.1006022086733966,0.1645814036115832,-0.36567559254421345,0.11329832040786604,0.09933961860652225,0.11952079152815101,-0.09044636183738204,0.048809639903990294,-0.19997600233365434,0.06029739503518276,0.059918518042522635,-0.15241691835086643,-0.01092134225287268,-0.32457808321100096,-0.14656669532889377,0.09248192744956893,-0.11340771265164887,0.09604221876031399,-0.003695827577202929,0.08916985613838246,-0.09634307680158193,0.22867364959833145,0.04541447339168428,-0.05509279260944569,-0.02688382520450365,-0.1186139547973205,-0.03490183920951599,0.08145923667720646,-0.10566250172689853,-0.1249088343468761,0.10297278272617302,0.008440664418150622,0.26576035307276646,-0.19747634149697527,-0.06164962447850791,-0.014622671084199814,-0.21125377904176246,0.022040995322688783,-0.22298946849792958
